c,cpu_limit,cpu_usage,lat100_ms,lat50_ms,lat66_ms,lat75_ms,lat80_ms,lat90_ms,lat95_ms,lat98_ms,lat99_ms,n,ram_limit_mb,ram_usage_mb,t_norm,sin_day,cos_day,sin_hour,cos_hour,is_gap,time_since_last_obs,time_to_next_obs
32.730026,1.9861166,0.03262368,3134.0647,3078.522,3108.1296,3102.8088,3149.8389,3124.022,3122.5208,3101.8987,3132.2278,144.37946,683.71204,48.80239,0.0013460343,-0.43908998,-0.8984431,-0.9963453,-0.08541692,1.0,2.0,3.0
25.31676,1.9870547,0.033191815,2454.661,2371.6833,2384.127,2388.3708,2426.6199,2411.5444,2399.985,2413.796,2431.6646,158.17316,665.4934,49.005814,0.0013978049,-0.43935132,-0.8983153,-0.9969173,-0.0784591,1.0,3.0,2.0
15.140297,1.9882514,0.032910414,1521.8794,1455.1268,1401.151,1441.9243,1481.7596,1413.2395,1420.6913,1469.0216,1495.3041,177.80151,696.45184,49.163586,0.0014495755,-0.4396126,-0.89818746,-0.99744076,-0.07149745,1.0,4.0,1.0
1.0,2.0,0.030193001,137.0,35.000244,40.0,43.0,52.0,91.0,103.0,116.000244,125.000244,200.0,768.0,48.75059,0.001501346,-0.43987387,-0.89805955,-0.9979156,-0.06453231,0.0,0.0,0.0
1.0,2.0,0.03182199,150.00024,45.00049,91.000244,99.0,105.0,117.00049,131.0,142.0,148.00049,200.0,256.0,48.83661,0.0015531166,-0.4401351,-0.8979316,-0.9983418,-0.057564028,0.0,0.0,0.0
1.0,2.0,0.033747993,169.00024,85.000244,98.000244,102.000244,105.0,121.0,135.00024,147.00024,158.00024,200.0,128.0,53.211136,0.0016048872,-0.44039625,-0.8978035,-0.99871933,-0.05059294,0.0,0.0,0.0
2.765564,1.9867228,0.04456144,300.90698,236.3335,208.22095,183.10034,237.2893,225.57129,245.00049,237.39746,297.37573,202.81482,337.3404,52.06492,0.0016566577,-0.4406574,-0.89767534,-0.99904823,-0.043619387,1.0,1.0,4.0
4.899786,1.9945294,0.048838608,482.2815,410.8452,404.30322,387.0183,451.87158,410.3352,462.6914,427.6765,496.18677,203.22147,507.28973,50.893295,0.0017084283,-0.4409185,-0.8975471,-0.9993284,-0.03664371,1.0,2.0,3.0
6.737833,1.9962763,0.051276706,678.7446,611.9812,596.2566,591.5652,666.14844,626.8401,672.7676,651.6909,711.6194,206.04361,648.4251,50.146862,0.0017601989,-0.44117957,-0.89741886,-0.9995599,-0.029666245,1.0,3.0,2.0
9.136137,1.9942771,0.053936943,898.6018,849.1228,847.0781,855.54956,895.2456,855.6406,913.55005,901.44116,943.92847,205.3122,757.371,49.5587,0.0018119693,-0.4414406,-0.89729047,-0.9997426,-0.022687333,1.0,4.0,1.0
11.0,2.0,0.053616002,1261.0,1071.0,1092.0002,1094.0,1165.0001,1247.0002,1260.0,1261.0001,1261.0,200.0,896.0,49.115135,0.0018637399,-0.4417016,-0.897162,-0.9998766,-0.015707318,0.0,0.0,0.0
11.0,2.0,0.057029992,1290.0,1090.0001,1126.0001,1164.0002,1184.0,1199.9998,1290.0,1290.0,1289.9999,200.0,768.0,47.85357,0.0019155105,-0.44196254,-0.8970335,-0.9999619,-0.008726535,0.0,0.0,0.0
11.0,2.0,0.081374,1277.0,1080.0,1105.0002,1204.9999,1206.9999,1234.0002,1277.0002,1277.0001,1277.0001,200.0,640.0,55.296,0.001967281,-0.44222346,-0.8969049,-0.99999845,-0.0017453284,0.0,0.0,0.0
11.774899,1.9912828,0.07493025,1337.8915,1181.1895,1184.8516,1212.7335,1247.3793,1269.2783,1303.5259,1323.6794,1359.4849,209.62729,653.32434,52.82617,0.0020190515,-0.44248435,-0.8967762,-0.9999863,0.005235964,1.0,1.0,4.0
13.334515,1.9971392,0.07422145,1420.3164,1287.8962,1272.9022,1318.8499,1369.3315,1371.7252,1399.2799,1405.006,1451.312,211.51907,723.3539,51.287777,0.002070822,-0.44274518,-0.89664745,-0.9999254,0.012217001,1.0,2.0,3.0
15.01245,1.99625,0.07192536,1542.3589,1451.356,1428.9955,1468.1743,1530.6575,1517.7908,1559.8116,1543.8818,1595.2585,210.93134,784.56494,50.306847,0.0021225926,-0.443006,-0.89651865,-0.9998157,0.019197444,1.0,3.0,2.0
17.293724,1.9935546,0.06683472,1756.4003,1677.0916,1678.0426,1694.9963,1740.7175,1724.3673,1762.1572,1758.3671,1796.8851,207.5513,830.4899,49.559536,0.0021743632,-0.44326675,-0.8963897,-0.99965733,0.026176948,1.0,4.0,1.0
21.0,2.0,0.053616002,2043.0,1975.0,2008.0,2008.0,2019.0,2042.0,2042.0,2042.0,2042.0,200.0,896.0,49.115135,0.0022261338,-0.4435275,-0.89626074,-0.9994502,0.033155177,0.0,0.0,0.0
21.0,2.0,0.063567,2138.0,1978.0,1998.0,2034.0,2102.0,2137.0,2137.0,2138.0,2138.0,200.0,768.0,47.85357,0.0022779044,-0.4437882,-0.8961317,-0.9991944,0.040131792,0.0,0.0,0.0
21.0,2.0,0.086197,2312.0,2019.0,2035.0,2115.0,2121.0,2310.0,2312.0,2312.0,2312.0,200.0,1024.0,49.922047,0.0023296748,-0.44404885,-0.8960026,-0.99888986,0.04710645,0.0,0.0,0.0
21.0,2.0,0.092523,2319.0,2024.0,2127.0,2207.0,2314.0,2316.0,2318.0,2318.0,2319.0,200.0,384.0,49.80736,0.0023814454,-0.44430947,-0.89587337,-0.99853665,0.054078814,0.0,0.0,0.0
22.015862,1.9873655,0.089088365,2360.1152,2180.0176,2214.9053,2233.7075,2294.251,2307.129,2327.1553,2349.62,2381.0093,209.60385,530.64825,48.933556,0.002433216,-0.44457003,-0.8957441,-0.9981348,0.06104854,1.0,1.0,4.0
24.060312,1.9926136,0.08578248,2499.6587,2355.7314,2372.4868,2417.2356,2470.5308,2484.4304,2510.2424,2507.8716,2545.734,208.37952,623.0955,47.898655,0.0024849866,-0.4448306,-0.89561474,-0.9976843,0.06801529,1.0,2.0,3.0
26.309713,1.9904177,0.08192411,2709.9365,2564.155,2615.335,2629.1523,2712.5366,2692.8657,2724.717,2735.2463,2745.2192,208.23077,696.98755,47.031353,0.0025367572,-0.4450911,-0.8954853,-0.9971851,0.074978724,1.0,3.0,2.0
29.514559,1.9873397,0.07761881,3015.288,2863.0312,2938.8586,2915.069,3004.53,2980.5654,3021.92,3020.608,3026.1055,207.18765,781.63745,46.126293,0.0025885277,-0.44535154,-0.8953558,-0.9966374,0.081938505,1.0,4.0,1.0
31.0,2.0,0.060907,3410.0,2991.0,3015.0,3384.0,3384.0,3406.0,3406.0,3407.0,3409.0,200.0,896.0,44.294144,0.002640298,-0.44561198,-0.8952262,-0.99604106,0.0888943,0.0,0.0,0.0
31.0,2.0,0.092923,3096.0,2904.0,3035.0,3050.0,3050.0,3093.0,3094.0,3095.0,3095.0,200.0,1024.0,48.09523,0.0026920687,-0.44587237,-0.89509654,-0.9953962,0.09584575,0.0,0.0,0.0
31.0,2.0,0.09893,3291.0,2931.0,3004.0,3114.0,3116.0,3289.0,3290.0,3290.0,3290.0,200.0,384.0,49.082367,0.0027438393,-0.44613272,-0.8949668,-0.9947028,0.10279254,0.0,0.0,0.0
32.006386,1.9910886,0.092339665,3347.688,3141.0007,3196.5046,3215.2007,3284.42,3303.4956,3312.8923,3330.3572,3358.2585,207.63791,543.758,48.7353,0.0027956099,-0.44639304,-0.894837,-0.993961,0.10973431,1.0,1.0,4.0
33.868717,1.9952614,0.087910205,3497.9104,3313.1777,3365.882,3402.7222,3467.8213,3481.8423,3492.3171,3497.5842,3539.2866,205.7099,637.5277,48.100174,0.0028473805,-0.44665334,-0.8947071,-0.9931707,0.116670735,1.0,2.0,3.0
35.9194,1.9953496,0.0835107,3689.1702,3514.8643,3586.4004,3600.2065,3687.8533,3693.6833,3698.6104,3706.113,3727.7559,203.413,710.05457,47.653778,0.002899151,-0.44691357,-0.89457715,-0.9923319,0.123601474,1.0,3.0,2.0
38.619736,1.9901115,0.07888359,3962.3804,3777.9963,3870.0847,3867.5837,3959.7031,3940.1516,3950.641,3960.0195,3973.0447,204.13309,796.9527,47.15204,0.0029509214,-0.44717377,-0.8944471,-0.9914449,0.13052619,1.0,4.0,1.0
41.0,2.0,0.062448993,4315.0,4112.0,4127.0,4128.0,4313.0,4313.0,4314.0,4314.0,4315.0,200.0,896.0,45.768703,0.003002692,-0.44743395,-0.894317,-0.99050945,0.13744454,0.0,0.0,0.0
41.0,2.0,0.07810201,4500.0,4204.0,4430.0,4434.0,4487.0,4496.0,4498.0,4499.0,4499.0,200.0,768.0,47.28832,0.0030544626,-0.44769406,-0.8941868,-0.9895258,0.1443562,0.0,0.0,0.0
41.0,2.0,0.104264006,4284.0,4034.0,4177.0,4177.0,4281.0,4281.0,4282.0,4283.0,4283.0,200.0,128.0,50.438145,0.0031062332,-0.44795415,-0.89405656,-0.98849386,0.15126082,0.0,0.0,0.0
40.96044,1.9886556,0.09726886,4253.13,4043.915,4147.152,4171.1973,4208.6426,4225.58,4259.1133,4259.675,4286.7065,210.21039,359.96335,50.293,0.0031580038,-0.4482142,-0.8939262,-0.9874138,0.15815806,1.0,1.0,5.0
42.259033,1.9978254,0.09370275,4335.0264,4140.584,4227.548,4272.7954,4315.72,4345.6636,4350.0635,4335.1987,4385.7236,214.663,517.5347,49.89843,0.0032097744,-0.44847423,-0.8937958,-0.9862856,0.1650476,1.0,2.0,4.0
43.749138,1.9973702,0.09168065,4489.3506,4273.588,4405.8477,4419.344,4473.1514,4501.2754,4522.564,4491.553,4540.1367,218.9227,623.66284,49.63754,0.0032615447,-0.4487342,-0.89366525,-0.9851093,0.1719291,1.0,3.0,3.0
45.92331,1.9923515,0.08744174,4784.176,4545.132,4698.88,4704.8687,4782.0825,4803.41,4823.9087,4794.2944,4822.8843,211.73544,724.6698,49.523212,0.0033133153,-0.44899413,-0.8935347,-0.98388505,0.17880222,1.0,4.0,2.0
49.286137,1.9879851,0.085035175,5201.5654,4935.9805,5101.422,5121.339,5193.6616,5194.1606,5197.316,5182.1875,5217.9033,206.09518,805.63855,49.129448,0.003365086,-0.44925404,-0.89340407,-0.9826128,0.18566662,1.0,5.0,1.0
51.0,2.0,0.080376,5691.0,5541.0,5546.0,5683.0,5685.0,5685.0,5687.0,5688.0,5689.0,200.0,896.0,48.76288,0.0034168565,-0.44951388,-0.89327335,-0.98129267,0.19252196,0.0,0.0,0.0
51.0,2.0,0.108249,5516.0,4926.0,4927.0,5511.0,5513.0,5513.0,5514.0,5515.0,5516.0,200.0,1024.0,52.801537,0.003468627,-0.44977373,-0.8931425,-0.9799247,0.19936794,0.0,0.0,0.0
51.0,2.0,0.108575,5435.0,5283.0,5285.0,5433.0,5434.0,5434.0,5435.0,5435.0,5435.0,200.0,384.0,49.348606,0.0035203977,-0.4500335,-0.8930117,-0.978509,0.20620419,0.0,0.0,0.0
34.822342,1.997199,0.098188326,3722.2646,3507.4521,3551.979,3611.5637,3631.0737,3642.4558,3692.1755,3703.2087,3691.206,229.27951,525.3664,49.541367,0.003572168,-0.45029324,-0.89288074,-0.9770456,0.21303038,1.0,1.0,3.0
21.09409,1.9973673,0.09352814,2233.2913,2104.1697,2109.4104,2159.3186,2181.7979,2149.2751,2185.56,2208.666,2232.913,259.8745,665.25476,49.619347,0.0036239387,-0.45055297,-0.8927497,-0.97553456,0.2198462,1.0,2.0,2.0
10.593851,2.0,0.08831695,1107.8018,1035.0968,1004.35,1048.9237,1068.9622,972.2744,1039.3384,1074.4634,1105.9131,281.74918,762.46844,49.242214,0.0036757092,-0.45081264,-0.8926186,-0.97397596,0.22665131,1.0,3.0,1.0
1.0,2.0,0.080376,132.0,36.000244,39.000244,44.000244,47.000244,78.000244,102.000244,114.0,124.0,300.0,896.0,48.480255,0.0037274798,-0.45107228,-0.8924874,-0.9723699,0.23344536,0.0,0.0,0.0
1.0,2.0,0.113878,141.0,34.000244,37.000244,41.0,43.0,51.0,90.000244,124.0,130.0,300.0,128.0,52.056065,0.0037792504,-0.45133185,-0.89235616,-0.9707165,0.24022804,0.0,0.0,0.0
1.0,2.0,0.108575,135.00024,34.000244,37.000244,40.000244,43.0,64.0,94.000244,114.0,127.0,300.0,384.0,50.229248,0.003831021,-0.4515914,-0.89222485,-0.9690157,0.24699901,0.0,0.0,0.0
1.9914856,2.0,0.095732436,220.37085,140.02905,104.50415,112.990234,171.11792,121.78467,204.98608,186.14722,257.3169,301.6355,528.61444,50.622307,0.0038827914,-0.45185092,-0.8920935,-0.96726775,0.25375795,1.0,1.0,7.0
3.1106033,1.9997804,0.0951832,355.34497,273.51807,227.0476,253.26636,324.50366,268.72217,337.6577,331.125,405.22974,308.32047,674.1876,50.56229,0.003934562,-0.4521104,-0.891962,-0.96547264,0.2605045,1.0,2.0,6.0
4.6345253,2.0,0.09818843,510.98145,402.20728,372.5996,396.73975,460.60718,410.93408,504.04956,493.552,556.0598,306.46246,744.31714,50.437233,0.0039863326,-0.45236987,-0.89183044,-0.96363044,0.26723838,1.0,3.0,5.0
6.246603,2.0,0.10107912,703.7803,567.666,550.2388,565.2969,644.2883,602.75024,692.77295,682.77563,745.9358,308.73422,787.43604,50.175854,0.004038103,-0.45262927,-0.8916988,-0.9617413,0.27395922,1.0,4.0,4.0
7.9325027,2.0,0.10391536,882.7012,719.2285,706.6399,724.8491,810.1743,755.97217,866.8386,864.0947,921.5449,307.05084,804.28754,49.818024,0.0040898737,-0.45288864,-0.8915671,-0.9598053,0.2806667,1.0,5.0,3.0
9.379585,2.0,0.10682253,1058.5806,889.7202,875.9856,896.5061,983.2849,933.2622,1035.7107,1049.4617,1096.1694,307.56796,799.7573,49.44132,0.004141644,-0.45314795,-0.8914353,-0.9578225,0.28736052,1.0,6.0,2.0
10.535141,1.9976385,0.11179896,1206.301,1038.7571,1025.2236,1069.1517,1115.9984,1068.3318,1181.0522,1201.7897,1260.1704,305.48267,818.43286,48.987904,0.004193415,-0.45340723,-0.8913035,-0.955793,0.29404032,1.0,7.0,1.0
11.0,2.0,0.118632,1380.0001,1078.0,1119.0,1141.0,1203.0,1230.0002,1312.0,1378.9999,1379.9999,300.0,896.0,48.480255,0.0042451853,-0.45366648,-0.8911715,-0.95371693,0.3007058,0.0,0.0,0.0
11.0,2.0,0.124781,1395.0001,1152.0001,1174.0,1258.0001,1259.0,1286.9999,1296.0002,1395.0001,1395.0002,300.0,640.0,50.827263,0.004296956,-0.4539257,-0.89103955,-0.9515944,0.30735663,0.0,0.0,0.0
11.0,2.0,0.132266,1228.0001,1103.0001,1134.0,1155.0,1165.9998,1178.0,1179.0002,1226.0,1226.0001,300.0,384.0,50.229248,0.0043487265,-0.4541849,-0.89090747,-0.94942546,0.31399247,0.0,0.0,0.0
12.39517,2.0,0.123080075,1386.885,1215.8815,1209.059,1235.0151,1298.1959,1284.7692,1369.4366,1372.2682,1424.9575,309.1322,538.0645,50.251785,0.004400497,-0.45444402,-0.8907753,-0.94721025,0.320613,1.0,1.0,7.0
13.605286,1.9999177,0.12073891,1511.2244,1329.34,1311.9031,1366.4109,1423.0319,1411.4263,1485.352,1497.9586,1553.1409,314.96204,636.88727,49.975166,0.0044522677,-0.45470312,-0.89064306,-0.9449489,0.3272179,1.0,2.0,6.0
14.8914585,1.9984179,0.11983351,1634.2473,1443.7019,1436.0459,1470.3829,1542.3059,1537.3573,1614.985,1626.804,1671.5684,312.9583,683.78644,49.63987,0.004504038,-0.45496216,-0.89051074,-0.9426415,0.33380687,1.0,3.0,5.0
16.263,2.0,0.12008936,1778.898,1571.4386,1579.618,1603.0396,1684.7085,1676.8563,1762.3223,1774.729,1818.0182,311.31198,715.1272,49.269558,0.004555809,-0.45522118,-0.8903784,-0.9402881,0.34037954,1.0,4.0,4.0
17.779339,1.9989569,0.12007205,1939.937,1708.3254,1720.8114,1747.454,1831.1193,1821.8867,1914.7527,1925.9908,1968.4473,311.0801,722.9321,48.88165,0.004607579,-0.45548016,-0.8902459,-0.9378889,0.34693566,1.0,5.0,3.0
18.981735,1.9993999,0.11951952,2088.558,1853.6145,1876.8751,1895.876,1972.5112,1952.1897,2057.1104,2074.9897,2111.3354,312.4862,713.2859,48.50104,0.0046593496,-0.4557391,-0.8901134,-0.93544406,0.35347486,1.0,6.0,2.0
19.74384,1.995399,0.11857475,2170.2505,1928.9204,1956.9207,1992.1556,2050.8333,2034.5334,2133.426,2163.664,2219.9631,310.70813,703.9739,48.010036,0.0047111204,-0.455998,-0.8899808,-0.93295354,0.3599968,1.0,7.0,1.0
21.0,2.0,0.106929,2125.0,1985.0,2009.0,2026.0,2081.0,2084.0,2123.0,2123.0,2123.0,300.0,768.0,47.149055,0.0047628907,-0.45625687,-0.8898481,-0.9304176,0.3665012,0.0,0.0,0.0
21.0,2.0,0.142874,2156.0,2000.0,2061.0,2084.0,2095.0,2111.0,2154.0,2155.0,2155.0,300.0,128.0,52.53939,0.0048146616,-0.4565157,-0.8897154,-0.92783624,0.37298778,0.0,0.0,0.0
21.498144,2.0,0.1308268,2360.6172,2120.209,2139.5293,2165.184,2220.1875,2234.4902,2347.1597,2331.0356,2389.1304,309.02722,307.77615,51.34599,0.004866432,-0.4567745,-0.8895825,-0.9252097,0.37945616,1.0,1.0,8.0
22.924469,1.9982378,0.12604605,2439.6526,2232.8044,2233.9395,2280.8164,2354.1528,2361.4888,2453.0447,2425.2393,2470.3208,314.5748,485.59308,50.33108,0.0049182028,-0.45703325,-0.8894496,-0.9225381,0.38590604,1.0,2.0,7.0
24.010204,1.9961786,0.12386364,2537.783,2335.1113,2353.2505,2392.8762,2463.0212,2470.685,2549.1016,2526.6416,2580.0728,315.39865,575.60944,49.64277,0.004969973,-0.45729196,-0.8893166,-0.9198215,0.3923371,1.0,3.0,6.0
25.225222,1.9991817,0.121657215,2662.1592,2467.3809,2489.9893,2519.2896,2587.439,2584.687,2671.7139,2668.161,2712.9795,310.61124,651.0945,49.166466,0.0050217435,-0.45755062,-0.8891836,-0.9170601,0.39874908,1.0,4.0,5.0
26.596493,1.9917122,0.120190606,2808.3528,2600.8247,2634.936,2655.415,2738.6777,2750.873,2808.7969,2807.362,2853.4373,312.14267,707.3278,48.7432,0.0050735143,-0.45780927,-0.8890504,-0.91425395,0.4051416,1.0,5.0,4.0
28.132025,1.9942801,0.119184636,2980.944,2755.095,2793.4375,2826.1423,2913.6997,2903.1262,2980.2844,2977.3372,3015.4746,310.99457,745.0375,48.314426,0.0051252847,-0.45806786,-0.8889172,-0.9114033,0.41151437,1.0,6.0,3.0
29.610285,1.9904938,0.117966756,3143.699,2904.6533,2953.922,2981.4727,3065.1309,3077.5986,3132.8513,3133.496,3163.4556,311.41068,783.39954,47.887848,0.0051770555,-0.4583264,-0.88878393,-0.9085082,0.41786706,1.0,7.0,2.0
30.882656,1.9877702,0.118253045,3302.7002,3064.8657,3121.921,3146.012,3219.9114,3207.6265,3267.9963,3275.7095,3315.5996,311.03,816.47125,47.34097,0.005228826,-0.45858493,-0.8886506,-0.9055688,0.42419943,1.0,8.0,1.0
31.0,2.0,0.120242,3381.0,3199.0,3282.0,3293.0,3346.0,3379.0,3380.0,3380.0,3380.0,300.0,896.0,46.49779,0.005280596,-0.4588434,-0.88851714,-0.90258527,0.4305111,0.0,0.0,0.0
31.0,2.0,0.139125,3339.0,3263.0,3319.0,3324.0,3334.0,3337.0,3338.0,3338.0,3339.0,300.0,1024.0,48.852993,0.005332367,-0.45910186,-0.8883836,-0.89955777,0.4368018,0.0,0.0,0.0
31.0,2.0,0.142874,3392.0,3328.0,3337.0,3366.0,3385.0,3388.0,3389.0,3390.0,3391.0,300.0,128.0,49.70496,0.0053841374,-0.45936024,-0.88825005,-0.8964864,0.4430712,0.0,0.0,0.0
32.00364,1.9959711,0.13179335,3422.8145,3185.574,3246.9336,3267.146,3335.6548,3340.128,3410.3665,3401.7349,3425.2322,308.26746,353.35938,49.67993,0.005435908,-0.4596186,-0.8881164,-0.8933714,0.449319,1.0,1.0,7.0
33.3077,1.9961345,0.12600753,3475.481,3252.4912,3299.4692,3342.6248,3394.3994,3428.1104,3482.3223,3461.8274,3501.9424,312.60223,488.2096,49.46407,0.0054876786,-0.45987692,-0.88798267,-0.89021283,0.45554492,1.0,2.0,6.0
34.548462,1.995006,0.12192896,3577.0527,3349.5383,3415.0852,3452.6797,3511.6567,3535.6772,3594.9214,3568.5818,3614.3098,312.02292,553.07117,49.404907,0.005539449,-0.46013522,-0.88784885,-0.8870108,0.4617486,1.0,3.0,5.0
35.906494,1.9948331,0.11944578,3712.1362,3465.1594,3545.5625,3566.1812,3635.14,3662.061,3724.289,3698.546,3742.9053,312.59586,621.6571,49.393227,0.0055912198,-0.46039346,-0.887715,-0.88376564,0.4679298,1.0,4.0,4.0
