time,cpu_limit,cpu_usage,n,c,ram_limit_mb,ram_usage_mb,lat50_ms,lat66_ms,lat75_ms,lat80_ms,lat90_ms,lat95_ms,lat98_ms,lat99_ms,lat100_ms,t_norm,sin_day,cos_day,sin_hour,cos_hour,is_gap,time_since_last_obs,time_to_next_obs
1647438187.0,2.0,0.012953,100.0,21.0,896.0,42.582016,1935.0,2108.0,2109.0,2137.0,2138.0,2138.0,2138.0,2138.0,2138.0,0.000517705529095,-0.4349037054525564,-0.9004769663815039,-0.9806146585513088,-0.195946144219018,0.0,0.0,0.0
1647438191.0,1.9594465,0.04982824,219.8494,23.639719,715.5245,47.822933,2269.7988,2394.461,2479.2808,2429.597,2495.6055,2534.9172,2549.759,2449.504,2493.8037,0.0005694760820045,-0.4351656251873687,-0.900350419922869,-0.981958712690749,-0.1890954430194635,1.0,1.0,4.0
1647438195.0,1.9644654,0.053985,233.63986,22.798822,637.16064,48.599743,2249.03,2418.843,2470.6719,2383.9177,2480.2024,2541.7065,2527.3555,2528.8232,2537.4026,0.000621246634914,-0.4354275080871265,-0.900223797286561,-0.9832549074637512,-0.1822355260327968,1.0,2.0,3.0
1647438199.0,1.9596918,0.051036954,212.3501,30.92439,589.0719,48.736458,2957.9092,3155.9255,3246.1514,3170.152,3283.6794,3295.7795,3315.0286,3316.633,3313.1028,0.0006730171878235,-0.4356893541558724,-0.9000970984706255,-0.9845031799501878,-0.1753667262281195,1.0,3.0,2.0
1647438203.0,1.9499899,0.042098,188.76672,23.606495,599.7744,49.2222,2024.3873,2211.2632,2350.62,2291.064,2399.805,2416.4663,2405.2612,2335.5254,2379.8333,0.000724787740733,-0.435951163358348,-0.8999703234921155,-0.9857034690564438,-0.1684893797546077,1.0,4.0,1.0
1647438207.0,2.0,0.018125,100.0,31.0,384.0,49.676288,2786.0,2786.0,3412.0,3413.0,3413.0,3439.0,3440.0,3441.0,3441.0,0.0007765582936425,-0.4362129356593058,-0.899843472368106,-0.9868557163669824,-0.1616038213465569,0.0,0.0,0.0
1647438211.0,1.9670525,0.046011835,217.78906,14.784859,592.48047,49.91762,1426.4513,1578.6112,1600.737,1563.2281,1597.6035,1630.8293,1599.2333,1533.2461,1599.4143,0.000828328846552,-0.4364746710627863,-0.899716545096639,-0.9879598657228964,-0.1547103865963646,1.0,1.0,4.0
1647438215.0,1.9704847,0.053330928,218.24078,24.904882,563.3307,49.65511,2423.5298,2565.5378,2581.8135,2583.3257,2641.7795,2730.9958,2689.945,2683.4248,2676.9568,0.0008800993994615,-0.4367363695335462,-0.8995895416947985,-0.9890158633783336,-0.1478094110197639,1.0,2.0,3.0
1647438219.0,1.958353,0.05019269,212.65274,23.85051,560.0715,49.919743,2198.6963,2343.2385,2388.0024,2373.1328,2447.7446,2455.078,2447.163,2438.7827,2492.439,0.000931869952371,-0.4369980310232639,-0.8994624621860494,-0.9900236576589748,-0.14090123234218,1.0,3.0,2.0
1647438223.0,1.955002,0.045417003,196.76886,24.938398,546.0619,50.33377,2101.9019,2268.3745,2290.8276,2257.6738,2375.3364,2379.5679,2362.7817,2293.8054,2427.0022,0.0009836405052805,-0.437259655562158,-0.8993353065557156,-0.9909831997152256,-0.1339861854154113,1.0,4.0,1.0
1647438227.0,2.0,0.018125,100.0,41.0,384.0,54.054912,3567.0,3643.0,3644.0,3644.0,3644.0,3644.0,3645.0,3645.0,3645.0,0.0010354110581901,-0.4375212431019093,-0.8992080748272671,-0.9918944425835272,-0.1270646086521085,0.0,0.0,0.0
1647438231.0,1.9813914,0.049949348,186.65509,26.1544,602.324,50.136963,2449.2605,2612.7031,2646.1465,2587.7642,2618.0115,2651.6885,2611.5889,2559.1025,2549.5042,0.0010871816110996,-0.4377827936073,-0.8990807670178403,-0.9927573419168008,-0.1201368389391375,1.0,1.0,3.0
1647438235.0,1.9844794,0.051540658,186.16168,29.209724,641.3375,49.45493,2769.1108,2897.625,2950.2566,2829.716,2952.8643,2986.6045,2986.521,2983.7341,2965.2178,0.0011389521640091,-0.4380443070823674,-0.8989533831254704,-0.9935718556585506,-0.113203213926215,1.0,2.0,2.0
1647438239.0,1.9715554,0.047975436,203.04904,29.289951,753.96326,48.94647,2512.308,2699.4407,2769.383,2679.104,2837.4307,2837.943,2832.3447,2798.7407,2815.9692,0.0011907227169186,-0.4383057834657387,-0.8988259231800588,-0.9943379441105266,-0.1062640715484372,1.0,3.0,1.0
1647438243.0,2.0,0.022895,100.0,51.0,896.0,44.650496,4424.0,4426.0,4426.0,4426.0,4427.0,4428.0,4428.0,4429.0,4429.0,0.0012424932698281,-0.438567222787611,-0.8986983871668859,-0.995055569934659,-0.0993197500098087,0.0,0.0,0.0
1647438247.0,1.9662724,0.054263838,200.60767,32.501793,702.67755,48.80888,3051.4683,3110.572,3227.8672,3208.2817,3235.784,3268.9106,3230.2383,3126.531,3231.6448,0.0012942638227376,-0.4388286249996996,-0.8985707751094919,-0.9957246981978916,-0.0923705873030884,1.0,1.0,4.0
1647438251.0,1.9758084,0.05928737,219.97272,28.359879,641.71497,49.212532,2729.328,2881.7153,2915.7979,2841.3552,2938.0098,2994.8027,2966.3967,2973.0203,2948.6943,0.0013460343756471,-0.4390899900668115,-0.8984430870250644,-0.9963452961588194,-0.0854169235116465,1.0,2.0,3.0
1647438255.0,1.9738158,0.05373145,219.16739,21.822573,628.3327,49.360336,2043.279,2239.85,2252.7808,2152.6184,2224.1382,2291.732,2298.5376,2263.1003,2267.3755,0.0013978049285566,-0.4393513179929811,-0.8983153229116324,-0.9969173337359468,-0.0784590956920262,1.0,3.0,2.0
1647438259.0,1.9768558,0.047291428,203.03635,24.83013,635.08624,49.06465,2306.876,2456.7827,2502.6218,2429.5269,2600.9097,2643.9307,2638.6787,2631.8645,2589.2246,0.0014495754814661,-0.4396126087430199,-0.8981874827863927,-0.9974407829296462,-0.0714974443507898,1.0,4.0,1.0
1647438263.0,2.0,0.030193,200.0,1.0,768.0,48.750592,35.0,40.0,43.0,52.0,91.0,103.0,116.0,125.0,137.0,0.0015013460343756,-0.43987386228175,-0.8980595666665636,-0.9979156182675176,-0.0645323083250376,0.0,0.0,0.0
1647438267.0,2.0,0.031822,200.0,1.0,256.0,48.836608,45.0,91.0,99.0,105.0,117.0,131.0,142.0,148.0,150.0,0.0015531165872851,-0.4401350786132043,-0.8979315745501706,-0.9983418166067576,-0.0575640270856678,0.0,0.0,0.0
1647438271.0,2.0,0.03154,200.0,1.0,384.0,54.796288,86.0,97.0,102.0,106.0,119.0,129.0,136.0,147.0,158.0,0.0016048871401946,-0.4403962576760795,-0.8978035064672583,-0.9987193571750598,-0.0505929402568721,0.0,0.0,0.0
1647438275.0,1.9718888,0.058286093,205.73703,21.713428,548.1553,50.47378,2135.4187,2276.1104,2330.6304,2326.4414,2421.5776,2450.5923,2412.0156,2389.7178,2383.386,0.0016566576931041,-0.4406573995005386,-0.8976753624030364,-0.9990482215716304,-0.0436193875995825,1.0,1.0,4.0
1647438279.0,1.9688241,0.06489478,225.68912,27.964085,597.40356,49.78195,2742.0632,2883.0122,2946.9268,2892.6746,3017.9392,3028.4817,3011.5977,2978.1985,2999.9092,0.0017084282460136,-0.4409185040383516,-0.8975471423811576,-0.9993283937851464,-0.0366437085295635,1.0,2.0,3.0
1647438283.0,1.9668753,0.06436534,228.58218,24.992935,642.41016,49.355206,2424.382,2570.3252,2608.9348,2564.452,2646.5898,2681.3596,2687.0276,2633.8699,2661.5396,0.0017601987989231,-0.4411795712543658,-0.8974188464188915,-0.9995598601092196,-0.0296662444275893,1.0,3.0,2.0
1647438287.0,1.9767151,0.062103473,228.98999,26.94934,679.0742,49.030876,2604.595,2728.2776,2792.676,2774.1272,2877.559,2934.393,2913.9373,2890.8699,2878.1946,0.0018119693518326,-0.4414406011526108,-0.8972904745142576,-0.9997426093242626,-0.022687333503847,1.0,4.0,1.0
1647438291.0,2.0,0.053616,200.0,11.0,896.0,49.115136,1071.0,1092.0,1094.0,1165.0,1247.0,1260.0,1261.0,1261.0,1261.0,0.0018637399047421,-0.4417015936979384,-0.8971620266845345,-0.9998766324818942,-0.0157073172969503,0.0,0.0,0.0
1647438295.0,2.0,0.05703,200.0,11.0,768.0,47.853568,1090.0,1126.0,1164.0,1184.0,1200.0,1290.0,1290.0,1290.0,1290.0,0.0019155104576516,-0.4419625488421572,-0.8970335029534536,-0.9999619230638292,-0.00872653553758,0.0,0.0,0.0
1647438299.0,2.0,0.081374,200.0,11.0,640.0,55.296,1080.0,1105.0,1205.0,1207.0,1234.0,1277.0,1277.0,1277.0,1277.0,0.0019672810105611,-0.4422234666154044,-0.8969049033061723,-0.9999984769131248,-0.0017453284591856,0.0,0.0,0.0
1647438303.0,1.974942,0.08180144,218.38046,23.038979,613.3637,50.16509,2338.37,2423.8103,2512.8179,2500.5022,2607.4795,2682.0388,2629.5,2606.1372,2619.7908,0.0020190515634706,-0.4424843469694912,-0.8967762277664272,-0.9999862922457602,0.0052359641497091,1.0,1.0,4.0
1647438307.0,1.9597273,0.08239405,242.2262,28.290052,642.88043,49.543587,2791.5662,2905.1892,2985.7476,2922.06,3053.2056,3114.3906,3107.382,3053.3462,3100.5803,0.0020708221163802,-0.442745189869295,-0.8966474763515492,-0.9999253696629132,0.012217000633815,1.0,2.0,3.0
1647438311.0,1.9594705,0.078991294,238.1351,27.699627,673.71655,49.058846,2717.2651,2840.9468,2907.3284,2841.7383,2957.9624,3025.1194,3012.6853,2976.9907,2982.796,0.0021225926692897,-0.4430059953188422,-0.8965186490595508,-0.9998157121176102,0.0191974426097852,1.0,3.0,2.0
1647438315.0,1.9714322,0.07223432,243.3996,27.081806,715.58923,48.882977,2616.855,2746.3103,2789.356,2765.2153,2867.9841,2920.5098,2900.6592,2859.2544,2876.1843,0.0021743632221992,-0.4432667632699704,-0.8963897459142223,-0.999657324983662,0.0261769479983723,1.0,4.0,1.0
1647438319.0,2.0,0.053616,200.0,21.0,896.0,49.115136,1975.0,2008.0,2008.0,2019.0,2042.0,2042.0,2042.0,2042.0,2043.0,0.0022261337751087,-0.4435274937267047,-0.896260766913574,-0.9994502159538152,0.0331551780250395,0.0,0.0,0.0
1647438323.0,2.0,0.063567,200.0,21.0,768.0,47.853568,1978.0,1998.0,2034.0,2102.0,2137.0,2137.0,2138.0,2138.0,2138.0,0.0022779043280182,-0.4437881866539372,-0.8961317120749662,-0.9991943951125238,0.0401317925804158,0.0,0.0,0.0
1647438327.0,2.0,0.086197,200.0,21.0,1024.0,49.922048,2019.0,2035.0,2115.0,2121.0,2310.0,2312.0,2312.0,2312.0,2312.0,0.0023296748809277,-0.444048842003532,-0.8960025814222424,-0.998889874984197,0.04710645023832,0.0,0.0,0.0
1647438331.0,2.0,0.092523,200.0,21.0,384.0,49.80736,2024.0,2127.0,2207.0,2314.0,2316.0,2318.0,2318.0,2319.0,2319.0,0.0023814454338372,-0.4443094598055914,-0.8958733749404899,-0.9985366703294708,0.0540788129245985,0.0,0.0,0.0
1647438335.0,1.9708548,0.09225207,243.79709,28.638138,633.26,49.067932,2857.9207,2957.0208,3036.5579,3048.6694,3138.452,3202.5706,3192.9111,3148.897,3170.5386,0.0024332159867467,-0.4445700400119821,-0.8957440926535573,-0.9981347984288476,0.0610485394207253,1.0,1.0,4.0
1647438339.0,1.9761062,0.08775087,252.97458,26.015274,684.88367,48.913265,2581.124,2704.186,2770.4236,2710.885,2826.9058,2921.8662,2906.7893,2845.9102,2882.6294,0.0024849865396562,-0.444830582587622,-0.8956147345788572,-0.9976842788470608,0.0680152904972135,1.0,2.0,3.0
1647438343.0,1.9770993,0.083024874,246.48596,28.11605,726.1277,48.54752,2749.3223,2923.1865,2988.695,2922.8403,3018.7598,3077.774,3082.4734,3047.7256,3055.4648,0.0025367570925657,-0.4450910875365326,-0.8954853007143929,-0.9971851335417988,0.0749787266044495,1.0,3.0,2.0
1647438347.0,1.9752309,0.07786033,242.21759,28.493727,796.8508,48.045387,2694.82,2863.4976,2943.6653,2927.02,3026.1963,3059.507,3073.9167,3013.4238,3024.2024,0.0025885276454752,-0.4453515548236365,-0.8953557910775858,-0.996637386802544,0.0819385088184821,1.0,4.0,1.0
1647438351.0,2.0,0.060907,200.0,31.0,896.0,44.294144,2991.0,3015.0,3384.0,3384.0,3406.0,3406.0,3407.0,3409.0,3410.0,0.0026402981983847,-0.4456119844008393,-0.8952262056923637,-0.9960410654401636,0.0888942965370864,0.0,0.0,0.0
1647438355.0,2.0,0.092923,200.0,31.0,1024.0,48.095232,2904.0,3035.0,3050.0,3050.0,3093.0,3094.0,3095.0,3095.0,3096.0,0.0026920687512942,-0.4458723762982174,-0.8950965445437609,-0.9953961983594232,0.0958457526007687,0.0,0.0,0.0
1647438359.0,2.0,0.09893,200.0,31.0,384.0,49.082368,2931.0,3004.0,3114.0,3116.0,3289.0,3290.0,3290.0,3290.0,3291.0,0.0027438393042037,-0.4461327304546556,-0.8949668076622024,-0.994702817162282,0.1027925363507475,0.0,0.0,0.0
1647438363.0,1.9742079,0.09576105,260.75098,27.906816,630.5543,48.956066,2768.7217,2861.9277,2936.1643,2952.5317,3060.5654,3107.289,3088.165,3047.6426,3079.1274,0.0027956098571132,-0.4463930468741728,-0.8948369950456857,-0.9939609554581692,0.1097343110639674,1.0,1.0,4.0
1647438367.0,1.9735979,0.090808876,272.58453,25.883305,652.3888,48.93412,2549.0059,2642.7224,2728.319,2692.0254,2799.9668,2882.8303,2877.891,2801.8582,2847.2825,0.0028473804100227,-0.4466533255217166,-0.8947071067116833,-0.993170649547974,0.1166707370185663,1.0,2.0,3.0
1647438371.0,1.9731307,0.085770905,263.5319,26.523508,669.9093,48.77983,2597.7156,2759.164,2806.8254,2737.392,2842.7715,2918.6277,2919.7512,2874.2664,2913.281,0.0028991509629322,-0.4469135663622454,-0.8945771426776893,-0.9923319379022246,0.1236014766061289,1.0,3.0,2.0
1647438375.0,1.974715,0.08053447,269.77103,26.8505,724.1827,48.58349,2557.675,2708.6035,2767.1377,2716.9668,2834.2961,2855.2295,2864.7017,2802.5125,2861.2925,0.0029509215158417,-0.4471737693997764,-0.8944471029416975,-0.9914448613985428,0.1305261920321907,1.0,4.0,1.0
1647438379.0,2.0,0.062449,200.0,41.0,896.0,45.768704,4112.0,4127.0,4128.0,4313.0,4313.0,4314.0,4314.0,4315.0,4315.0,0.0030026920687512,-0.4474339345992724,-0.8943169875212111,-0.9905094632077824,0.1374445462571383,0.0,0.0,0.0
1647438383.0,2.0,0.078102,200.0,41.0,768.0,47.28832,4204.0,4430.0,4434.0,4487.0,4496.0,4498.0,4499.0,4499.0,4500.0,0.0030544626216607,-0.447694061912695,-0.8941867964402695,-0.989525789111936,0.1443562007064492,0.0,0.0,0.0
1647438387.0,2.0,0.104264,200.0,41.0,128.0,50.438144,4034.0,4177.0,4177.0,4281.0,4281.0,4282.0,4283.0,4283.0,4284.0,0.0031062331745703,-0.4479541513700857,-0.8940565296838373,-0.9884938867914488,0.151260820359848,0.0,0.0,0.0
1647438391.0,1.9793222,0.09685725,274.40137,24.100174,551.4764,50.01268,2414.612,2492.191,2573.136,2587.6199,2640.682,2681.1343,2670.3474,2638.7847,2679.953,0.0031580037274798,-0.4482142029104003,-0.8939261872824816,-0.9874138068150922,0.1581580668537897,1.0,1.0,5.0
1647438395.0,1.978436,0.092822105,282.8259,26.987106,614.08435,49.669624,2668.6096,2784.033,2839.7195,2812.038,2938.478,2995.542,2995.0051,2915.0513,2968.2239,0.0032097742803893,-0.4484742165376529,-0.8937957692341906,-0.9862856015362774,0.1650476058663785,1.0,2.0,4.0
1647438399.0,1.9742593,0.0903154,283.74277,26.24605,661.4338,49.507412,2531.0703,2665.5051,2735.2585,2682.927,2785.8496,2850.7546,2863.0042,2767.7031,2840.643,0.0032615448332988,-0.4487341922168321,-0.893665275556518,-0.985109326163078,0.171929100231829,1.0,3.0,3.0
1647438403.0,1.9756718,0.08892475,283.26477,25.747843,681.5702,49.560474,2483.7148,2652.79,2695.0857,2637.7302,2750.6206,2804.3174,2820.282,2767.976,2807.9956,0.0033133153862083,-0.4489941298999342,-0.8935347062735733,-0.9838850379518472,0.1788022150156199,1.0,4.0,2.0
1647438407.0,1.9649203,0.085629344,285.53403,28.30164,706.06616,49.60115,2671.8079,2794.5679,2898.9363,2838.8792,2983.0771,2985.6206,2995.7615,2911.0557,3015.6047,0.0033650859391178,-0.449254029616979,-0.8934040613702775,-0.9826127965726644,0.1856666152318382,1.0,5.0,1.0
1647438411.0,2.0,0.080376,200.0,51.0,896.0,48.76288,5541.0,5546.0,5683.0,5685.0,5685.0,5687.0,5688.0,5689.0,5691.0,0.0034168564920273,-0.4495138913199656,-0.893273340870745,-0.9812926639431284,0.1925219667762568,0.0,0.0,0.0
1647438415.0,2.0,0.111377,200.0,51.0,512.0,48.869376,4943.0,4945.0,5499.0,5500.0,5500.0,5500.0,5501.0,5501.0,5501.0,0.0034686270449368,-0.4497737149739087,-0.8931425447925819,-0.9799247046735862,0.1993679341578904,0.0,0.0,0.0
1647438419.0,2.0,0.108575,200.0,51.0,384.0,49.348608,5283.0,5285.0,5433.0,5434.0,5434.0,5435.0,5435.0,5435.0,5435.0,0.0035203975978463,-0.4500335005828188,-0.8930116731337693,-0.978508985071474,0.2062041855404336,0.0,0.0,0.0
1647438423.0,1.9776461,0.1035139,292.9851,26.213419,579.6979,50.249382,2608.4133,2666.6492,2735.654,2737.796,2835.555,2849.9263,2854.4983,2807.9275,2875.393,0.0035721681507558,-0.450293248111715,-0.8928807259119224,-0.9770455744154768,0.213030386365727,1.0,1.0,3.0
1647438427.0,1.9752783,0.09639324,302.44177,22.999405,594.02686,50.095036,2249.0273,2376.1104,2403.0168,2357.477,2455.84,2508.08,2519.366,2471.6746,2520.9907,0.0036239387036653,-0.4505529575256274,-0.8927497031446777,-0.9755345440397,0.2198462039364222,1.0,2.0,2.0
1647438431.0,1.9692626,0.09220953,301.83002,26.162296,604.11194,49.762062,2516.9207,2633.9219,2686.6763,2664.2485,2786.7124,2867.5422,2865.7358,2821.0251,2842.9104,0.0036757092565748,-0.4508126288285648,-0.8926186048300129,-0.9739759672825142,0.2266513074219755,1.0,3.0,1.0
1647438435.0,2.0,0.084396,300.0,1.0,768.0,51.007488,35.0,38.0,40.0,41.0,45.0,50.0,70.0,89.0,103.0,0.0037274798094843,-0.4510722619595868,-0.8924874309987014,-0.972369920522574,0.2334453633356697,0.0,0.0,0.0
1647438439.0,2.0,0.113878,300.0,1.0,128.0,52.056064,34.0,37.0,41.0,43.0,51.0,90.0,124.0,130.0,141.0,0.0037792503623938,-0.4513318569486779,-0.8923561816355945,-0.9707164816078436,0.2402280423574415,0.0,0.0,0.0
1647438443.0,2.0,0.108575,300.0,1.0,384.0,50.229248,34.0,37.0,40.0,43.0,64.0,94.0,114.0,127.0,135.0,0.0038310209153033,-0.4515914137478934,-0.8922248567649183,-0.969015731450716,0.2469990125507264,0.0,0.0,0.0
1647438447.0,1.9838678,0.10672716,299.37717,23.348537,547.82794,49.94569,2303.3054,2400.9927,2430.2573,2464.8376,2592.614,2624.74,2628.1694,2577.8076,2611.7607,0.0038827914682128,-0.4518509323222891,-0.8920934564043602,-0.9672677528346464,0.2537579443607898,1.0,1.0,7.0
1647438451.0,1.9822264,0.10491301,316.39346,24.299667,596.3342,49.93835,2357.5703,2476.4458,2522.0588,2498.117,2626.2588,2673.6711,2655.2073,2619.1582,2684.5657,0.0039345620211223,-0.4521104126758709,-0.891961980551892,-0.965472630953645,0.2605045083668356,1.0,2.0,6.0
1647438455.0,1.9774514,0.1066452,318.20865,26.134283,625.53076,49.711803,2529.048,2633.3853,2690.2869,2662.494,2791.6443,2844.045,2831.9692,2773.593,2845.5261,0.0039863325740318,-0.4523698547736988,-0.8918304292252102,-0.9636304531749764,0.2672383761995828,1.0,3.0,5.0
1647438459.0,1.9774365,0.10651467,320.68475,25.734241,655.3246,49.666058,2457.9822,2595.7937,2649.2078,2604.9634,2710.7883,2752.7778,2782.52,2715.161,2780.022,0.0040381031269413,-0.4526292585678683,-0.8916988024486193,-0.9617413096571064,0.2739592183136641,1.0,4.0,4.0
1647438463.0,1.9724734,0.10830839,320.61148,28.000792,685.2786,49.507515,2685.8625,2830.64,2902.1135,2847.2598,2991.261,3027.2014,3050.7085,2990.4204,3031.3442,0.0040898736798509,-0.4528886240883371,-0.8915671002069182,-0.9598052919702064,0.28066670893782,1.0,5.0,3.0
1647438467.0,1.9737773,0.10902413,323.36014,26.093403,711.8065,49.346752,2497.3792,2619.659,2704.312,2644.9102,2774.0315,2833.0676,2846.0457,2769.4626,2822.7341,0.0041416442327604,-0.4531479513001751,-0.8914353225178224,-0.957822494855756,0.28736051981491,1.0,6.0,2.0
1647438471.0,1.9826198,0.11202476,318.82498,28.495094,718.0519,49.00232,2777.6025,2876.0667,2936.7007,2927.5305,3111.7727,3157.9922,3166.4297,3101.907,3175.4858,0.0041934147856699,-0.4534072401295527,-0.8913034694188631,-0.9557930148249156,0.2940403251458866,1.0,7.0,1.0
1647438475.0,2.0,0.118632,300.0,11.0,896.0,48.480256,1078.0,1119.0,1141.0,1203.0,1230.0,1312.0,1379.0,1380.0,1380.0,0.0042451853385794,-0.4536664906193885,-0.8911715408882221,-0.9537169507916772,0.3007057993664666,0.0,0.0,0.0
1647438479.0,2.0,0.124781,300.0,11.0,640.0,50.827264,1152.0,1174.0,1258.0,1259.0,1287.0,1296.0,1395.0,1395.0,1395.0,0.0042969558914889,-0.4539257027088352,-0.891039536956857,-0.9515944039404712,0.3073566176108452,0.0,0.0,0.0
1647438483.0,2.0,0.132266,300.0,11.0,384.0,50.229248,1103.0,1134.0,1155.0,1166.0,1178.0,1179.0,1226.0,1226.0,1228.0,0.0043487264443984,-0.4541848764018939,-0.8909074576227299,-0.9494254777212352,0.313992455727529,0.0,0.0,0.0
1647438487.0,1.9842056,0.1271,326.21167,26.48946,563.49817,49.44489,2594.3918,2744.909,2744.9578,2802.067,2903.19,2973.4119,2939.27,2950.542,2948.4548,0.0044004969973079,-0.4544440116636661,-0.8907753029036187,-0.9472102776950746,0.3206129907362142,1.0,1.0,7.0
1647438491.0,1.9765066,0.12143114,343.52075,26.765514,614.22516,49.405457,2605.486,2697.5337,2775.0964,2773.247,2899.037,2940.1968,2954.9958,2910.583,2963.3953,0.0044522675502174,-0.4547031084463038,-0.8906430728239393,-0.9449489122755956,0.3272178986381536,1.0,2.0,6.0
1647438495.0,1.9766135,0.11932186,344.53644,24.983265,642.966,49.38266,2413.035,2525.2693,2587.9712,2548.1846,2691.987,2720.5813,2755.4768,2699.4421,2748.7798,0.0045040381031269,-0.4549621667797293,-0.8905107673684208,-0.9426414910752317,0.3338068592816269,1.0,3.0,5.0
1647438499.0,1.9768168,0.118232064,344.63916,27.857666,652.10706,49.357395,2701.0398,2799.5874,2890.4204,2856.922,2993.4873,3039.5916,3071.803,3023.4497,3053.105,0.0045558086560364,-0.4552211866160972,-0.8903783865614846,-0.9402881270115462,0.340379550209936,1.0,4.0,4.0
1647438503.0,1.9795204,0.11742186,345.88766,28.030817,672.9321,49.307182,2718.888,2838.941,2908.7107,2859.0376,3000.8298,3046.804,3080.1455,3032.756,3062.2383,0.0046075792089459,-0.4554801679205354,-0.89024593042096,-0.9378889346318088,0.3469356515194288,1.0,5.0,3.0
1647438507.0,1.9851117,0.11649987,340.3831,28.404556,692.9483,49.152576,2762.1177,2874.237,2944.1277,2902.3801,3030.3542,3099.6497,3117.1382,3068.155,3097.726,0.0046593497618554,-0.4557391106970416,-0.8901133989448028,-0.9354440308692696,0.3534748436749817,1.0,6.0,2.0
1647438511.0,1.9874337,0.11537877,342.02005,27.123,725.3445,48.908207,2612.819,2695.368,2735.618,2755.7043,2909.2468,2956.1914,2960.5144,2896.475,2963.3638,0.0047111203147649,-0.4559980148848464,-0.8899807921641227,-0.932953534885087,0.3599968079655994,1.0,7.0,1.0
1647438515.0,2.0,0.106929,300.0,21.0,768.0,47.149056,1985.0,2009.0,2026.0,2081.0,2084.0,2123.0,2123.0,2123.0,2125.0,0.0047628908676744,-0.45625688051385,-0.8898481100636054,-0.9304175680625196,0.3665012265199485,0.0,0.0,0.0
1647438519.0,2.0,0.142874,300.0,21.0,128.0,52.539392,2000.0,2061.0,2084.0,2095.0,2111.0,2154.0,2155.0,2155.0,2156.0,0.0048146614205839,-0.4565157075491897,-0.8897153526610985,-0.9278362538273248,0.3729877827539072,0.0,0.0,0.0
