index,unit1_rgb,unit1_pwr_60ghz,unit1_loc,unit2_loc,,unit1_beam_index,seq_index,time_stamp[UTC],unit2_direction,unit2_num_sat,unit2_sat_used,unit2_fix_type,unit2_DGPS,unit2_PDOP,unit2_HDOP
51,./unit1/camera_data/image_BS1_506_00_42_20.jpg,./unit1/mmWave_data/mmWave_power_50.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_50.txt,,20,1,['00-42-20-666'],0,12,G2 G6 G12 G17 G19 G24 G28 R12 R13 R22 R23 R24,3D,Yes,1.3,0.7
52,./unit1/camera_data/image_BS1_507_00_42_20.jpg,./unit1/mmWave_data/mmWave_power_51.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_51.txt,,20,1,['00-42-20-777'],0,17,G2 G6 G12 G17 G19 G24 G28 R12 R13 R22 R23 R24 E13 E15 E21 E27 E30,3D,Yes,1.3,0.7
53,./unit1/camera_data/image_BS1_508_00_42_20.jpg,./unit1/mmWave_data/mmWave_power_52.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_52.txt,,20,1,['00-42-20-888'],0,12,G2 G6 G12 G17 G19 G24 G28 R12 R13 R22 R23 R24,3D,Yes,1.3,0.7
54,./unit1/camera_data/image_BS1_509_00_42_21.jpg,./unit1/mmWave_data/mmWave_power_53.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_53.txt,,20,1,['00-42-21-0'],0,17,G2 G6 G12 G17 G19 G24 G28 R12 R13 R22 R23 R24 E13 E15 E21 E27 E30,3D,Yes,1.3,0.7
55,./unit1/camera_data/image_BS1_510_00_42_21.jpg,./unit1/mmWave_data/mmWave_power_54.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_54.txt,,20,1,['00-42-21-125'],0,17,G2 G6 G12 G17 G19 G24 G28 R12 R13 R22 R23 R24 E13 E15 E21 E27 E30,3D,Yes,1.3,0.7
56,./unit1/camera_data/image_BS1_511_00_42_21.jpg,./unit1/mmWave_data/mmWave_power_55.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_55.txt,,20,1,['00-42-21-250'],0,17,G2 G6 G12 G17 G19 G24 G28 R12 R13 R22 R23 R24 E13 E15 E21 E27 E30,3D,Yes,1.3,0.7
57,./unit1/camera_data/image_BS1_512_00_42_21.jpg,./unit1/mmWave_data/mmWave_power_56.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_56.txt,,21,1,['00-42-21-375'],0,17,G2 G6 G12 G17 G19 G24 G28 R12 R13 R22 R23 R24 E13 E15 E21 E27 E30,3D,Yes,1.3,0.7
58,./unit1/camera_data/image_BS1_513_00_42_21.jpg,./unit1/mmWave_data/mmWave_power_57.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_57.txt,,21,1,['00-42-21-500'],0,17,G2 G6 G12 G17 G19 G24 G28 R12 R13 R22 R23 R24 E13 E15 E21 E27 E30,3D,Yes,1.3,0.7
59,./unit1/camera_data/image_BS1_514_00_42_21.jpg,./unit1/mmWave_data/mmWave_power_58.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_58.txt,,21,1,['00-42-21-625'],0,22,G2 G6 G12 G17 G19 G24 G28 R12 R13 R22 R23 R24 E13 E15 E21 E27 E30 B11 B12 B24 B25 B26,3D,Yes,1.3,0.7
60,./unit1/camera_data/image_BS1_515_00_42_21.jpg,./unit1/mmWave_data/mmWave_power_59.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_59.txt,,21,1,['00-42-21-750'],0,17,G2 G6 G12 G17 G19 G24 G28 R12 R13 R22 R23 R24 E13 E15 E21 E27 E30,3D,Yes,1.3,0.7
61,./unit1/camera_data/image_BS1_516_00_42_21.jpg,./unit1/mmWave_data/mmWave_power_60.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_60.txt,,21,1,['00-42-21-875'],0,12,G2 G6 G12 G17 G19 G24 G28 R12 R13 R22 R23 R24,3D,Yes,1.3,0.7
62,./unit1/camera_data/image_BS1_517_00_42_22.jpg,./unit1/mmWave_data/mmWave_power_61.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_61.txt,,21,1,['00-42-22-0'],0,22,G2 G6 G12 G17 G19 G24 G28 R12 R13 R22 R23 R24 E13 E15 E21 E27 E30 B11 B12 B24 B25 B26,3D,Yes,1.4,0.7
63,./unit1/camera_data/image_BS1_518_00_42_22.jpg,./unit1/mmWave_data/mmWave_power_62.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_62.txt,,22,1,['00-42-22-111'],0,12,G2 G6 G12 G17 G19 G24 G28 R12 R13 R22 R23 R24,3D,Yes,1.4,0.8
64,./unit1/camera_data/image_BS1_519_00_42_22.jpg,./unit1/mmWave_data/mmWave_power_63.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_63.txt,,22,1,['00-42-22-222'],0,12,G2 G6 G12 G17 G19 G24 G28 R12 R13 R22 R23 R24,3D,Yes,1.4,0.7
65,./unit1/camera_data/image_BS1_520_00_42_22.jpg,./unit1/mmWave_data/mmWave_power_64.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_64.txt,,22,1,['00-42-22-333'],0,12,G2 G6 G12 G17 G19 G24 G28 R12 R13 R22 R23 R24,3D,Yes,1.4,0.7
66,./unit1/camera_data/image_BS1_521_00_42_22.jpg,./unit1/mmWave_data/mmWave_power_65.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_65.txt,,22,1,['00-42-22-444'],0,17,G2 G6 G12 G17 G19 G24 G28 R12 R13 R22 R23 R24 E13 E15 E21 E27 E30,3D,Yes,1.4,0.7
67,./unit1/camera_data/image_BS1_522_00_42_22.jpg,./unit1/mmWave_data/mmWave_power_66.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_66.txt,,22,1,['00-42-22-555'],0,12,G2 G6 G12 G17 G19 G24 G28 R12 R13 R22 R23 R24,3D,Yes,1.3,0.7
68,./unit1/camera_data/image_BS1_523_00_42_22.jpg,./unit1/mmWave_data/mmWave_power_67.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_67.txt,,22,1,['00-42-22-666'],0,17,G2 G6 G12 G17 G19 G24 G28 R12 R13 R22 R23 R24 E13 E15 E21 E27 E30,3D,Yes,1.3,0.7
69,./unit1/camera_data/image_BS1_524_00_42_22.jpg,./unit1/mmWave_data/mmWave_power_68.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_68.txt,,23,1,['00-42-22-777'],0,17,G2 G6 G12 G17 G19 G24 G28 R12 R13 R22 R23 R24 E13 E15 E21 E27 E30,3D,Yes,1.3,0.7
70,./unit1/camera_data/image_BS1_525_00_42_22.jpg,./unit1/mmWave_data/mmWave_power_69.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_69.txt,,23,1,['00-42-22-888'],0,17,G2 G6 G12 G17 G19 G24 G28 R12 R13 R22 R23 R24 E13 E15 E21 E27 E30,3D,Yes,1.3,0.7
71,./unit1/camera_data/image_BS1_526_00_42_23.jpg,./unit1/mmWave_data/mmWave_power_70.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_70.txt,,23,1,['00-42-23-0'],0,17,G2 G6 G12 G17 G19 G24 G28 R12 R13 R22 R23 R24 E13 E15 E21 E27 E30,3D,Yes,1.3,0.7
72,./unit1/camera_data/image_BS1_527_00_42_23.jpg,./unit1/mmWave_data/mmWave_power_71.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_71.txt,,25,1,['00-42-23-111'],0,17,G2 G6 G12 G17 G19 G24 G28 R12 R13 R22 R23 R24 E13 E15 E21 E27 E30,3D,Yes,1.3,0.7
73,./unit1/camera_data/image_BS1_528_00_42_23.jpg,./unit1/mmWave_data/mmWave_power_72.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_72.txt,,26,1,['00-42-23-222'],0,22,G2 G6 G12 G17 G19 G24 G28 R12 R13 R22 R23 R24 E13 E15 E21 E27 E30 B11 B12 B24 B25 B26,3D,Yes,1.3,0.7
74,./unit1/camera_data/image_BS1_529_00_42_23.jpg,./unit1/mmWave_data/mmWave_power_73.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_73.txt,,26,1,['00-42-23-333'],0,12,G2 G6 G12 G17 G19 G24 G28 R12 R13 R22 R23 R24,3D,Yes,1.3,0.7
75,./unit1/camera_data/image_BS1_530_00_42_23.jpg,./unit1/mmWave_data/mmWave_power_74.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_74.txt,,26,1,['00-42-23-444'],0,22,G2 G6 G12 G17 G19 G24 G28 R12 R13 R22 R23 R24 E13 E15 E21 E27 E30 B11 B12 B24 B25 B26,3D,Yes,1.3,0.7
76,./unit1/camera_data/image_BS1_531_00_42_23.jpg,./unit1/mmWave_data/mmWave_power_75.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_75.txt,,27,1,['00-42-23-555'],0,17,G2 G6 G12 G17 G19 G24 G28 R12 R13 R22 R23 R24 E13 E15 E21 E27 E30,3D,Yes,1.3,0.7
77,./unit1/camera_data/image_BS1_532_00_42_23.jpg,./unit1/mmWave_data/mmWave_power_76.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_76.txt,,27,1,['00-42-23-666'],0,12,G2 G6 G12 G17 G19 G24 G28 R12 R13 R22 R23 R24,3D,Yes,1.3,0.7
78,./unit1/camera_data/image_BS1_533_00_42_23.jpg,./unit1/mmWave_data/mmWave_power_77.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_77.txt,,27,1,['00-42-23-777'],0,7,G2 G6 G12 G17 G19 G24 G28,3D,Yes,1.3,0.7
