time,cpu_limit,cpu_usage,lat100_ms,lat50_ms,lat75_ms,lat80_ms,lat90_ms,lat95_ms,lat98_ms,lat99_ms,mean_ms,n,ram_limit_mb,ram_usage_mb,t_norm,sin_day,cos_day,sin_hour,cos_hour,is_gap,time_since_last_obs,time_to_next_obs
1637962018.0,2.8703198,0.27518123,32825.996,21213.734,25653.172,17357.355,23921.238,14949.984,40751.133,21158.654,20877.148,270.2401,3074.3474,989.34644,0.046747967479674794,-0.6192081624789081,0.7852268790098147,0.3123349188930182,-0.9499720513994566,1.0,0.5333333333333333,0.8
1637962034.0,2.8616138,0.28029755,35692.156,23606.395,26256.492,20655.719,26553.754,16055.178,45167.26,24205.688,23327.064,256.44528,3236.0588,988.5306,0.04878048780487805,-0.6182940905650935,0.7859468287182562,0.2856883675501564,-0.9583225744218524,1.0,0.8,0.5333333333333333
1637962050.0,2.9099407,0.039101064,41256.805,23800.86,29593.738,21371.023,30050.746,17285.502,52040.21,23348.445,23142.295,244.30759,3389.523,1083.0599,0.0508130081300813,-0.617379181570705,0.786665714368617,0.258819045457804,-0.9659258261938704,1.0,1.0666666666666667,0.26666666666666666
1637962066.0,2.5,1.2939281,69054.2,68618.695,68799.82,68831.56,68934.78,68975.195,69007.92,69013.14,68607.65,519.99994,1792.0,1189.6053,0.052845528455284556,-0.6164634367343961,0.7873835349876306,0.2317479036094062,-0.9727758781819404,0.0,0.0,0.0
1637962082.0,2.9233024,0.19574267,36315.25,23962.64,28755.133,18799.678,29983.617,17145.895,46289.58,24443.691,21705.506,289.00336,2949.8481,1077.1387,0.054878048780487805,-0.6155468572959518,0.7881002896034724,0.2044960517136883,-0.9788673887884468,1.0,0.26666666666666666,1.0666666666666667
1637962098.0,2.8829265,0.36875987,35953.516,25176.191,28778.445,20477.95,27077.355,18811.12,42828.418,26117.875,22410.373,279.21982,3071.969,998.14417,0.056910569105691054,-0.6146294444962892,0.7888159772457598,0.1770847404036845,-0.9841956079541098,1.0,0.5333333333333333,0.8
1637962114.0,2.8446407,0.27665573,35993.535,24225.895,28829.902,21542.299,27774.082,19520.133,44849.414,26027.676,24561.277,273.84683,3077.566,967.3149,0.05894308943089431,-0.6137111995774508,0.7895305969455562,0.1495353432816621,-0.9887563810715132,1.0,0.8,0.5333333333333333
1637962130.0,2.9758317,0.0,38976.37,24546.348,28173.805,20093.543,26618.602,15258.953,48218.914,25294.473,23683.678,242.52756,3347.6846,1023.4823,0.06097560975609756,-0.6127921237826087,0.7902441477353692,0.1218693434571858,-0.9925461516349324,1.0,1.0666666666666667,0.26666666666666666
1637962146.0,2.5,0.916497,70925.12,70539.664,70793.42,70816.85,70847.51,70889.95,70905.4,70919.945,70513.98,530.0,1792.0,1220.3337,0.06300813008130081,-0.6118722183560574,0.790956628649155,0.0941083131224755,-0.9955619646216112,0.0,0.0,0.0
1637962162.0,2.9437594,0.21407622,38201.86,25279.945,30231.43,19445.799,34091.81,15407.791,46860.734,22056.406,21521.42,241.5557,2939.6912,1068.657,0.06504065040650407,-0.6109514845432149,0.7916680387223182,0.0662739004193641,-0.997801468290764,1.0,0.26666666666666666,2.6666666666666665
1637962178.0,2.957067,0.22411054,34340.598,24683.492,28410.02,17840.89,26323.121,16066.186,40500.258,25434.527,21947.348,256.62787,2898.1353,982.2956,0.06707317073170732,-0.6100299235906227,0.7923783769917117,0.0383878088577541,-0.999262916419448,1.0,0.5333333333333333,2.4
1637962194.0,2.9161873,0.23202872,33248.44,26084.031,29629.688,19969.623,28713.75,17284.846,41674.426,23875.398,25386.145,249.81754,2883.4287,937.295,0.06910569105691057,-0.6091075367459393,0.7930876424956413,0.0104717845682664,-0.9999451693607784,1.0,0.8,2.1333333333333333
1637962210.0,2.917385,0.20115164,34350.46,25198.324,28315.828,19674.338,26525.426,17368.914,41329.914,23889.46,23042.277,228.78627,2947.0874,1004.46375,0.07113821138211382,-0.6081843252579443,0.7937958342738636,-0.0174524062346109,-0.9998476951599288,1.0,1.0666666666666667,1.8666666666666667
1637962226.0,2.9253907,0.278176,34936.203,25228.777,26404.816,17432.098,25590.414,15182.891,41283.742,19684.006,22512.416,214.23639,3088.0088,964.3399,0.07317073170731707,-0.6072602903765314,0.7945029513675897,-0.0453629877106622,-0.9989705698097228,1.0,1.3333333333333333,1.6
1637962242.0,2.887289,0.16482341,30263.195,20001.574,23543.113,16342.564,23330.316,12854.208,36100.066,19854.992,19839.488,221.18192,2978.6116,941.45013,0.07520325203252033,-0.6063354333527093,0.7952089928194865,-0.0732381969584064,-0.9973144772368852,1.0,1.6,1.3333333333333333
1637962258.0,2.8501387,0.20956531,34343.51,24034.621,26390.242,20817.965,26555.77,17368.076,40222.34,24263.766,23631.99,231.94946,2870.8071,935.42834,0.07723577235772358,-0.6054097554386016,0.795913957673675,-0.1010562967989221,-0.994880708867796,1.0,1.8666666666666667,1.0666666666666667
1637962274.0,2.9449494,0.12824723,34123.695,22892.668,24165.105,18395.404,22631.52,12374.717,38873.57,20501.742,23760.68,179.57959,3010.3418,911.47437,0.07926829268292683,-0.6044832578874408,0.796617844975736,-0.1287955964420426,-0.9916711624006914,1.0,2.1333333333333333,0.8
1637962290.0,2.9283915,0.30685726,32843.35,24194.363,23085.719,15131.986,25230.11,16926.818,35634.996,18762.242,20117.83,203.12567,2854.839,967.2491,0.08130081300813008,-0.6035559419535717,0.7973206537727069,-0.1564344646915988,-0.9876883406503556,1.0,2.4,0.5333333333333333
1637962306.0,2.9322672,0.0,31301.707,19548.586,18715.36,14276.41,19107.98,6555.244,36510.62,14702.168,19663.408,134.11218,3282.794,919.762,0.08333333333333333,-0.6026278088924447,0.7980223831130873,-0.1839513505108528,-0.9829353491686182,1.0,2.6666666666666665,0.26666666666666666
1637962322.0,2.7611845,0.5277868,26347.828,28664.586,22156.586,22473.771,26447.273,21286.047,29780.975,26770.352,25068.523,241.01404,2755.3936,846.66583,0.08536585365853659,-0.601698859960617,0.7987230320468378,-0.2113247965978041,-0.9774158942553046,0.0,0.0,0.0
1637962338.0,3.039921,0.0,30026.457,20190.158,24714.914,10716.234,26913.492,4961.0327,37016.004,15044.014,16796.82,142.07181,3168.3389,997.08154,0.08739837398373984,-0.600769096415752,0.7994225996253802,-0.2385334575100059,-0.9711342799264796,1.0,0.26666666666666666,11.466666666666667
1637962354.0,2.989827,0.1257017,28708.652,22039.055,24970.234,17056.346,24880.402,10280.334,33378.66,19827.45,20412.715,172.5239,3013.0117,968.94635,0.08943089430894309,-0.5998385195166135,0.8001210849016024,-0.2655561176591202,-0.9640954041866476,1.0,0.5333333333333333,11.2
1637962370.0,3.0635514,0.00024962425,30912.922,19315.004,24774.086,10801.939,25964.98,5872.188,35892.414,13076.707,16823.664,164.18042,3369.6294,930.46216,0.09146341463414634,-0.5989071305230691,0.8008184869298557,-0.2923717046867885,-0.956304755974026,1.0,0.8,10.933333333333334
1637962386.0,2.9782646,0.11051306,31620.113,22960.309,28802.02,17447.348,27333.762,13233.311,37445.883,22639.537,22485.37,209.4141,3100.6829,931.6343,0.09349593495934959,-0.597974930696083,0.8015148047659598,-0.318959309498761,-0.9477684099420456,1.0,1.0666666666666667,10.666666666666666
1637962402.0,2.9770608,0.073667854,30148.93,24341.867,25603.73,18376.824,25054.434,10667.913,35781.727,22467.145,21458.986,188.27919,3043.659,933.6361,0.09552845528455285,-0.5970419212977202,0.8022100374672003,-0.3452981989942474,-0.9384930227611332,1.0,1.3333333333333333,10.4
1637962418.0,2.9628134,0.1342859,30957.21,22770.18,25986.43,17764.488,25188.293,11952.707,35405.547,22055.838,21344.363,182.53699,3071.0642,916.2795,0.0975609756097561,-0.5961081035911393,0.8029041840923333,-0.3713678357775037,-0.9284858267900123,1.0,1.6,10.133333333333333
1637962434.0,2.9392142,0.27274913,30293.848,21614.402,26161.438,17607.92,25557.273,13231.48,35320.707,20487.83,20397.398,210.24718,3216.0928,882.38586,0.09959349593495935,-0.5951734788405935,0.8035972437015856,-0.3971478902335319,-0.9177546258576168,1.0,1.8666666666666667,9.866666666666667
1637962450.0,2.996342,0.07469079,32337.8,19873.81,25662.793,14057.604,26735.473,8791.426,36861.74,16935.902,19395.998,183.58014,3418.2983,902.0287,0.1016260162601626,-0.5942380483114307,0.8042892153566538,-0.4226182615704359,-0.9063077871160452,1.0,2.1333333333333333,9.6
1637962466.0,2.9100835,0.14321598,29946.574,24743.816,26883.469,22106.229,25285.352,15964.115,35124.695,27025.805,24894.234,195.04349,2857.767,911.9424,0.10365853658536585,-0.5933018132700868,0.8049800981207095,-0.4477590874773665,-0.8941542370203454,1.0,2.4,9.333333333333334
1637962482.0,2.9929404,0.12687856,34114.453,23546.594,28543.527,16275.502,26647.023,12507.322,36810.223,21553.137,22209.006,183.5555,3305.0369,905.5807,0.10569105691056911,-0.5923647749840897,0.8056698910583967,-0.4725507647325908,-0.8813034521381632,1.0,2.6666666666666665,9.066666666666666
1637962498.0,3.0074983,0.13423976,32911.27,21133.48,27348.152,14738.3,26563.7,12178.231,36030.75,19616.645,19261.969,191.00616,3210.3643,914.14264,0.10772357723577236,-0.5914269347220527,0.8063585932358363,-0.4969739607054739,-0.8677654535533862,1.0,2.933333333333333,8.8
1637962514.0,2.8774405,0.20242131,28725.328,23849.66,24254.21,20359.44,24378.36,15139.553,32277.555,25573.95,22278.352,192.67033,3015.5195,865.0576,0.10975609756097561,-0.590488293753675,0.8070462037206257,-0.5210096317365969,-0.8535507973387968,1.0,3.2,8.533333333333333
1637962530.0,2.9709485,0.14083251,32495.766,22603.129,26834.527,16885.656,24781.168,11561.232,35223.848,21880.316,21314.8,170.55023,3221.1677,889.6793,0.11178861788617886,-0.5895488533497416,0.8077327215818392,-0.5446390347314396,-0.8386705681295878,1.0,3.466666666666667,8.266666666666667
1637962546.0,2.919477,0.29388958,28978.434,19332.008,22634.527,16579.79,24277.254,12051.9375,31126.28,19912.598,18211.668,177.3201,3039.7427,843.994,0.11382113821138211,-0.5886086147821173,0.8084181458900319,-0.5678437449800089,-0.8231363685848649,1.0,3.7333333333333334,8.0
1637962562.0,2.9211774,0.19832405,28905.152,23885.793,24517.504,20534.178,23718.648,16574.85,31453.473,26615.164,23152.87,178.00336,2770.291,866.72284,0.11585365853658537,-0.5876675793237505,0.8091024757172378,-0.5906056677494784,-0.8069603120489834,1.0,4.0,7.733333333333333
1637962578.0,2.9440758,0.12125814,30866.469,21210.145,24349.926,16386.016,23341.426,10117.119,32579.104,20348.049,20762.354,158.68895,3070.2651,865.8064,0.11788617886178862,-0.5867257482486657,0.8097857101369741,-0.6129070536089057,-0.7901550124098752,1.0,4.266666666666667,7.466666666666667
1637962594.0,2.898507,0.20693132,30183.633,21538.121,22791.922,18575.16,24064.023,11409.211,32315.94,21925.648,21971.354,158.53546,2925.4604,856.9851,0.11991869918699187,-0.5857831228319652,0.8104678482242407,-0.6347305133518434,-0.7727335733744881,1.0,4.533333333333333,7.2
1637962610.0,2.9339626,0.21404931,31667.062,23089.043,26275.078,17606.42,25184.086,14340.489,33556.383,22602.078,21403.78,174.01855,3031.683,888.9525,0.12195121951219512,-0.5848397043498285,0.8111488890555206,-0.6560590289733359,-0.7547095802376989,1.0,4.8,6.933333333333334
1637962626.0,2.9234855,0.1756981,31320.629,21160.555,23394.492,16230.346,23449.613,9721.133,32239.879,18178.387,19249.477,159.41353,2997.9937,877.68866,0.12398373983739837,-0.583895494079506,0.8118288317087843,-0.6768759698494528,-0.7360970869663612,1.0,5.066666666666666,6.666666666666667
1637962642.0,2.8718438,0.2746614,29391.082,21724.996,22696.363,19730.328,23176.83,13362.975,31137.67,22628.145,22201.176,159.87492,2828.258,839.1822,0.12601626016260162,-0.5829504932993225,0.8125076752634873,-0.6971651025280899,-0.7169106079679655,1.0,5.333333333333333,6.4
1637962658.0,2.9317846,0.24321488,29283.7,20230.379,22668.484,16224.045,22825.168,12343.867,31199.236,19566.09,18635.867,150.22461,3089.0996,860.3727,0.12804878048780488,-0.5820047032886732,0.8131854188005732,-0.7169106075068326,-0.6971651030022833,1.0,5.6,6.133333333333334
1637962674.0,2.899379,0.2519577,29063.453,20080.21,23026.383,17906.5,22872.227,13953.754,30040.432,20763.773,21098.607,161.51213,2875.6104,829.91235,0.13008130081300814,-0.5810581253280179,0.8138620614024771,-0.7360970868338432,-0.6768759699935649,1.0,5.866666666666666,5.866666666666666
1637962690.0,2.8852983,0.22346061,26843.297,18916.188,20897.008,16089.18,20726.746,11422.364,28149.88,18462.537,19143.414,148.93333,2895.5488,849.5689,0.13211382113821138,-0.5801107606988882,0.8145376021531218,-0.7547095801092564,-0.656059029121092,1.0,6.133333333333334,5.6
1637962706.0,2.8720665,0.2959046,28329.363,19800.555,22311.184,17293.055,22431.51,13812.378,29162.832,20174.266,19666.547,160.7979,2762.3396,800.1381,0.13414634146341464,-0.5791626106838771,0.8152120401379238,-0.7727335732502213,-0.6347305135031283,1.0,6.4,5.333333333333333
1637962722.0,2.8659186,0.2797868,28736.156,20400.035,22519.664,19130.564,22111.047,14329.592,29537.607,21300.7,21563.541,155.5968,2688.4922,816.5492,0.13617886178861788,-0.5782136765666428,0.8158853744437915,-0.7901550122898809,-0.6129070537636013,1.0,6.666666666666667,5.066666666666666
1637962738.0,2.8879519,0.23566014,29123.16,20510.375,22357.809,18688.973,22126.996,13491.043,30588.205,20515.873,21572.656,140.63712,2758.8545,819.00586,0.13821138211382114,-0.5772639596319054,0.8165576041591273,-0.8069603119333554,-0.5906056679074642,1.0,6.933333333333334,4.8
1637962754.0,2.854775,0.22124317,28024.938,19873.203,21670.078,17897.06,21999.852,13786.246,28360.09,19730.46,21234.643,146.20251,2763.2283,787.09863,0.1402439024390244,-0.576313461165443,0.8172287283738301,-0.8231363684736932,-0.5678437451411615,1.0,7.2,4.533333333333333
1637962770.0,2.8530128,0.19419748,27612.21,19031.906,21392.04,17371.074,21244.691,14442.408,27345.623,20369.293,22246.559,136.33803,2655.884,810.1835,0.14227642276422764,-0.5753621824540932,0.817898746179295,-0.8386705677693418,-0.54463903528617,1.0,7.466666666666667,4.266666666666667
1637962786.0,2.8655882,0.1989314,25803.344,17496.945,18969.396,14507.754,19288.693,9988.692,26541.006,16095.344,19251.387,101.42658,2856.669,803.98553,0.1443089430894309,-0.5744101247857484,0.8185676566684155,-0.8535507972367942,-0.521009631903704,1.0,7.733333333333333,4.0
1637962802.0,2.840764,0.28351724,29111.047,20578.629,21877.266,18418.14,22644.629,16501.14,28374.576,20569.06,22858.613,142.71623,2670.7515,790.6777,0.14634146341463414,-0.5734572894493575,0.8192354589355834,-0.8677654534560892,-0.496973960875364,1.0,8.0,3.7333333333333334
1637962818.0,2.833701,0.24415469,25980.926,17665.602,19467.068,16283.93,20637.564,11500.292,26169.09,17675.918,20736.977,114.65284,2720.9692,818.4442,0.1483739837398374,-0.5725036777349222,0.8199021520766905,-0.8813034520456478,-0.4725507649051313,1.0,8.266666666666667,3.466666666666667
1637962834.0,2.8509657,0.17942193,26441.469,16581.918,17962.371,14270.594,18799.125,9642.58,26443.613,15915.6045,19336.834,113.61778,2703.882,836.74414,0.15040650406504066,-0.5715492909334937,0.8205677351891315,-0.8941542369326837,-0.4477590876524229,1.0,8.533333333333333,3.2
1637962850.0,2.827317,0.27944246,28494.82,19817.48,20744.793,17162.664,21383.855,15126.998,27417.082,20224.86,21585.791,157.0161,2536.38,821.4931,0.1524390243902439,-0.5705941303371735,0.8212322073718034,-0.9063077870333056,-0.4226182617478717,1.0,8.8,2.933333333333333
1637962866.0,2.8263018,0.17926422,26012.098,17083.098,18179.457,15086.822,18713.102,9153.666,26965.953,16213.105,22110.84,102.122635,2694.4648,840.3716,0.15447154471544716,-0.5696381972391098,0.8218955677251076,-0.9177546257798638,-0.3971478904132088,1.0,9.066666666666666,2.6666666666666665
1637962882.0,2.811689,0.31009632,27253.453,18312.432,19485.582,15275.4,21085.371,14523.192,26022.008,17732.684,20170.893,150.95512,2371.7627,856.8955,0.1565040650406504,-0.5686814929334982,0.8225578153509501,-0.9284858267173064,-0.3713678359592816,1.0,9.333333333333334,2.4
1637962898.0,2.8291538,0.3304414,24905.375,17256.271,17470.797,14596.74,19614.523,12737.371,24945.87,17650.512,20591.053,123.43069,2407.9355,837.0421,0.15853658536585366,-0.5677240187155784,0.8232189493527426,-0.9384930226935312,-0.3452981991779844,1.0,9.6,2.1333333333333333
1637962914.0,2.824823,0.22353834,27421.004,17581.098,18742.045,14945.273,19822.195,11664.359,26179.549,16486.879,20821.45,122.97696,2227.4446,838.80096,0.16056910569105692,-0.5667657758816302,0.8238789688354071,-0.9477684098796002,-0.3189593096843139,1.0,9.866666666666667,1.8666666666666667
1637962930.0,2.8122675,0.28619012,25472.316,16385.684,18585.453,13826.395,19696.77,11938.857,24616.248,16884.06,19846.785,118.6643,2398.4895,809.7394,0.16260162601626016,-0.5658067657289778,0.824537872905371,-0.9563047559167858,-0.2923717048740127,1.0,10.133333333333333,1.6
1637962946.0,2.8215787,0.29498935,26662.32,17849.527,19255.111,13165.012,20498.832,13204.382,24633.543,16263.546,19900.355,117.608955,2342.7722,836.35425,0.16463414634146342,-0.5648469895559789,0.8251956606705757,-0.9640954041346574,-0.2655561178478696,1.0,10.4,1.3333333333333333
1637962962.0,2.8012881,0.30745435,24927.605,16422.719,18043.86,13298.452,19486.707,11957.363,23046.576,15825.344,18915.17,117.08097,2307.2778,767.3495,0.16666666666666666,-0.5638864486620326,0.8258523312404711,-0.9711342798797798,-0.2385334577001333,1.0,10.666666666666666,1.0666666666666667
1637962978.0,2.8437607,0.21234983,21304.16,13713.284,15971.606,8260.883,15495.162,7539.331,20568.615,11831.182,15687.732,95.449265,2399.562,779.8309,0.16869918699186992,-0.5629251443475732,0.8265078837260198,-0.9774158942139316,-0.2113247967891613,1.0,10.933333333333334,0.8
1637962994.0,2.768486,0.1919131,19920.377,13343.93,13285.396,9950.944,15892.187,6910.7383,19357.096,11160.294,16948.887,77.55787,2242.588,799.49207,0.17073170731707318,-0.5619630779140656,0.8271623172396998,-0.9829353491326044,-0.1839513507032907,1.0,11.2,0.5333333333333333
1637963010.0,2.7594628,0.06145227,17848.117,12658.365,9006.365,9644.493,13074.18,2740.1538,18427.578,9380.371,15716.172,48.321243,2435.0413,849.16595,0.17276422764227642,-0.5610002506640106,0.8278156308955016,-0.9876883405468836,-0.1564344653448955,1.0,11.466666666666667,0.26666666666666666
1637963026.0,2.6274774,0.37507635,18856.473,16148.974,14555.104,15693.77,17017.354,12049.168,20113.518,17802.992,17237.754,102.73548,2235.949,904.6682,0.17479674796747968,-0.5600366639009338,0.8284678238089349,-0.991671162375476,-0.1287955966361907,0.0,0.0,0.0
1637963042.0,2.657017,0.21230084,12488.529,10104.176,8437.976,7993.4565,11911.152,5475.886,13804.996,12080.778,9909.289,97.467705,2283.4749,970.1361,0.17682926829268292,-0.5590723189293935,0.8291188950970244,-0.9948807088480112,-0.1010562969936986,0.0,0.0,0.0
1637963058.0,2.6421328,0.11877161,9700.501,7860.666,5217.3354,6387.8906,7012.8374,2123.5337,9153.332,8624.727,8843.965,43.502014,2090.0032,1094.1367,0.17886178861788618,-0.5581072170549736,0.8297688438783132,-0.9973144772225468,-0.0732381971536594,0.0,0.0,0.0
1637963074.0,2.6253724,0.2139126,4788.9097,3978.7576,189.09772,459.36426,3336.4355,190.2098,5354.5693,3957.1323,3879.5647,28.00328,1883.8019,1398.9961,0.18089430894308944,-0.5571413595842809,0.830417669272866,-0.9989705698008418,-0.0453629879062395,0.0,0.0,0.0
1637963090.0,2.5,0.07101497,976.8862,918.8086,949.5283,952.3628,961.72266,966.8262,972.08105,973.8804,918.5132,60.000008,1536.0,1828.7124,0.18292682926829268,-0.5561747478249477,0.8310653704022661,-0.999847695156512,-0.0174524064303598,0.0,0.0,0.0
1637963106.0,2.5,0.342562,1179.1895,1143.395,1158.0483,1159.5244,1168.9385,1174.9507,1176.1382,1178.2505,1132.1748,80.0,1536.0,1859.6826,0.18495934959349594,-0.5552073830856254,0.8317119463896209,-0.9999451693628284,0.0104717843724983,0.0,0.0,0.0
1637963122.0,2.5,0.37853998,1313.394,1253.1538,1289.0952,1292.1152,1295.7617,1300.0674,1308.4707,1309.1123,1250.189,89.999985,1536.0,1864.0938,0.18699186991869918,-0.5542392666759852,0.8323573963595603,-0.9992629164269634,0.0383878086621197,0.0,0.0,0.0
1637963138.0,2.5,0.504606,3510.432,3450.9062,3478.3005,3478.632,3489.438,3496.1675,3508.8328,3509.4998,3442.7878,100.0,1536.0,1864.7161,0.18902439024390244,-0.5532703999067177,0.8330017194382379,-0.9978014683037388,0.0662739002240158,0.0,0.0,0.0
1637963154.0,2.5,0.33937305,1752.27,1686.3721,1716.1519,1717.7651,1731.4985,1747.956,1750.2378,1751.7812,1684.5703,120.0,1536.0,442.5031,0.1910569105691057,-0.5523007840895264,0.8336449147533345,-0.9955619646400355,0.0941083129275656,0.0,0.0,0.0
