cpu_limit,cpu_usage,lat50_ms,lat75_ms,lat95_ms,lat99_ms,min_ms,n,ram_limit_mb,ram_usage_mb,t_norm,sin_day,cos_day,is_gap,time_since_last_obs,time_to_next_obs
4.0,0.01836982,43.69336,59.558594,85.05078,102.759766,0.421875,150.00002,1024.0,382.70975,0.0019146818,-0.8212322,-0.57059413,0.0,0.0,0.0
2.0,0.00636481,21612.158,24357.215,25896.05,26174.924,9728.767,150.00002,1024.0,610.85284,0.001991269,-0.824085,-0.56646615,0.0,0.0,0.0
4.0,0.01880081,47.351562,62.615234,87.57031,102.71484,0.6796875,150.00002,1024.0,364.06067,0.0020678563,-0.82691705,-0.5623239,0.0,0.0,0.0
2.0,0.00636481,21213.053,23090.19,25348.004,25881.623,13070.885,150.00002,1024.0,608.0266,0.0021444436,-0.82972825,-0.5581676,0.0,0.0,0.0
4.0,0.019495849,121.47266,152.46875,197.46875,230.06836,0.5390625,200.0,1024.0,456.89243,0.0022210309,-0.8325186,-0.5539971,0.0,0.0,0.0
2.0,0.00598577,42975.65,43578.344,44828.523,45341.26,40277.54,200.0,1024.0,739.97925,0.0022976182,-0.8352879,-0.54981273,0.0,0.0,0.0
4.0,0.01999021,106.052734,135.16602,189.04883,230.94727,0.7734375,200.0,1024.0,431.1409,0.0023742055,-0.8380363,-0.5456145,0.0,0.0,0.0
1.0,0.0034795296,75824.305,76073.445,76405.86,76616.016,74584.15,200.0,1024.0,699.8139,0.0024507926,-0.8407635,-0.5414025,0.0,0.0,0.0
3.0,0.01145894,6681.3164,7543.2188,8602.02,9338.586,3899.288,200.0,1024.0,714.1253,0.00252738,-0.84346956,-0.5371769,0.0,0.0,0.0
1.0,0.0035022,74571.47,74812.06,75056.06,75256.66,73688.96,200.0,1024.0,684.5358,0.0026039672,-0.8461544,-0.5329378,0.0,0.0,0.0
3.0,0.01145894,6238.926,6863.6562,8013.1523,8516.52,3955.8115,200.0,1024.0,712.7163,0.0026805545,-0.84881794,-0.5286853,0.0,0.0,0.0
4.0,0.01929703,202.82422,241.76953,301.35156,339.63672,53.74414,250.0,1024.0,529.41626,0.0027571418,-0.8514601,-0.5244194,0.0,0.0,0.0
2.0,0.00624957,56949.36,58062.703,59299.16,59862.207,51615.69,250.0,1024.0,850.45245,0.0028337291,-0.8540808,-0.52014035,0.0,0.0,0.0
4.0,0.01929703,217.10547,293.29688,423.7207,487.7754,46.570312,250.0,1024.0,511.9713,0.0029103162,-0.85668004,-0.5158482,0.0,0.0,0.0
2.0,0.0063450597,57699.77,58808.695,59631.414,60156.22,52447.062,250.0,1024.0,919.26117,0.0029869035,-0.85925764,-0.51154304,0.0,0.0,0.0
4.0,0.01925688,109.353516,132.25,173.39453,208.17773,8.5703125,250.0,1024.0,508.17023,0.0030634908,-0.86181366,-0.50722504,0.0,0.0,0.0
1.0,0.00338723,89753.414,90014.695,90432.664,90584.0,88367.28,300.0,1024.0,1699.6147,0.0031400782,-0.86434793,-0.5028942,0.0,0.0,0.0
4.0,0.02033938,154.77539,190.95508,265.29688,334.83203,32.466797,300.0,1024.0,820.40424,0.0032166655,-0.8668605,-0.49855077,0.0,0.0,0.0
3.7431722,0.017961085,0.0,1224.6133,0.0,10.767578,0.0,259.1222,1024.0,680.39197,0.0032932526,-0.8693512,-0.49419478,1.0,1.0,1.0
4.0,0.02056815,152.59375,185.35547,248.02344,295.39453,31.667969,300.0,1024.0,834.6788,0.0033698399,-0.87182003,-0.48982632,0.0,0.0,0.0
3.4142983,0.015079575,1218.416,3148.0957,1933.8711,2385.4395,0.0,266.54547,1024.0,869.17755,0.0034464272,-0.8742669,-0.48544553,1.0,1.0,1.0
3.0,0.01102217,0.0,0.0,0.0,0.001953125,0.0,300.0,1024.0,1948.9097,0.0035230145,-0.87669176,-0.48105252,0.0,0.0,0.0
3.0474706,0.009924314,4134.457,6138.791,5554.3633,6444.379,2033.1582,361.19727,1024.0,1480.0388,0.0035996018,-0.87909454,-0.4766474,1.0,1.0,1.0
2.0,0.0061497204,0.0,0.0,0.0,0.001953125,0.0,300.0,1024.0,1944.9529,0.003676189,-0.8814752,-0.4722303,0.0,0.0,0.0
4.0,0.02188539,10530.752,14257.973,16797.512,16966.09,1946.373,350.0,1024.0,1051.7258,0.0037527762,-0.8838337,-0.46780127,0.0,0.0,0.0
3.6122122,0.017965082,1923.209,4340.463,4035.459,4364.367,0.0,300.10013,1024.0,878.62775,0.0038293635,-0.8861699,-0.4633605,1.0,1.0,1.0
4.0,0.02188539,280.35156,333.38867,413.70898,500.35547,105.296875,350.0,1024.0,1048.9814,0.0039059508,-0.88848376,-0.45890802,0.0,0.0,0.0
1.0,0.0037521604,105.703125,116.58789,129.61914,144.51562,54.63672,50.0,1280.0,311.255,0.003982538,-0.8907753,-0.45444402,0.0,0.0,0.0
4.0,0.02625,308.43945,471.2578,605.2246,720.4004,79.19922,350.0,1024.0,618.52057,0.004059125,-0.8930444,-0.44996855,0.0,0.0,0.0
1.0,0.0037521604,111.609375,123.90625,141.39844,155.59961,57.439453,50.0,1280.0,344.77264,0.0041357125,-0.89529103,-0.44548178,0.0,0.0,0.0
4.0,0.028147118,151.52148,176.04102,213.5625,245.72266,45.57422,400.0,1024.0,623.3456,0.0042123,-0.89751506,-0.44098377,0.0,0.0,0.0
1.0,0.0045542503,90.333984,125.65039,172.45312,251.51562,6.220703,100.0,1280.0,449.71213,0.004288887,-0.89971656,-0.43647468,0.0,0.0,0.0
4.0,0.028147118,460.4922,592.6504,11869.848,19011.945,26.638672,400.0,1024.0,1274.7449,0.0043654745,-0.90189534,-0.4319546,0.0,0.0,0.0
1.0,0.0045542503,59126.805,59322.055,59557.92,59703.98,58390.766,100.0,1280.0,458.89948,0.0044420618,-0.9040515,-0.4274236,0.0,0.0,0.0
1.5982069,0.0066479985,18097.227,21434.271,19807.084,20870.133,15723.987,121.43474,1375.5809,548.12384,0.004518649,-0.9061848,-0.42288187,1.0,1.0,1.0
1.0,0.0039068405,3605.8281,3842.5898,4126.0234,4284.91,2365.7812,100.0,1280.0,455.51617,0.0045952364,-0.90829533,-0.4183295,0.0,0.0,0.0
2.3395872,0.008932879,2508.0234,4689.922,2769.912,3770.8047,1249.6172,86.38783,1351.1672,406.53088,0.0046718237,-0.910383,-0.4137666,1.0,1.0,1.0
3.0,0.0106304,0.31835938,0.3671875,0.47070312,0.6621094,0.20117188,50.0,1280.0,253.88647,0.004748411,-0.91244775,-0.40919325,0.0,0.0,0.0
2.9562516,0.012182012,2025.3789,5862.338,4476.58,5037.17,473.51367,156.8559,1173.5696,574.8336,0.004824998,-0.9144895,-0.40460962,1.0,1.0,1.0
4.0,0.01077357,0.0,0.0,0.0,0.001953125,0.0,450.0,1024.0,1642.492,0.004901585,-0.91650826,-0.4000158,0.0,0.0,0.0
1.0,0.00412233,54080.164,54274.67,54505.508,54691.277,53428.984,150.00002,1280.0,587.3541,0.0049781725,-0.9185039,-0.3954119,0.0,0.0,0.0
3.0,0.01020691,0.31054688,0.3515625,0.43945312,0.6503906,0.17773438,50.0,1280.0,250.70386,0.00505476,-0.92047644,-0.39079806,0.0,0.0,0.0
1.0,0.004372581,44023.297,44215.81,44568.05,44677.395,43252.836,150.00002,1280.0,567.337,0.005131347,-0.9224258,-0.38617438,0.0,0.0,0.0
3.0,0.01185282,0.40234375,0.8027344,4.0429688,10.4140625,0.17773438,100.0,1280.0,302.30524,0.0052079344,-0.92435193,-0.38154098,0.0,0.0,0.0
1.0,0.00479838,52710.215,52940.14,53316.41,53508.055,51799.516,200.0,1280.0,705.11414,0.0052845217,-0.9262548,-0.37689796,0.0,0.0,0.0
3.0,0.01358663,57.96289,75.67578,103.0957,122.82617,1.0683594,100.0,1280.0,313.49146,0.005361109,-0.9281343,-0.37224546,0.0,0.0,0.0
1.0,0.00479838,73858.14,74122.47,74383.03,74551.53,72897.96,200.0,1280.0,693.38727,0.0054376964,-0.9299905,-0.36758357,0.0,0.0,0.0
1.5118866,0.005607013,38641.625,42933.137,41304.176,42044.668,36077.14,180.59763,1471.8937,728.91693,0.0055142837,-0.93182325,-0.36291245,1.0,1.0,1.0
2.0,0.00654014,5094.381,7763.2793,10120.367,10788.299,1291.7656,100.0,1280.0,434.80685,0.005590871,-0.93363255,-0.35823217,0.0,0.0,0.0
1.0,0.00448323,73716.125,73971.09,74318.39,74543.14,72815.625,200.0,1280.0,692.3674,0.0056674583,-0.9354183,-0.35354286,0.0,0.0,0.0
2.0,0.00613383,10228.523,12900.178,14859.97,16001.144,4127.0977,150.00002,1280.0,590.2295,0.005744045,-0.9371806,-0.34884468,0.0,0.0,0.0
4.0,0.02025757,0.31054688,0.34570312,0.40625,0.6113281,0.18359375,50.0,1280.0,252.97711,0.0058206324,-0.9389192,-0.3441377,0.0,0.0,0.0
2.0,0.00652043,20940.871,22766.504,24020.47,24895.467,17103.473,150.00002,1280.0,583.9503,0.0058972198,-0.9406342,-0.33942205,0.0,0.0,0.0
4.0,0.01316069,0.30664062,0.34570312,0.42382812,0.6933594,0.20703125,50.0,1280.0,252.48566,0.005973807,-0.9423255,-0.33469787,0.0,0.0,0.0
2.0,0.00652043,18571.645,20397.357,22852.031,23445.07,9618.983,150.00002,1280.0,600.4326,0.0060503944,-0.9439931,-0.32996526,0.0,0.0,0.0
4.0,0.01202122,0.30273438,0.33007812,0.38867188,0.4765625,0.20117188,50.0,1280.0,254.22644,0.0061269817,-0.94563687,-0.32522434,0.0,0.0,0.0
3.0,0.01285137,4397.1074,5575.203,5924.287,6108.2676,1961.1465,200.0,1280.0,689.365,0.006203569,-0.9472569,-0.32047522,0.0,0.0,0.0
4.0,0.01385299,0.31445312,0.41992188,0.9550781,2.546875,0.17578125,100.0,1280.0,315.42474,0.0062801563,-0.9488531,-0.31571805,0.0,0.0,0.0
1.0,0.0034119198,89664.45,90089.42,90543.05,90762.28,88690.14,300.0,1280.0,904.6876,0.0063567436,-0.9504253,-0.3109529,0.0,0.0,0.0
4.0,0.01716918,0.33203125,0.49023438,2.2402344,6.4121094,0.1875,100.0,1280.0,296.3415,0.006433331,-0.9519737,-0.30617994,0.0,0.0,0.0
1.0,0.0031365897,92709.85,93078.05,93656.2,93834.89,91618.24,350.0,1280.0,1015.382,0.0065099183,-0.953498,-0.3013993,0.0,0.0,0.0
4.0,0.01744274,0.3046875,0.3828125,0.75390625,1.8066406,0.1875,100.0,1280.0,318.03802,0.006586505,-0.9549984,-0.296611,0.0,0.0,0.0
3.171374,0.012793211,8027.01,10493.781,9675.725,10321.039,5587.9707,174.39868,1162.751,575.69495,0.0066630924,-0.95647466,-0.2918153,1.0,1.0,1.0
2.0,0.00639781,55070.656,56085.594,57147.11,57481.39,51595.953,250.0,1280.0,876.81433,0.0067396797,-0.9579269,-0.28701222,0.0,0.0,0.0
1.1254542,0.0035746424,80345.87,83618.4,82017.93,83555.51,77308.93,277.949,1438.607,1007.6681,0.006816267,-0.95935506,-0.28220192,1.0,1.0,1.0
1.0,0.0028505991,95638.81,95994.44,96486.58,96866.47,94571.95,400.0,1280.0,2224.767,0.0068928543,-0.960759,-0.27738452,0.0,0.0,0.0
4.0,0.01777008,23.732422,34.646484,55.314453,73.32031,0.27734375,150.00002,1280.0,378.59332,0.0069694417,-0.9621388,-0.27256012,0.0,0.0,0.0
3.0,0.01199841,16313.3,19191.238,20315.879,20857.916,4012.5117,250.0,1280.0,884.8876,0.007046029,-0.9634943,-0.2677289,0.0,0.0,0.0
4.0,0.01824155,22.38086,99.48242,461.99023,756.666,0.22070312,150.00002,1280.0,375.39017,0.0071226163,-0.9648256,-0.26289088,0.0,0.0,0.0
3.0,0.01211475,24205.387,26304.697,28102.998,28879.7,15338.913,300.0,1280.0,1031.2212,0.0071992036,-0.9661326,-0.25804627,0.0,0.0,0.0
4.0,0.017893001,58.23242,75.84375,104.11133,126.109375,0.60546875,200.0,1280.0,446.52542,0.007275791,-0.9674152,-0.25319517,0.0,0.0,0.0
3.0,0.01311309,27563.215,29417.502,31275.996,32018.486,19894.102,300.0,1280.0,1037.5946,0.007352378,-0.9686735,-0.24833769,0.0,0.0,0.0
4.0,0.01733925,38.63086,51.20508,73.23047,94.9082,1.5429688,200.0,1280.0,462.24997,0.0074289655,-0.96990746,-0.24347395,0.0,0.0,0.0
3.648737,0.017351264,0.0,814.63086,0.0,0.0,0.0,195.10812,1116.9257,475.89053,0.0075055524,-0.97111696,-0.23860408,1.0,1.0,1.0
4.0,0.01738374,41.61328,55.70117,78.0293,97.36133,0.41992188,200.0,1280.0,443.99823,0.0075821397,-0.97230196,-0.2337282,0.0,0.0,0.0
2.4116464,0.010138383,30217.54,33069.633,31907.648,32513.936,25425.383,248.6191,1338.4752,840.07996,0.007658727,-0.9734625,-0.22884645,1.0,1.0,1.0
2.0,0.00698121,71307.09,71988.97,72748.49,73060.47,68114.67,350.0,1280.0,1118.4824,0.0077353143,-0.9745986,-0.22395892,0.0,0.0,0.0
1.8564821,0.007815736,60720.117,65565.61,64461.688,64910.64,56057.875,351.1572,1424.2517,1270.2793,0.0078119016,-0.9757101,-0.21906576,1.0,1.0,1.0
3.0,0.01181579,38684.414,39494.484,40435.562,41027.793,31879.408,350.0,1280.0,2332.602,0.0078884885,-0.97679704,-0.21416709,0.0,0.0,0.0
2.242212,0.009318019,17834.336,21819.521,20889.11,21819.252,13668.367,281.3034,1460.0027,1132.5504,0.007965076,-0.9778594,-0.20926301,1.0,1.0,1.0
1.0,0.00467372,119.36328,168.82617,274.06836,487.87305,1.5859375,100.0,1536.0,328.39264,0.008041663,-0.9788971,-0.20435368,0.0,0.0,0.0
4.0,0.01692918,188.66016,224.8789,280.76367,325.97852,36.359375,250.0,1280.0,508.47336,0.00811825,-0.9799102,-0.1994392,0.0,0.0,0.0
1.0,0.0049651004,36963.08,37166.64,37360.965,37636.227,36158.2,100.0,1536.0,469.7129,0.008194838,-0.9808986,-0.1945197,0.0,0.0,0.0
1.881569,0.007943017,32071.629,35488.74,34681.863,35711.234,28010.309,235.5602,1595.1189,885.94775,0.008271425,-0.9818623,-0.18959528,1.0,1.0,1.0
2.0,0.00552157,0.0,0.0,0.0,0.001953125,0.0,400.0,1280.0,1508.0775,0.008348012,-0.9828013,-0.18466611,0.0,0.0,0.0
2.3775854,0.0066727074,7942.295,11421.928,11233.287,11495.98,5559.7246,397.9702,1361.4962,1670.9409,0.0084246,-0.98371553,-0.1797323,1.0,1.0,1.0
2.0,0.00514859,0.0,0.0,0.0,0.001953125,0.0,400.0,1280.0,2521.26,0.008501187,-0.984605,-0.17479393,0.0,0.0,0.0
1.0,0.00433509,44346.016,44689.15,45061.86,45235.137,43436.88,150.00002,1536.0,600.07214,0.008577774,-0.9854697,-0.16985118,0.0,0.0,0.0
4.0,0.01784581,2123.0117,3877.125,6604.9453,8309.533,46.921875,300.0,1280.0,881.78687,0.008654362,-0.9863096,-0.16490415,0.0,0.0,0.0
1.0,0.00444752,47873.824,48106.3,48483.375,48690.062,46960.625,150.00002,1536.0,622.9893,0.008730949,-0.9871246,-0.15995297,0.0,0.0,0.0
4.0,0.01947483,255.61328,503.86914,815.50977,892.60547,72.26367,350.0,1280.0,1040.8346,0.008807536,-0.9879148,-0.15499777,0.0,0.0,0.0
1.0,0.00447047,58136.22,58364.35,58737.023,58888.008,57233.164,150.00002,1536.0,622.9893,0.0088841235,-0.9886801,-0.15003866,0.0,0.0,0.0
4.0,0.02011168,346.22656,1225.6602,3359.6992,4629.4395,27.609375,350.0,1280.0,1076.31,0.008960711,-0.98942053,-0.14507577,0.0,0.0,0.0
1.0,0.0042160396,70062.97,70214.5,70470.484,70614.4,69288.64,200.0,1536.0,718.123,0.009037298,-0.990136,-0.14010923,0.0,0.0,0.0
0.9715283,0.0032815593,67782.81,71674.44,69548.35,70565.61,65144.992,191.03387,1801.6624,714.59357,0.009113885,-0.9908266,-0.13513915,1.0,1.0,1.0
1.0,0.0039268807,77768.125,78042.31,78482.83,78813.89,76872.73,200.0,1536.0,722.9235,0.009190473,-0.9914923,-0.13016568,0.0,0.0,0.0
2.0,0.0085862,42.689453,57.52539,77.44922,92.21875,0.1796875,50.0,1536.0,257.90057,0.00926706,-0.9921329,-0.12518893,0.0,0.0,0.0
4.0,0.02240375,359.78516,9103.988,22822.834,22938.33,84.22266,400.0,1280.0,1740.8246,0.009343647,-0.9927486,-0.12020903,0.0,0.0,0.0
2.0,0.0064375494,2.2539062,6.251953,14.908203,20.50586,0.20703125,50.0,1536.0,253.5874,0.009420235,-0.9933393,-0.115226105,0.0,0.0,0.0
4.0,0.02037277,6077.3516,6593.924,7243.549,7465.285,3777.5947,400.0,1280.0,1818.026,0.009496822,-0.99390495,-0.11024028,0.0,0.0,0.0
2.0,0.00625582,111.96094,131.40234,159.25781,183.33984,31.496094,50.0,1536.0,269.68884,0.009573409,-0.9944456,-0.10525167,0.0,0.0,0.0
4.0,0.020397222,1510.0996,2725.4922,3549.4473,3974.0352,194.10156,400.0,1280.0,1847.3411,0.009649996,-0.9949612,-0.100260414,0.0,0.0,0.0
1.0,0.00373375,91107.81,91356.64,91696.54,91833.516,89714.914,250.0,1536.0,897.22473,0.009726583,-0.9954518,-0.09526664,0.0,0.0,0.0
4.0,0.020397222,0.0,0.0,0.0,0.001953125,0.0,450.0,1280.0,2261.8687,0.00980317,-0.99591726,-0.09027046,0.0,0.0,0.0
3.0,0.01031207,0.31445312,0.37109375,0.6113281,1.359375,0.18554688,50.0,1536.0,248.95892,0.009879758,-0.9963577,-0.08527201,0.0,0.0,0.0
2.6941264,0.01012011,2310.2793,5294.293,3796.713,3882.3867,809.1504,136.1027,1515.9999,487.98285,0.009956345,-0.99677306,-0.080271415,1.0,1.0,1.0
3.0,0.01125045,19.802734,28.289062,48.539062,69.2207,0.28320312,100.0,1536.0,316.33002,0.010032932,-0.9971633,-0.07526879,0.0,0.0,0.0
1.0,0.0035462896,86246.97,86494.11,86832.695,87232.95,85219.8,300.0,1536.0,918.36005,0.01010952,-0.99752843,-0.07026428,0.0,0.0,0.0
4.0,0.01397595,0.0,0.0,0.0,0.001953125,0.0,450.0,1280.0,2140.1025,0.010186107,-0.9978684,-0.065258,0.0,0.0,0.0
1.0,0.0042217,75807.86,76019.26,76275.51,76470.39,74431.805,300.0,1536.0,925.225,0.010262694,-0.9981833,-0.06025007,0.0,0.0,0.0
3.0,0.01289672,62.328125,79.11719,104.91797,119.94531,0.28710938,100.0,1536.0,327.03284,0.0103392815,-0.99847305,-0.055240627,0.0,0.0,0.0
2.0,0.00654177,30008.734,31045.254,32359.35,32799.875,22365.703,150.00002,1536.0,618.00037,0.010415869,-0.9987377,-0.05022979,0.0,0.0,0.0
1.5872732,0.00645933,44666.25,49256.883,47972.25,48335.2,42619.203,197.0426,1766.2561,729.246,0.010492456,-0.9989772,-0.045217693,1.0,1.0,1.0
2.0,0.00616769,11107.471,14542.748,16758.469,17352.967,4103.3115,150.00002,1536.0,604.61053,0.010569043,-0.99919146,-0.040204454,0.0,0.0,0.0
1.0,0.00401759,84693.73,84951.76,85309.55,85722.22,83950.055,400.0,1536.0,1098.6292,0.010645631,-0.99938065,-0.035190206,0.0,0.0,0.0
2.0,0.0062275296,51784.816,54588.574,55375.32,55933.953,41399.684,200.0,1536.0,768.58575,0.010722218,-0.9995446,-0.030175071,0.0,0.0,0.0
1.0,0.0040824907,94323.734,94543.93,94952.76,95182.91,92760.86,450.0,1536.0,1151.8607,0.010798805,-0.99968344,-0.025159175,0.0,0.0,0.0
2.0,0.0062275296,47921.39,49950.062,50664.14,51047.094,32738.762,200.0,1536.0,791.9944,0.010875393,-0.9997971,-0.020142647,0.0,0.0,0.0
1.4843047,0.0063876677,63160.21,67376.375,66377.664,66528.3,59438.594,233.86157,1694.657,897.7246,0.01095198,-0.9998856,-0.01512561,1.0,1.0,1.0
1.0,0.00399149,97948.72,98227.01,98699.02,98792.65,96561.36,450.0,1536.0,1381.2614,0.011028567,-0.9999489,-0.010108193,0.0,0.0,0.0
1.8192041,0.006232,44466.367,48508.496,47446.582,48256.727,40363.453,223.10146,1766.8987,863.76184,0.011105155,-0.99998707,-0.0050905216,1.0,1.0,1.0
3.0,0.01323006,11386.308,15827.876,18771.443,18987.777,4358.759,200.0,1536.0,730.2513,0.011181742,-1.0,-7.272206e-05,0.0,0.0,0.0
2.0,0.00580947,63986.52,65889.766,66920.59,67510.32,58293.953,250.0,1536.0,916.75854,0.011258329,-0.9999878,0.0049450793,0.0,0.0,0.0
3.0,0.01302145,11179.87,15296.121,17213.613,17904.217,4362.289,200.0,1536.0,742.0518,0.011334917,-0.99995035,0.009962756,0.0,0.0,0.0
2.0,0.00618787,57943.242,60302.41,61319.42,61733.695,50036.047,250.0,1536.0,871.6247,0.011411503,-0.99988776,0.014980182,0.0,0.0,0.0
3.0,0.01287585,27287.83,28905.477,29920.963,30263.654,16108.744,250.0,1536.0,911.6918,0.01148809,-0.9998,0.019997232,0.0,0.0,0.0
2.0,0.00652505,51234.79,52611.703,53832.25,54215.84,46371.203,250.0,1536.0,893.89465,0.011564678,-0.99968714,0.025013776,0.0,0.0,0.0
1.5913043,0.0057328437,59458.734,62995.637,61818.117,62172.695,56387.773,229.49661,1723.2234,840.99805,0.011641265,-0.99954903,0.030029692,1.0,1.0,1.0
2.0,0.00673755,50499.34,51105.137,52188.28,53185.137,46500.848,300.0,1536.0,984.0845,0.011717852,-0.9993857,0.035044853,0.0,0.0,0.0
2.7045631,0.010648706,26153.24,28897.45,29005.541,28369.518,21222.672,199.12492,1578.166,680.90717,0.0117944395,-0.9991973,0.04005913,1.0,1.0,1.0
4.0,0.01622112,29.404297,47.773438,79.48242,103.51758,0.19921875,150.00002,1536.0,372.92035,0.011871027,-0.99898374,0.0450724,0.0,0.0,0.0
3.5465438,0.015364146,373.42578,3154.7227,2686.0254,2041.0996,0.0,155.32245,1407.0591,459.60587,0.011947614,-0.99874496,0.05008453,1.0,1.0,1.0
4.0,0.0159217,36.38867,53.91992,80.34961,98.73828,0.3359375,150.00002,1536.0,374.93146,0.012024201,-0.9984811,0.055095404,0.0,0.0,0.0
2.0,0.00872848,46851.586,48281.168,49892.848,51550.4,41054.055,300.0,1536.0,1022.1609,0.012100789,-0.9981921,0.060104888,0.0,0.0,0.0
4.0,0.01633599,121.03906,156.71289,201.87695,235.48438,2.7832031,200.0,1536.0,457.39212,0.012177376,-0.9978779,0.06511286,0.0,0.0,0.0
2.0,0.00876656,55188.367,56468.12,57463.027,58157.68,50498.03,350.0,1536.0,1105.8954,0.012253963,-0.9975386,0.070119195,0.0,0.0,0.0
4.0,0.01643429,122.32031,155.87695,227.51562,296.14258,9.175781,200.0,1536.0,432.4066,0.012330551,-0.9971742,0.07512376,0.0,0.0,0.0
2.0,0.00893587,55889.656,56893.426,58334.82,59369.88,52012.203,350.0,1536.0,1119.0968,0.012407138,-0.9967847,0.080126435,0.0,0.0,0.0
4.0,0.01655811,109.759766,139.15625,178.95312,212.08203,9.279297,200.0,1536.0,436.67456,0.012483725,-0.9963701,0.08512709,0.0,0.0,0.0
1.0,0.0025460995,58374.99,58553.58,58782.85,59011.016,57488.65,100.0,1792.0,437.57162,0.012560313,-0.99593043,0.090125605,0.0,0.0,0.0
