index,unit1_rgb,unit1_pwr_60ghz,unit1_lidar,unit1_radar,unit1_loc,unit2_loc,unit1_beam,unit1_max_pwr,time_stamp,seq_index,unit2_spd_over_grnd_kmph,unit2_num_sats,unit2_altitude,unit2_geo_sep,unit2_mode_fix_type,unit2_pdop,unit2_hdop,unit2_vdop,unit2_interpolated_position
15,./unit1/camera_data/image_15.jpg,./unit1/mmWave_data/mmWave_power_15.txt,./unit1/lidar_data/lidar_data_15.ply,./unit1/radar_data/radar_data_15.npy,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/GPS_location_15.txt,6,0.45952931,04:09:07-701641,1,4.507,12.0,355.905,-27.749,3.0,1.06,0.59,0.88,0
16,./unit1/camera_data/image_16.jpg,./unit1/mmWave_data/mmWave_power_16.txt,./unit1/lidar_data/lidar_data_16.ply,./unit1/radar_data/radar_data_16.npy,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/GPS_location_16.txt,3,0.550062716,04:09:07-790433,1,4.248,12.0,355.908,-27.749,3.0,1.06,0.59,0.88,0
17,./unit1/camera_data/image_17.jpg,./unit1/mmWave_data/mmWave_power_17.txt,./unit1/lidar_data/lidar_data_17.ply,./unit1/radar_data/radar_data_17.npy,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/GPS_location_17.txt,3,0.49194175,04:09:07-882424,1,4.064,12.0,355.913,-27.749,3.0,1.06,0.59,0.88,0
18,./unit1/camera_data/image_18.jpg,./unit1/mmWave_data/mmWave_power_18.txt,./unit1/lidar_data/lidar_data_18.ply,./unit1/radar_data/radar_data_18.npy,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/GPS_location_18.txt,5,0.493043244,04:09:07-974398,1,3.643,12.0,355.916,-27.749,3.0,1.06,0.59,0.88,0
19,./unit1/camera_data/image_19.jpg,./unit1/mmWave_data/mmWave_power_19.txt,./unit1/lidar_data/lidar_data_19.ply,./unit1/radar_data/radar_data_19.npy,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/GPS_location_19.txt,4,0.52551198,04:09:08-069344,1,3.618,12.0,355.92,-27.749,3.0,1.06,0.59,0.88,0
20,./unit1/camera_data/image_20.jpg,./unit1/mmWave_data/mmWave_power_20.txt,./unit1/lidar_data/lidar_data_20.ply,./unit1/radar_data/radar_data_20.npy,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/GPS_location_20.txt,4,0.52551198,04:09:08-069344,1,3.296,12.0,355.917,-27.749,3.0,1.06,0.59,0.88,0
21,./unit1/camera_data/image_21.jpg,./unit1/mmWave_data/mmWave_power_21.txt,./unit1/lidar_data/lidar_data_21.ply,./unit1/radar_data/radar_data_21.npy,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/GPS_location_21.txt,6,0.617953062,04:09:08-159273,1,3.197,12.0,355.916,-27.749,3.0,1.06,0.59,0.88,0
22,./unit1/camera_data/image_22.jpg,./unit1/mmWave_data/mmWave_power_22.txt,./unit1/lidar_data/lidar_data_22.ply,./unit1/radar_data/radar_data_22.npy,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/GPS_location_22.txt,5,0.248638287,04:09:08-342342,1,3.007,12.0,355.926,-27.749,3.0,1.06,0.59,0.88,0
23,./unit1/camera_data/image_23.jpg,./unit1/mmWave_data/mmWave_power_23.txt,./unit1/lidar_data/lidar_data_23.ply,./unit1/radar_data/radar_data_23.npy,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/GPS_location_23.txt,6,0.234630957,04:09:08-437511,1,2.899,12.0,355.927,-27.749,3.0,1.06,0.59,0.88,0
24,./unit1/camera_data/image_24.jpg,./unit1/mmWave_data/mmWave_power_24.txt,./unit1/lidar_data/lidar_data_24.ply,./unit1/radar_data/radar_data_24.npy,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/GPS_location_24.txt,6,0.234630957,04:09:08-437511,1,2.928,12.0,355.928,-27.749,3.0,1.06,0.59,0.88,0
25,./unit1/camera_data/image_25.jpg,./unit1/mmWave_data/mmWave_power_25.txt,./unit1/lidar_data/lidar_data_25.ply,./unit1/radar_data/radar_data_25.npy,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/GPS_location_25.txt,3,0.318953872,04:09:08-569848,1,2.936,12.0,355.93,-27.749,3.0,1.06,0.59,0.88,0
26,./unit1/camera_data/image_26.jpg,./unit1/mmWave_data/mmWave_power_26.txt,./unit1/lidar_data/lidar_data_26.ply,./unit1/radar_data/radar_data_26.npy,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/GPS_location_26.txt,5,0.437349916,04:09:08-658422,1,3.009,12.0,355.924,-27.749,3.0,1.06,0.59,0.88,0
27,./unit1/camera_data/image_27.jpg,./unit1/mmWave_data/mmWave_power_27.txt,./unit1/lidar_data/lidar_data_27.ply,./unit1/radar_data/radar_data_27.npy,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/GPS_location_27.txt,4,0.421477616,04:09:08-843330,1,2.944,12.0,355.931,-27.749,3.0,1.06,0.59,0.88,0
28,./unit1/camera_data/image_28.jpg,./unit1/mmWave_data/mmWave_power_28.txt,./unit1/lidar_data/lidar_data_28.ply,./unit1/radar_data/radar_data_28.npy,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/GPS_location_28.txt,5,0.349232197,04:09:08-935579,1,,,,,,,,,1
29,./unit1/camera_data/image_29.jpg,./unit1/mmWave_data/mmWave_power_29.txt,./unit1/lidar_data/lidar_data_29.ply,./unit1/radar_data/radar_data_29.npy,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/GPS_location_29.txt,6,0.399730355,04:09:09-027686,1,3.042,12.0,355.935,-27.749,3.0,1.06,0.59,0.88,0
30,./unit1/camera_data/image_30.jpg,./unit1/mmWave_data/mmWave_power_30.txt,./unit1/lidar_data/lidar_data_30.ply,./unit1/radar_data/radar_data_30.npy,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/GPS_location_30.txt,7,0.46990779,04:09:09-118777,1,3.31,12.0,355.941,-27.749,3.0,1.06,0.59,0.88,0
31,./unit1/camera_data/image_31.jpg,./unit1/mmWave_data/mmWave_power_31.txt,./unit1/lidar_data/lidar_data_31.ply,./unit1/radar_data/radar_data_31.npy,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/GPS_location_31.txt,6,0.399258256,04:09:09-210636,1,3.503,12.0,355.932,-27.749,3.0,1.06,0.59,0.88,0
32,./unit1/camera_data/image_32.jpg,./unit1/mmWave_data/mmWave_power_32.txt,./unit1/lidar_data/lidar_data_32.ply,./unit1/radar_data/radar_data_32.npy,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/GPS_location_32.txt,6,0.232614309,04:09:09-303406,1,3.489,12.0,355.934,-27.749,3.0,1.06,0.59,0.88,0
33,./unit1/camera_data/image_33.jpg,./unit1/mmWave_data/mmWave_power_33.txt,./unit1/lidar_data/lidar_data_33.ply,./unit1/radar_data/radar_data_33.npy,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/GPS_location_33.txt,6,0.476957738,04:09:09-395993,1,3.443,12.0,355.939,-27.749,3.0,1.06,0.59,0.88,0
34,./unit1/camera_data/image_34.jpg,./unit1/mmWave_data/mmWave_power_34.txt,./unit1/lidar_data/lidar_data_34.ply,./unit1/radar_data/radar_data_34.npy,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/GPS_location_34.txt,6,0.528576791,04:09:09-486707,1,3.438,12.0,355.941,-27.749,3.0,1.06,0.59,0.88,0
35,./unit1/camera_data/image_35.jpg,./unit1/mmWave_data/mmWave_power_35.txt,./unit1/lidar_data/lidar_data_35.ply,./unit1/radar_data/radar_data_35.npy,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/GPS_location_35.txt,6,0.209937066,04:09:09-578108,1,3.531,12.0,355.953,-27.749,3.0,1.06,0.59,0.88,0
36,./unit1/camera_data/image_36.jpg,./unit1/mmWave_data/mmWave_power_36.txt,./unit1/lidar_data/lidar_data_36.ply,./unit1/radar_data/radar_data_36.npy,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/GPS_location_36.txt,6,0.218452111,04:09:09-669245,1,3.849,12.0,355.953,-27.749,3.0,1.06,0.59,0.88,0
37,./unit1/camera_data/image_37.jpg,./unit1/mmWave_data/mmWave_power_37.txt,./unit1/lidar_data/lidar_data_37.ply,./unit1/radar_data/radar_data_37.npy,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/GPS_location_37.txt,5,0.209307387,04:09:09-762671,1,3.572,12.0,355.951,-27.749,3.0,1.06,0.59,0.88,0
38,./unit1/camera_data/image_38.jpg,./unit1/mmWave_data/mmWave_power_38.txt,./unit1/lidar_data/lidar_data_38.ply,./unit1/radar_data/radar_data_38.npy,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/GPS_location_38.txt,5,0.17887336,04:09:09-855640,1,3.877,12.0,355.953,-27.749,3.0,1.06,0.59,0.88,0
39,./unit1/camera_data/image_39.jpg,./unit1/mmWave_data/mmWave_power_39.txt,./unit1/lidar_data/lidar_data_39.ply,./unit1/radar_data/radar_data_39.npy,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/GPS_location_39.txt,4,0.173555717,04:09:10-038045,1,4.008,12.0,355.962,-27.749,3.0,1.06,0.59,0.88,0
40,./unit1/camera_data/image_40.jpg,./unit1/mmWave_data/mmWave_power_40.txt,./unit1/lidar_data/lidar_data_40.ply,./unit1/radar_data/radar_data_40.npy,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/GPS_location_40.txt,6,0.158352807,04:09:10-129077,1,4.157,12.0,355.968,-27.749,3.0,1.06,0.59,0.88,0
41,./unit1/camera_data/image_41.jpg,./unit1/mmWave_data/mmWave_power_41.txt,./unit1/lidar_data/lidar_data_41.ply,./unit1/radar_data/radar_data_41.npy,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/GPS_location_41.txt,18,0.154617369,04:09:10-220545,1,4.173,12.0,355.966,-27.749,3.0,1.06,0.59,0.88,0
42,./unit1/camera_data/image_42.jpg,./unit1/mmWave_data/mmWave_power_42.txt,./unit1/lidar_data/lidar_data_42.ply,./unit1/radar_data/radar_data_42.npy,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/GPS_location_42.txt,3,0.178435341,04:09:10-310925,1,4.075,12.0,355.974,-27.749,3.0,1.06,0.59,0.88,0
43,./unit1/camera_data/image_43.jpg,./unit1/mmWave_data/mmWave_power_43.txt,./unit1/lidar_data/lidar_data_43.ply,./unit1/radar_data/radar_data_43.npy,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/GPS_location_43.txt,4,0.159634292,04:09:10-403904,1,4.496,12.0,355.975,-27.749,3.0,1.06,0.59,0.88,0
44,./unit1/camera_data/image_44.jpg,./unit1/mmWave_data/mmWave_power_44.txt,./unit1/lidar_data/lidar_data_44.ply,./unit1/radar_data/radar_data_44.npy,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/GPS_location_44.txt,13,0.154068083,04:09:10-495613,1,4.458,12.0,355.985,-27.749,3.0,1.06,0.59,0.88,0
45,./unit1/camera_data/image_45.jpg,./unit1/mmWave_data/mmWave_power_45.txt,./unit1/lidar_data/lidar_data_45.ply,./unit1/radar_data/radar_data_45.npy,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/GPS_location_45.txt,6,0.163258865,04:09:10-587123,1,4.59,12.0,355.984,-27.749,3.0,1.06,0.59,0.88,0
46,./unit1/camera_data/image_46.jpg,./unit1/mmWave_data/mmWave_power_46.txt,./unit1/lidar_data/lidar_data_46.ply,./unit1/radar_data/radar_data_46.npy,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/GPS_location_46.txt,3,0.169407934,04:09:10-678943,1,4.492,12.0,355.991,-27.749,3.0,1.06,0.59,0.88,0
47,./unit1/camera_data/image_47.jpg,./unit1/mmWave_data/mmWave_power_47.txt,./unit1/lidar_data/lidar_data_47.ply,./unit1/radar_data/radar_data_47.npy,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/GPS_location_47.txt,6,0.206747428,04:09:10-771800,1,4.647,12.0,355.998,-27.749,3.0,1.06,0.59,0.88,0
48,./unit1/camera_data/image_48.jpg,./unit1/mmWave_data/mmWave_power_48.txt,./unit1/lidar_data/lidar_data_48.ply,./unit1/radar_data/radar_data_48.npy,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/GPS_location_48.txt,6,0.22642909,04:09:10-862721,1,4.798,12.0,355.998,-27.749,3.0,1.06,0.59,0.88,0
49,./unit1/camera_data/image_49.jpg,./unit1/mmWave_data/mmWave_power_49.txt,./unit1/lidar_data/lidar_data_49.ply,./unit1/radar_data/radar_data_49.npy,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/GPS_location_49.txt,6,0.354595661,04:09:11-045199,1,4.781,12.0,356.004,-27.749,3.0,1.06,0.59,0.88,0
50,./unit1/camera_data/image_50.jpg,./unit1/mmWave_data/mmWave_power_50.txt,./unit1/lidar_data/lidar_data_50.ply,./unit1/radar_data/radar_data_50.npy,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/GPS_location_50.txt,7,0.206871852,04:09:11-134317,1,4.938,12.0,356.004,-27.749,3.0,1.06,0.59,0.88,0
51,./unit1/camera_data/image_51.jpg,./unit1/mmWave_data/mmWave_power_51.txt,./unit1/lidar_data/lidar_data_51.ply,./unit1/radar_data/radar_data_51.npy,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/GPS_location_51.txt,6,0.326666564,04:09:11-225459,1,4.989,12.0,356.013,-27.749,3.0,1.06,0.59,0.88,0
52,./unit1/camera_data/image_52.jpg,./unit1/mmWave_data/mmWave_power_52.txt,./unit1/lidar_data/lidar_data_52.ply,./unit1/radar_data/radar_data_52.npy,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/GPS_location_52.txt,6,0.451662511,04:09:11-317255,1,5.093,12.0,356.007,-27.749,0.0,0.0,0.0,0.0,0
53,./unit1/camera_data/image_53.jpg,./unit1/mmWave_data/mmWave_power_53.txt,./unit1/lidar_data/lidar_data_53.ply,./unit1/radar_data/radar_data_53.npy,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/GPS_location_53.txt,7,0.497879624,04:09:11-409612,1,5.257,12.0,356.009,-27.749,3.0,1.06,0.59,0.88,0
54,./unit1/camera_data/image_54.jpg,./unit1/mmWave_data/mmWave_power_54.txt,./unit1/lidar_data/lidar_data_54.ply,./unit1/radar_data/radar_data_54.npy,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/GPS_location_54.txt,7,0.431736022,04:09:11-500862,1,5.212,12.0,356.017,-27.749,3.0,1.06,0.59,0.88,0
55,./unit1/camera_data/image_55.jpg,./unit1/mmWave_data/mmWave_power_55.txt,./unit1/lidar_data/lidar_data_55.ply,./unit1/radar_data/radar_data_55.npy,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/GPS_location_55.txt,7,0.358758032,04:09:11-592229,1,5.514,12.0,356.026,-27.749,3.0,1.06,0.59,0.88,0
56,./unit1/camera_data/image_56.jpg,./unit1/mmWave_data/mmWave_power_56.txt,./unit1/lidar_data/lidar_data_56.ply,./unit1/radar_data/radar_data_56.npy,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/GPS_location_56.txt,7,0.45478636,04:09:11-684374,1,5.477,12.0,356.026,-27.749,3.0,1.06,0.59,0.88,0
57,./unit1/camera_data/image_57.jpg,./unit1/mmWave_data/mmWave_power_57.txt,./unit1/lidar_data/lidar_data_57.ply,./unit1/radar_data/radar_data_57.npy,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/GPS_location_57.txt,6,0.409435838,04:09:11-778474,1,5.52,12.0,356.027,-27.749,3.0,1.06,0.59,0.88,0
58,./unit1/camera_data/image_58.jpg,./unit1/mmWave_data/mmWave_power_58.txt,./unit1/lidar_data/lidar_data_58.ply,./unit1/radar_data/radar_data_58.npy,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/GPS_location_58.txt,5,0.420140117,04:09:11-868101,1,5.812,12.0,356.039,-27.749,3.0,1.06,0.59,0.88,0
59,./unit1/camera_data/image_59.jpg,./unit1/mmWave_data/mmWave_power_59.txt,./unit1/lidar_data/lidar_data_59.ply,./unit1/radar_data/radar_data_59.npy,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/GPS_location_59.txt,8,0.387609035,04:09:11-961307,1,6.052,12.0,356.033,-27.749,3.0,1.06,0.59,0.88,0
60,./unit1/camera_data/image_60.jpg,./unit1/mmWave_data/mmWave_power_60.txt,./unit1/lidar_data/lidar_data_60.ply,./unit1/radar_data/radar_data_60.npy,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/GPS_location_60.txt,7,0.413130313,04:09:12-146447,1,6.363,12.0,356.03,-27.749,3.0,1.06,0.59,0.88,0
61,./unit1/camera_data/image_61.jpg,./unit1/mmWave_data/mmWave_power_61.txt,./unit1/lidar_data/lidar_data_61.ply,./unit1/radar_data/radar_data_61.npy,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/GPS_location_61.txt,7,0.425274312,04:09:12-235148,1,6.76,12.0,356.036,-27.749,3.0,1.06,0.59,0.88,0
62,./unit1/camera_data/image_62.jpg,./unit1/mmWave_data/mmWave_power_62.txt,./unit1/lidar_data/lidar_data_62.ply,./unit1/radar_data/radar_data_62.npy,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/GPS_location_62.txt,8,0.587745965,04:09:12-326218,1,,,,,,,,,1
63,./unit1/camera_data/image_63.jpg,./unit1/mmWave_data/mmWave_power_63.txt,./unit1/lidar_data/lidar_data_63.ply,./unit1/radar_data/radar_data_63.npy,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/GPS_location_63.txt,10,0.446524531,04:09:12-418409,1,6.944,12.0,356.031,-27.749,3.0,1.06,0.59,0.88,0
64,./unit1/camera_data/image_64.jpg,./unit1/mmWave_data/mmWave_power_64.txt,./unit1/lidar_data/lidar_data_64.ply,./unit1/radar_data/radar_data_64.npy,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/GPS_location_64.txt,8,0.482129216,04:09:12-510109,1,7.078,12.0,356.03,-27.749,3.0,1.06,0.59,0.88,0
65,./unit1/camera_data/image_65.jpg,./unit1/mmWave_data/mmWave_power_65.txt,./unit1/lidar_data/lidar_data_65.ply,./unit1/radar_data/radar_data_65.npy,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/GPS_location_65.txt,8,0.432794064,04:09:12-601642,1,7.161,12.0,356.038,-27.749,3.0,1.06,0.59,0.88,0
66,./unit1/camera_data/image_66.jpg,./unit1/mmWave_data/mmWave_power_66.txt,./unit1/lidar_data/lidar_data_66.ply,./unit1/radar_data/radar_data_66.npy,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/GPS_location_66.txt,8,0.37948221,04:09:12-693417,1,7.228,12.0,356.044,-27.749,3.0,1.06,0.59,0.88,0
67,./unit1/camera_data/image_67.jpg,./unit1/mmWave_data/mmWave_power_67.txt,./unit1/lidar_data/lidar_data_67.ply,./unit1/radar_data/radar_data_67.npy,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/GPS_location_67.txt,10,0.428387791,04:09:12-785529,1,7.263,12.0,356.044,-27.749,3.0,1.06,0.59,0.88,0
68,./unit1/camera_data/image_68.jpg,./unit1/mmWave_data/mmWave_power_68.txt,./unit1/lidar_data/lidar_data_68.ply,./unit1/radar_data/radar_data_68.npy,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/GPS_location_68.txt,9,0.380547553,04:09:12-878396,1,7.467,12.0,356.034,-27.749,3.0,1.06,0.59,0.88,0
69,./unit1/camera_data/image_69.jpg,./unit1/mmWave_data/mmWave_power_69.txt,./unit1/lidar_data/lidar_data_69.ply,./unit1/radar_data/radar_data_69.npy,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/GPS_location_69.txt,8,0.392567664,04:09:12-969359,1,7.4,12.0,356.031,-27.749,3.0,1.06,0.59,0.88,0
70,./unit1/camera_data/image_70.jpg,./unit1/mmWave_data/mmWave_power_70.txt,./unit1/lidar_data/lidar_data_70.ply,./unit1/radar_data/radar_data_70.npy,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/GPS_location_70.txt,9,0.331787258,04:09:13-061590,1,7.367,12.0,356.04,-27.749,3.0,1.06,0.59,0.88,0
71,./unit1/camera_data/image_71.jpg,./unit1/mmWave_data/mmWave_power_71.txt,./unit1/lidar_data/lidar_data_71.ply,./unit1/radar_data/radar_data_71.npy,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/GPS_location_71.txt,8,0.312603772,04:09:13-153924,1,7.62,12.0,356.035,-27.749,3.0,1.06,0.59,0.88,0
72,./unit1/camera_data/image_72.jpg,./unit1/mmWave_data/mmWave_power_72.txt,./unit1/lidar_data/lidar_data_72.ply,./unit1/radar_data/radar_data_72.npy,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/GPS_location_72.txt,11,0.539827108,04:09:13-338650,1,7.67,12.0,356.037,-27.749,3.0,1.06,0.59,0.88,0
73,./unit1/camera_data/image_73.jpg,./unit1/mmWave_data/mmWave_power_73.txt,./unit1/lidar_data/lidar_data_73.ply,./unit1/radar_data/radar_data_73.npy,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/GPS_location_73.txt,10,0.473265231,04:09:13-430758,1,,,,,,,,,1
74,./unit1/camera_data/image_74.jpg,./unit1/mmWave_data/mmWave_power_74.txt,./unit1/lidar_data/lidar_data_74.ply,./unit1/radar_data/radar_data_74.npy,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/GPS_location_74.txt,10,0.408410668,04:09:13-522798,1,7.711,12.0,356.031,-27.749,3.0,1.06,0.59,0.88,0
75,./unit1/camera_data/image_75.jpg,./unit1/mmWave_data/mmWave_power_75.txt,./unit1/lidar_data/lidar_data_75.ply,./unit1/radar_data/radar_data_75.npy,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/GPS_location_75.txt,10,0.395552516,04:09:13-615019,1,7.542,12.0,356.033,-27.749,3.0,1.06,0.59,0.88,0
76,./unit1/camera_data/image_76.jpg,./unit1/mmWave_data/mmWave_power_76.txt,./unit1/lidar_data/lidar_data_76.ply,./unit1/radar_data/radar_data_76.npy,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/GPS_location_76.txt,10,0.401636392,04:09:13-707765,1,7.594,12.0,356.034,-27.749,3.0,1.06,0.59,0.88,0
