time,cpu_limit,cpu_usage,lat50_ms,lat75_ms,lat95_ms,lat99_ms,min_ms,n,ram_limit_mb,ram_usage_mb,t_norm,sin_day,cos_day,is_gap,time_since_last_obs,time_to_next_obs
1647994466.0,2.644143,0.019406611,12427.404,13323.161,12885.757,17386.348,12238.958,251.56064,2972.0837,1128.8364,0.016468785905783226,0.06293567596828317,0.9980175853613078,1.0,6.9,2.3
1647994535.0,2.0916755,0.017861646,12007.035,18874.129,26072.777,8854.029,17623.574,285.3506,2720.5679,1203.1144,0.01685178092684795,0.06794273683729168,0.9976892224089917,1.0,8.05,1.15
1647994604.0,3.3552897,0.022890475,11957.897,13844.987,13811.693,13073.755,11310.795,232.2915,2694.7595,931.7185,0.017234775947912676,0.07294808701140697,0.9973357391577704,0.0,0.0,0.0
1647994673.0,2.8248298,0.015966116,15133.863,16554.916,17920.934,19893.48,14787.788,233.37708,2656.966,757.87537,0.017617770968977403,0.0779516004635159,0.996957144507815,1.0,1.15,1.15
1647994742.0,2.721027,0.012945722,29744.467,31777.117,33562.51,29910.232,27632.09,330.51355,2615.3044,1142.2067,0.01800076599004213,0.08295315121275124,0.9965534479915638,0.0,0.0,0.0
1647994811.0,2.7049086,0.014015864,14704.861,15081.466,16772.445,18493.75,12022.497,241.92456,2600.9197,777.4976,0.018383761011106857,0.08795261332766358,0.9961246597734816,1.0,1.15,1.15
1647994880.0,1.4999999,0.0062353006,0.6035156,0.82421875,1.3964844,6.1464844,0.18652344,50.0,2560.0,243.72845,0.01876675603217158,0.09294986092939221,0.9956707906498045,0.0,0.0,0.0
1647994949.0,2.6528027,0.014454994,19690.54,20204.64,22144.164,22812.943,17692.01,265.433,2620.8188,843.1291,0.019149751053236307,0.09794476819483443,0.9951918520482672,1.0,1.15,1.15
1647995018.0,1.4999999,0.00729723,119.93945,128.30273,142.2168,153.70703,74.43457,100.00003,2560.0,305.2954,0.019532746074301034,0.10293720935981371,0.9946878560278163,0.0,0.0,0.0
1647995087.0,2.6143777,0.01564552,24459.008,23776.277,26107.918,26654.836,21582.293,307.57324,2726.0508,938.53925,0.01991574109536576,0.10792705872224616,0.994158815278306,1.0,1.15,1.15
1647995156.0,1.4999999,0.00814525,137.67383,235.78711,295.02344,332.20312,68.88867,100.00003,2560.0,313.72906,0.020298736116430488,0.1129141906453055,0.9936047431201783,0.0,0.0,0.0
1647995225.0,2.7305002,0.016374376,21248.129,21749.84,24292.797,24340.367,19712.148,282.90958,2733.8025,863.174,0.02068173113749521,0.11789847956058655,0.9930256535041287,1.0,1.15,1.15
1647995294.0,1.4999999,0.00821134,94.625,103.4707,111.728516,125.9043,44.668945,100.00003,2560.0,304.96362,0.02106472615855994,0.12287979997126663,0.9924215610107538,0.0,0.0,0.0
1647995363.0,2.662016,0.016417777,22936.367,22888.61,24170.273,24882.938,20481.076,290.1284,2792.5664,861.9772,0.021447721179624665,0.1278580264552656,0.991792480850185,1.0,1.15,1.15
1647995432.0,1.4999999,0.00861429,265.8203,285.0039,323.8418,350.49805,196.95996,150.0,2560.0,368.41064,0.021830716200689392,0.1328330336684036,0.9911384288617049,0.0,0.0,0.0
1647995501.0,2.5079517,0.015695397,26971.867,27305.947,28687.367,28036.652,23346.082,304.99167,2998.8972,897.37964,0.022213711221754116,0.13780469634755715,0.9904594215133488,1.0,1.15,1.15
1647995570.0,1.4999999,0.00861429,273.89062,292.6875,338.3203,361.84766,160.46387,150.0,2560.0,360.0793,0.022596706242818843,0.1427728893138131,0.9897554759014904,0.0,0.0,0.0
1647995639.0,2.5219734,0.015864044,28682.46,29314.06,30399.285,30245.246,25774.232,296.84518,2966.1787,875.80145,0.02297970126388357,0.14773748747562035,0.9890266097504106,1.0,1.15,1.15
1647995708.0,1.4999999,0.008302629,280.26367,302.93945,345.64844,384.29688,160.21387,150.0,2560.0,370.03683,0.023362696284948296,0.15269836583193958,0.9882728414118518,0.0,0.0,0.0
1647995777.0,2.4394488,0.015621255,31855.445,32157.469,33483.254,32349.545,29074.98,297.83478,2999.6455,853.5508,0.023745691306013023,0.15765539947539037,0.9874941898645556,1.0,1.15,1.15
1647995846.0,1.4999999,0.008302629,13294.886,14046.809,16507.465,23743.164,8454.064,200.0,2560.0,853.9177,0.024128686327077747,0.16260846359539652,0.9866906747137851,0.0,0.0,0.0
1647995915.0,2.4093077,0.01616627,25151.416,27638.58,30344.41,28045.777,23701.988,281.82373,2995.4338,805.62994,0.024511681348142474,0.1675574334813283,0.9858623161908311,1.0,1.15,2.3
1647995984.0,2.4079025,0.015187193,34098.07,32821.69,32089.162,35860.92,32164.4,311.58154,2848.0476,908.91455,0.0248946763692072,0.1725021845256425,0.9850091351525027,1.0,2.3,1.15
1647996053.0,1.4999999,0.00862873,11706.101,11901.785,12201.735,12446.998,10886.308,200.0,2560.0,719.3846,0.025277671390271927,0.1774425922270201,0.9841311530806021,0.0,0.0,0.0
1647996122.0,2.2648356,0.014997883,35171.438,36751.348,39619.6,37332.71,34383.906,303.58737,3067.3254,834.9006,0.025660666411336654,0.18237853219350075,0.9832283920813842,1.0,1.15,1.15
1647996191.0,1.4999999,0.008368511,12864.44,17625.973,71766.89,86856.38,3181.503,200.0,2560.0,1176.9569,0.026043661432401378,0.18730988014561495,0.9823008748849995,0.0,0.0,0.0
1647996260.0,2.3786893,0.014717312,37067.297,37225.523,38405.418,36727.45,32349.152,311.58734,3193.5176,886.35187,0.026426656453466105,0.192236511919513,0.9813486248449217,1.0,1.15,1.15
1647996329.0,1.4999999,0.00863945,29945.863,30720.398,31874.135,33564.176,28117.729,250.0,2560.0,1140.3756,0.02680965147453083,0.19715830347009153,0.9803716659373604,0.0,0.0,0.0
1647996398.0,2.4678762,0.015603732,32542.322,34079.945,34649.215,33394.254,29162.113,309.14624,3154.0881,854.7304,0.02719264649559556,0.20207513087411666,0.9793700227606564,1.0,1.15,1.15
1647996467.0,1.4999999,0.009002829,30753.463,30972.043,31285.031,31437.322,29417.895,250.0,2560.0,850.6819,0.027575641516660282,0.20698687033334404,0.9783437205346633,0.0,0.0,0.0
1647996536.0,2.4637642,0.015782747,32457.137,33789.42,34629.574,33484.72,29106.846,316.26984,3206.1487,857.2484,0.02795863653772501,0.21189339817763622,0.977292785100112,1.0,1.15,1.15
1647996605.0,1.4999999,0.00884172,30908.27,31124.037,31463.133,31717.812,29944.836,250.0,2560.0,870.3959,0.028341631558789736,0.21679459086807615,0.9762172429179601,0.0,0.0,0.0
1647996674.0,2.376143,0.015521955,30277.654,32407.93,32872.75,31376.75,28439.207,297.46408,3011.5815,838.3223,0.028724626579854463,0.22169032500007793,0.9751171210687257,1.0,1.15,1.15
1647996743.0,1.4999999,0.00884486,44024.254,44250.496,44570.508,44908.547,43106.61,300.0,2560.0,994.90204,0.02910762160091919,0.22658047730649378,0.9739924472518057,0.0,0.0,0.0
1647996812.0,2.3234668,0.016452674,22694.887,25530.385,27179.936,26320.422,21763.086,287.0076,2991.925,783.9839,0.029490616621983913,0.23146492466071797,0.9728432497847781,1.0,1.15,2.3
1647996881.0,2.494989,0.015983352,29552.01,28999.652,28198.158,32242.232,27203.748,324.53674,2928.0723,902.51013,0.02987361164304864,0.23634354407978658,0.9716695576026894,1.0,2.3,1.15
1647996950.0,1.4999999,0.009010661,42209.477,42533.742,43095.543,44009.52,40568.125,300.0,2560.0,1201.2789,0.030256606664113367,0.24121621272747448,0.9704714002573254,0.0,0.0,0.0
1647997019.0,2.361948,0.015451337,30471.184,32605.363,33422.453,31913.02,27920.135,301.3119,2798.9873,854.03033,0.030639601685178094,0.2460828079173877,0.969248807916468,1.0,1.15,1.15
1647997088.0,1.4999999,0.00913443,43977.47,44288.37,44658.78,44939.33,42586.21,300.0,2560.0,1081.7208,0.031022596706242817,0.25094320711605284,0.9680018113631347,0.0,0.0,0.0
1647997157.0,2.3414102,0.014901307,27347.807,29093.387,30178.768,29185.352,24548.11,283.01462,3108.7788,840.8791,0.031405591727307544,0.2557972879460022,0.9667304419948045,1.0,1.15,1.15
1647997226.0,1.4999999,0.00913443,53506.695,54055.227,54402.383,54604.562,51998.9,350.0,2560.0,1065.5458,0.031788586748372274,0.2606449281888548,0.9654347318226265,0.0,0.0,0.0
1647997295.0,2.297167,0.014724454,24103.355,26842.922,27747.377,27277.697,21709.045,281.4811,3258.2744,828.4357,0.032171581769437,0.2654860057883941,0.9641147134706143,1.0,1.15,1.15
1647997364.0,1.4999999,0.00951623,53660.87,53923.773,54234.758,54397.523,52328.95,350.0,2560.0,1075.4293,0.03255457679050172,0.2703203988536408,0.9627704201748247,0.0,0.0,0.0
1647997433.0,2.2823155,0.014646603,24495.926,26495.695,27760.885,27062.59,22100.121,276.53592,3433.6982,812.56213,0.03293757181156645,0.275147985661922,0.9614018857825206,1.0,1.15,1.15
1647997502.0,1.4999999,0.00951623,53803.42,54087.43,54392.848,54544.996,52686.03,350.0,2560.0,1052.4795,0.033320566832631175,0.27996864466193605,0.9600091447513188,0.0,0.0,0.0
1647997571.0,2.5065265,0.017453603,19962.527,24230.8,26422.82,23271.01,20555.11,264.23526,2866.9707,736.046,0.0337035618536959,0.2847822544768131,0.9585922321483227,1.0,1.15,2.3
1647997640.0,2.3897846,0.014607706,26735.816,26829.574,26459.041,29875.732,26008.748,295.54553,2905.0051,885.0556,0.03408655687476063,0.2895886939071709,0.9571511836492388,1.0,2.3,1.15
1647997709.0,1.4999999,0.00940932,59353.945,59701.43,60050.547,60510.42,58228.383,400.0,2560.0,1368.7152,0.03446955189582535,0.2943878419341667,0.9556860355374792,0.0,0.0,0.0
1647997778.0,2.264167,0.014686909,27113.102,29716.137,30098.984,30358.4,24556.695,290.25537,3191.438,875.362,0.03485254691689008,0.2991795777225441,0.9541968247032476,1.0,1.15,1.15
1647997847.0,1.4999999,0.00940762,60454.4,60878.65,61237.96,61386.492,59249.867,400.0,2560.0,1144.9548,0.035235541937954806,0.30396378062367574,0.95268358864261,0.0,0.0,0.0
1647997916.0,2.318402,0.014904622,24534.906,26109.104,27177.826,26588.91,20822.494,292.57843,3273.227,853.1076,0.03561853695901953,0.3087403301786008,0.9511463654565518,1.0,1.15,1.15
1647997985.0,1.4999999,0.00947259,60498.375,60783.65,61067.742,61244.305,59183.223,400.0,2560.0,1184.3625,0.03600153198008426,0.3135091061210582,0.9495851938500174,0.0,0.0,0.0
1647998054.0,2.3552747,0.0149880815,25092.65,25862.842,25744.213,26256.71,22606.395,300.643,3323.1099,861.14703,0.036384527001148984,0.3182699883805145,0.9480001131309358,1.0,1.15,1.15
1647998123.0,1.4999999,0.00943242,65882.766,66194.125,66659.98,67033.41,64779.953,450.0,2560.0,1367.1178,0.036767522022213714,0.3230228570851873,0.9463911632092317,0.0,0.0,0.0
1647998192.0,2.45045,0.016958507,21697.857,23870.062,25745.906,24838.518,20128.576,319.91443,3041.1272,839.3173,0.03715051704327844,0.3277675925650633,0.9447583845958196,1.0,1.15,2.3
1647998261.0,2.2334485,0.014597668,36092.367,35713.273,34941.15,38565.766,34974.152,299.9602,2957.9575,855.5452,0.03753351206434316,0.3325040753549114,0.9431018184015846,1.0,2.3,1.15
1647998330.0,1.4999999,0.00962329,65921.41,66209.375,66534.734,66786.38,65005.0,450.0,2560.0,1308.8318,0.03791650708540789,0.33723218619729084,0.9414215063363466,0.0,0.0,0.0
1647998399.0,2.2821002,0.0150999,37356.29,38472.89,39686.54,38540.07,34447.0,306.13672,3070.2358,853.08234,0.038299502106472615,0.3419518060455535,0.9397174907078106,1.0,1.15,1.15
1647998468.0,1.4999999,0.00937147,66363.734,66621.15,66964.79,67195.34,65067.133,450.0,2560.0,1242.579,0.038682497127537345,0.3466628160668419,0.9379898144205016,0.0,0.0,0.0
1647998537.0,2.3144505,0.014932401,36810.23,38447.383,39526.965,37874.727,34634.32,320.41168,3145.7905,849.76227,0.03906549214860207,0.3513650976450808,0.9362385209746835,1.0,1.15,1.15
1647998606.0,1.4999999,0.00992705,70003.51,70293.125,70569.28,70721.48,68389.625,499.99997,2560.0,1375.7522,0.03944848716966679,0.35605853238396384,0.9344636544652648,0.0,0.0,0.0
1647998675.0,2.3894112,0.015300763,34455.188,36369.17,36932.38,35040.023,33896.484,347.8955,3022.8142,884.8526,0.03983148219073152,0.36074300210993465,0.9326652595806878,1.0,1.15,1.15
1647998744.0,1.4999999,0.00997154,68748.96,68933.766,69249.74,69511.17,68043.17,499.99997,2560.0,1449.4392,0.040214477211796246,0.3654183888751623,0.9308433816018035,0.0,0.0,0.0
1647998813.0,2.4949315,0.01620157,30883.273,31268.215,31151.154,31604.395,28210.57,342.5731,3107.3247,887.9735,0.040597472232860976,0.37008457496051106,0.9289980664007315,1.0,1.15,1.15
1647998882.0,1.4999999,0.00997154,70202.44,70404.87,70713.48,70870.91,69084.33,499.99997,2560.0,1406.1609,0.0409804672539257,0.37474144287850436,0.9271293604397052,0.0,0.0,0.0
1647998951.0,2.4396324,0.016932128,27243.77,27283.734,30394.844,28618.36,23478.238,329.83884,3057.4963,872.7252,0.04136346227499042,0.3793888753762827,0.9252373107699016,1.0,1.15,2.3
1647999020.0,2.5246387,0.016354239,26008.637,25193.61,25377.072,28998.924,25393.184,325.01956,2885.3293,911.50916,0.04174645729605515,0.38402675543855636,0.9233219650302571,1.0,2.3,1.15
1647999089.0,1.4999999,0.0099498,72689.5,72910.875,73285.5,73434.94,71681.66,550.0,2560.0,1801.5846,0.04212945231711988,0.38865496629055135,0.9213833714462675,0.0,0.0,0.0
1647999158.0,2.621321,0.016841294,25962.074,26985.266,28408.139,28344.838,23207.953,335.9259,2958.4067,909.23364,0.0425124473381846,0.39327339140094963,0.919421578828774,1.0,1.15,1.15
1647999227.0,1.4999999,0.0099647,72724.03,73028.01,73419.93,73824.08,71286.41,550.0,2560.0,1728.4506,0.04289544235924933,0.3978819144848235,0.9174366365727344,0.0,0.0,0.0
1647999296.0,2.6934636,0.017323576,27054.926,27026.838,28946.816,28771.848,23778.172,367.5957,3075.1807,946.36255,0.043278437380314054,0.4024804195065631,0.9154285946559791,1.0,1.15,1.15
1647999365.0,1.4999999,0.01009904,73686.63,73967.15,74320.45,74529.375,72610.86,550.0,2560.0,1549.8568,0.043661432401378784,0.40706879068279805,0.913397503637953,0.0,0.0,0.0
1647999434.0,2.774629,0.017545123,32011.65,33035.586,33686.773,31997.04,30552.682,401.58673,2974.199,1005.4386,0.04404442742244351,0.4116469124853129,0.9113434146584422,1.0,1.15,1.15
1647999503.0,1.4999999,0.01019918,77128.2,77485.27,77875.82,78228.48,75758.91,600.0,2560.0,1659.5354,0.04442742244350823,0.41621466964395587,0.9092663794362864,0.0,0.0,0.0
1647999572.0,2.874142,0.019611858,25627.09,25026.035,28863.688,28478.957,22691.496,418.5552,2974.3052,1076.1952,0.04481041746457296,0.42077194714954125,0.9071664502680771,1.0,1.15,2.3
1647999641.0,2.9855704,0.019946635,21966.102,20810.879,21146.078,25471.951,19623.008,396.07568,2996.5703,1076.4421,0.045193412485637685,0.4253186302567449,0.9050436800268407,1.0,2.3,1.15
1647999710.0,1.4999999,0.01024853,76866.7,77420.23,77843.6,78058.44,75574.586,600.0,2560.0,1892.2947,0.045576407506702415,0.42985460448699353,0.9028981221607066,0.0,0.0,0.0
1647999779.0,3.0752647,0.02004813,25198.594,24430.139,27852.602,28492.787,21007.979,445.79333,3113.6548,1231.5797,0.04595940252776714,0.4343797556313474,0.9007298306915625,1.0,1.15,1.15
1647999848.0,1.4999999,0.01027795,76906.85,77196.24,77632.945,77947.875,75903.83,600.0,2560.0,1767.6738,0.04634239754883186,0.4388939697533753,0.8985388602136934,0.0,0.0,0.0
1647999917.0,2.7867427,0.020827241,15811.246,23458.99,27071.736,22798.818,19333.209,403.9937,3122.9097,1321.0038,0.04672539256989659,0.44339713319202373,0.8963252658924074,1.0,1.15,6.9
1647999986.0,2.8851256,0.019971438,16681.137,23356.994,23607.305,22753.31,22043.785,410.79913,3430.609,1422.6409,0.047108387590961316,0.44788913256447865,0.8940891034626465,1.0,2.3,5.75
1648000055.0,2.8028286,0.018824913,15602.854,18513.066,18929.46,19780.03,16053.273,323.9683,3287.1914,1134.0468,0.04749138261202605,0.4523698547690202,0.8918304292275834,1.0,3.45,4.6
1648000124.0,2.8194,0.01934719,17492.371,16913.84,15692.21,21544.91,14699.794,325.80634,3307.452,1191.6656,0.04787437763309077,0.4568391869878706,0.8895493000572039,1.0,4.6,3.45
1648000193.0,2.6437535,0.019126093,17243.547,14544.659,15716.119,21993.9,15380.119,285.29218,3068.1016,1028.2418,0.04825737265415549,0.4612970166900344,0.887245773386875,1.0,5.75,2.3
1648000262.0,2.159302,0.01604925,12128.105,15413.654,22823.693,11422.923,16106.266,257.64133,2928.2576,1026.0786,0.048640367675220224,0.4657432316341322,0.8849199072158989,1.0,6.9,1.15
1648000331.0,2.7078242,0.01857964,28958.373,30392.246,30091.664,27990.629,28939.785,319.1728,2840.8994,972.19,0.04902336269628495,0.4701777198712265,0.882571760106052,0.0,0.0,0.0
1648000400.0,2.803393,0.018629158,8845.744,11059.414,12397.47,13736.533,8464.727,264.197,3178.7114,694.61694,0.04940635771734968,0.47460036974764036,0.8802013911801112,1.0,1.15,2.3
1648000469.0,2.7406232,0.016694408,14348.137,13947.639,13695.028,17919.627,13318.108,252.3728,2850.515,705.6538,0.0497893527384144,0.47901106990776915,0.8778088601203649,1.0,2.3,1.15
1648000538.0,2.357369,0.013347011,20834.967,22062.533,22333.5,21402.893,18087.727,289.0664,3154.1902,919.1113,0.050172347759479125,0.4834097092968834,0.8753942271671105,0.0,0.0,0.0
1648000607.0,2.5253923,0.014896102,17356.074,18830.445,19022.305,20536.775,16285.409,248.1569,3148.873,730.3229,0.050555342780543855,0.48779617716392604,0.8729575531171373,1.0,1.15,1.15
1648000676.0,1.4999999,0.0064457487,0.5605469,0.8359375,1.3027344,3.65625,0.17871094,50.0,2816.0,243.24834,0.05093833780160858,0.4921703630643,0.8704988993221962,0.0,0.0,0.0
1648000745.0,2.2756922,0.014878365,22733.8,23510.36,25247.5,24932.703,19939.402,276.31378,3299.5386,752.56006,0.05132133282267331,0.49653215686265006,0.8680183276874542,1.0,1.15,1.15
1648000814.0,1.4999999,0.0073884595,64.00195,88.86133,129.75195,170.26562,4.1367188,100.00003,2816.0,298.6598,0.05170432784373803,0.5008814487356344,0.8655159006699369,0.0,0.0,0.0
1648000883.0,2.2256503,0.014886784,27378.469,28152.152,29315.643,28868.986,24807.283,288.8222,3381.9858,764.818,0.052087322864802756,0.5052181291746917,0.8629916812769545,1.0,1.15,1.15
1648000952.0,1.4999999,0.00791887,107.36328,115.31445,123.22461,142.35547,62.04004,100.00003,2816.0,308.63367,0.052470317885867486,0.5095420889887966,0.8604457330645165,0.0,0.0,0.0
1648001021.0,2.3742461,0.01594028,30090.664,30335.814,32204.068,30383.756,27458.318,290.7691,3305.0347,784.04376,0.05285331290693221,0.5138532193072102,0.8578781201357313,1.0,1.15,1.15
