time,ram_limit,cpu_limit,ram_usage,cpu_usage,n,c,lat50,lat66,lat75,lat80,lat90,lat95,lat98,lat99,lat100
1635268087,500M,0.5,66994176.0,0.442219,500,1,97000,101000,103000,105000,109000,115000,159000,161000,176000
1635268145,500M,0.5,66990080.0,0.406991,500,11,1065000,1079000,1089000,1091000,1112000,1117000,1122000,1182000,1483000
1635268231,500M,0.5,63721472.0,0.40034,500,31,4168000,4579000,4804000,4999000,5689000,6017000,6704000,7011000,7399000
1635268310,500M,0.5,61714432.0,0.389552,500,41,5405000,6001000,6401000,6603000,7216000,7706000,8385000,8669000,12298000
1635268391,500M,0.5,61173760.0,0.428384,500,51,7009000,7601000,8103000,8391000,9115000,9781000,10502000,11075000,12385000
1635268473,500M,0.5,63815680.0,0.448872,500,61,8098000,9118000,9924000,10693000,12803000,14195000,16007000,18687000,20579000
1635268562,500M,0.5,65335296.0,0.449074,500,71,10195000,11608000,12689000,13269000,15556000,17533000,21582000,23213000,26764000
1635268650,500M,0.5,66318336.0,0.451161,500,81,11495000,13511000,15071000,16206000,19244000,21725000,23997000,25398000,38602000
1635268747,500M,0.5,66539520.0,0.451561,500,91,13572000,16025000,18389000,20101000,24795000,27997000,33261000,34449000,39970000
1635268926,500M,0.5,67993600.0,0.436571,600,1,96000,101000,103000,104000,109000,116000,164000,168000,176000
1635268995,500M,0.5,65941504.0,0.407368,600,11,1085000,1107000,1179000,1194000,1208000,1218000,1249000,1294000,1525000
1635269094,500M,0.5,59166720.0,0.390682,600,31,4088000,4501000,4910000,5123000,5591000,5974000,6385000,6690000,7283000
1635269187,500M,0.5,59711488.0,0.393196,600,41,5420000,6088000,6498000,6823000,7401000,7890000,8595000,8907000,9912000
1635269279,500M,0.5,60760064.0,0.438563,600,51,6812000,7513000,7801000,8102000,8892000,9496000,10067000,10809000,12204000
1635269500,500M,0.5,64368640.0,0.434295,600,71,10456000,11784000,12734000,13187000,15590000,17512000,20578000,21782000,26508000
1635269760,500M,0.5,66850816.0,0.42939,600,91,14592000,18194000,20802000,22901000,28104000,32997000,39383000,42581000,60586000
1635269943,500M,0.5,68136960.0,0.461737,700,1,98000,101000,104000,105000,110000,117000,164000,169000,592000
1635270021,500M,0.5,65241088.0,0.484497,700,11,1070000,1093000,1101000,1109000,1132000,1188000,1311000,1484000,1622000
1635270117,500M,0.5,57495552.0,0.454156,700,21,2498000,2790000,2989000,3096000,3420000,3888000,4260000,4703000,4982000
1635270222,500M,0.5,59740160.0,0.423339,700,31,4075000,4477000,4799000,4995000,5595000,6079000,6602000,7006000,7591000
1635270328,500M,0.5,60157952.0,0.445565,700,41,5447000,6010000,6391000,6609000,7288000,7692000,8091000,8482000,10289000
1635270434,500M,0.5,61059072.0,0.459646,700,51,6717000,7395000,7795000,8121000,8998000,9719000,10316000,11125000,13803000
1635270552,500M,0.5,63254528.0,0.469072,700,61,8894000,10000000,10783000,11276000,12402000,13717000,14895000,16811000,18898000
1635270889,500M,0.5,68943872.0,0.474415,700,91,13806000,15812000,17597000,18915000,23019000,25933000,30987000,31602000,40698000
1635271128,500M,0.5,68718592.0,0.4423,800,1,96000,100000,103000,104000,109000,115000,164000,168000,176000
1635271215,500M,0.5,66023424.0,0.426947,800,11,1061000,1076000,1090000,1098000,1117000,1149000,1297000,1408000,1570000
1635271464,500M,0.5,60616704.0,0.429806,800,31,4207000,4684000,4993000,5106000,5612000,5997000,6432000,6804000,7316000
1635271585,500M,0.5,61161472.0,0.432677,800,41,5582000,6004000,6408000,6691000,7202000,7609000,8299000,8970000,11481000
1635271704,500M,0.5,63188992.0,0.467246,800,51,6695000,7278000,7598000,7954000,8768000,9667000,10818000,11492000,14533000
1635271838,500M,0.5,64802816.0,0.465385,800,61,9015000,9929000,10603000,11118000,12212000,13694000,16014000,17015000,23601000
1635271983,500M,0.5,66871296.0,0.467737,800,71,11282000,12605000,13612000,14495000,16625000,19151000,20915000,22827000,32815000
1635272301,500M,0.5,70393856.0,0.450486,800,91,13798000,16216000,17800000,19585000,24474000,28363000,34178000,39358000,61183000
1635272490,500M,0.5,69664768.0,0.485332,900,1,93000,97000,100000,102000,106000,109000,148000,163000,598000
1635272588,500M,0.5,67596288.0,0.484081,900,11,1052000,1106000,1138000,1166000,1206000,1224000,1333000,1423000,1675000
1635272862,500M,0.5,61886464.0,0.42163,900,31,4095000,4470000,4807000,4993000,5568000,5982000,6403000,6792000,6914000
1635272999,500M,0.5,64757760.0,0.429668,900,41,5581000,6268000,6702000,7087000,7811000,8517000,9094000,9672000,11223000
1635273304,500M,0.5,65372160.0,0.467235,900,61,9301000,10323000,11073000,11516000,12800000,14669000,16506000,17888000,20727000
1635273768,500M,0.5,69595136.0,0.454256,900,91,14996000,17688000,19758000,20923000,25007000,29166000,35108000,38280000,54256000
1635273945,500M,0.5,71081984.0,0.504588,900,101,15894000,19818000,22798000,25303000,31998000,37313000,44635000,48224000,71303000
1635274043,500M,0.5,70307840.0,0.485497,1000,1,93000,97000,100000,101000,105000,108000,116000,156000,173000
1635274149,500M,0.5,66682880.0,0.472435,1000,11,1040000,1063000,1081000,1091000,1164000,1267000,1434000,1489000,1956000
1635274272,500M,0.5,59273216.0,0.440929,1000,21,2179000,2316000,2546000,2708000,3201000,3585000,4194000,4564000,5281000
1635274415,500M,0.5,61042688.0,0.427825,1000,31,3916000,4393000,4700000,4905000,5413000,5883000,6376000,6811000,8778000
1635274564,500M,0.5,62488576.0,0.468117,1000,41,5578000,6085000,6426000,6697000,7323000,7799000,8599000,9392000,13388000
1635275511,500M,0.5,69865472.0,0.454364,1000,91,14252000,17147000,19911000,21300000,25658000,30692000,36851000,42791000,54492000
1635275742,450M,0.5,35700736.0,0.0,100,1,95000,98000,102000,105000,109000,113000,119000,169000,169000
1635275762,450M,0.5,41328640.0,0.0,100,11,1137000,1146000,1152000,1157000,1166000,1182000,1238000,1249000,1249000
1635275784,450M,0.5,44761088.0,0.03176,100,21,2321000,2567000,2755000,2878000,3085000,3315000,3418000,3774000,3774000
1635275806,450M,0.5,44761088.0,0.043298,100,31,3347000,3685000,3820000,4066000,4400000,4691000,5164000,5208000,5208000
1635275829,450M,0.5,48078848.0,0.043298,100,41,4805000,5272000,5581000,5915000,7121000,7540000,7542000,7542000,7542000
1635275852,450M,0.5,54845440.0,0.079672,100,51,5588000,6065000,6687000,6791000,7887000,8835000,10337000,12242000,12242000
1635275874,450M,0.5,54845440.0,0.112834,100,61,5474000,6094000,6347000,6501000,7143000,7163000,7573000,8274000,8274000
1635275896,450M,0.5,56365056.0,0.140545,100,71,7182000,9047000,9049000,9050000,9453000,9864000,12359000,12361000,12361000
1635275920,450M,0.5,57278464.0,0.164148,100,81,8540000,9358000,10331000,11738000,13039000,13454000,13644000,13645000,13645000
1635275944,450M,0.5,60141568.0,0.164148,100,91,10224000,11116000,11439000,11753000,12331000,12856000,13251000,13253000,13253000
1635275971,450M,0.5,60141568.0,0.197883,200,1,93000,98000,100000,101000,105000,108000,114000,116000,169000
1635276001,450M,0.5,59764736.0,0.230246,200,11,1060000,1072000,1083000,1088000,1097000,1189000,1412000,1466000,1558000
1635276038,450M,0.5,59895808.0,0.240051,200,21,2766000,3099000,3290000,3380000,3786000,4191000,4586000,4696000,4888000
1635276074,450M,0.5,59895808.0,0.303576,200,31,3727000,4202000,4626000,4875000,5498000,6216000,7009000,7395000,7739000
1635276111,450M,0.5,59359232.0,0.306805,200,41,5219000,5995000,6318000,6680000,7375000,7785000,8596000,8810000,9097000
1635276147,450M,0.5,57946112.0,0.320139,200,51,5973000,6275000,6875000,7128000,8418000,9371000,10018000,10879000,11981000
1635276188,450M,0.5,58523648.0,0.331867,200,61,8411000,9676000,10304000,10968000,12681000,13584000,15170000,17387000,17635000
1635276223,450M,0.5,62009344.0,0.348396,200,71,7798000,8581000,9633000,10323000,11715000,13651000,15595000,16718000,16904000
1635276259,450M,0.5,62767104.0,0.352699,200,81,9301000,10609000,11336000,11432000,12598000,13338000,14641000,15021000,16518000
1635276303,450M,0.5,65626112.0,0.352699,200,91,13524000,16221000,17648000,18709000,23253000,26554000,30649000,31847000,33235000
1635276342,450M,0.5,67362816.0,0.372425,200,101,12430000,14622000,15604000,16502000,18604000,21054000,23551000,24945000,26044000
1635276380,450M,0.5,67481600.0,0.376145,300,1,95000,101000,103000,105000,109000,113000,161000,171000,171000
1635276420,450M,0.5,67604480.0,0.376749,300,11,1114000,1124000,1133000,1135000,1145000,1158000,1159000,1160000,1160000
1635276468,450M,0.5,67604480.0,0.365311,300,21,2580000,2824000,3078000,3212000,3503000,3967000,4293000,4782000,5074000
1635276519,450M,0.5,64196608.0,0.362741,300,31,4073000,4428000,4786000,4916000,5700000,6101000,6502000,6802000,6880000
1635276569,450M,0.5,64737280.0,0.370821,300,41,5283000,5785000,6189000,6388000,7175000,7851000,8480000,8575000,8920000
1635276616,450M,0.5,64094208.0,0.375634,300,51,5393000,6165000,6704000,6924000,7812000,8607000,9291000,10108000,12702000
1635276668,450M,0.5,63918080.0,0.382508,300,61,8195000,9103000,9666000,9888000,11228000,12792000,13793000,14685000,16002000
1635276725,450M,0.5,65212416.0,0.387252,300,71,10278000,11308000,12197000,12886000,15290000,17810000,19961000,22492000,24925000
1635277010,450M,0.5,68952064.0,0.356633,400,1,92000,96000,99000,100000,105000,108000,116000,164000,173000
1635277059,450M,0.5,67391488.0,0.332854,400,11,1094000,1107000,1115000,1127000,1192000,1302000,1414000,1616000,1970000
1635277119,450M,0.5,67874816.0,0.331556,400,21,2325000,2728000,2980000,3139000,3513000,3903000,4300000,4780000,5707000
1635277183,450M,0.5,59822080.0,0.372031,400,31,3913000,4307000,4653000,4888000,5590000,6273000,6679000,7013000,7906000
1635277247,450M,0.5,60600320.0,0.372031,400,41,5376000,5907000,6328000,6599000,7287000,7713000,8464000,9814000,12304000
1635277312,450M,0.5,62619648.0,0.403857,400,51,6736000,7410000,7848000,8166000,8899000,9493000,10093000,10575000,11172000
1635277382,450M,0.5,64393216.0,0.427514,400,61,8400000,9411000,10004000,10414000,11699000,13194000,14679000,15291000,17277000
1635277554,450M,0.5,67588096.0,0.445556,400,81,11818000,13496000,14797000,15901000,19307000,21918000,25300000,28632000,33837000
1635277635,450M,0.5,70275072.0,0.411249,400,91,13397000,16091000,18410000,19973000,25701000,29311000,36987000,39986000,52414000
1635277716,450M,0.5,70443008.0,0.411249,400,101,15004000,18901000,20435000,23186000,27928000,33221000,37594000,41916000,48122000
1635277775,450M,0.5,70266880.0,0.4113,500,1,99000,103000,106000,108000,113000,145000,164000,168000,176000
1635277834,450M,0.5,67284992.0,0.42346,500,11,1065000,1112000,1136000,1141000,1179000,1295000,1451000,1563000,1801000
1635278006,450M,0.5,61054976.0,0.422472,500,31,4004000,4381000,4677000,4883000,5415000,5972000,6488000,6770000,8698000
1635278088,450M,0.5,61763584.0,0.397088,500,41,5611000,6297000,6690000,6998000,7678000,8426000,9601000,10407000,11096000
1635278164,450M,0.5,63602688.0,0.405873,500,51,6298000,7228000,7683000,7921000,8896000,9398000,10482000,12490000,14674000
1635278250,450M,0.5,67264512.0,0.443677,500,61,8883000,9808000,10395000,10792000,12002000,13615000,15195000,17187000,23090000
1635278337,450M,0.5,66863104.0,0.447363,500,71,10298000,11526000,12200000,12710000,14799000,17289000,19822000,22078000,24039000
1635278432,450M,0.5,68624384.0,0.449259,500,81,11722000,14198000,15806000,17197000,20899000,25585000,30481000,33792000,49108000
1635278750,450M,0.5,71352320.0,0.425403,600,1,94000,99000,102000,104000,109000,113000,160000,166000,177000
1635278818,450M,0.5,67186688.0,0.391592,600,11,1065000,1097000,1107000,1114000,1133000,1140000,1174000,1273000,1481000
1635279012,450M,0.5,61743104.0,0.370739,600,31,3879000,4303000,4588000,4761000,5392000,5811000,6272000,6999000,8489000
1635279104,450M,0.5,62251008.0,0.407943,600,41,5399000,6019000,6362000,6670000,7411000,7990000,8708000,8996000,10281000
1635279321,450M,0.5,65552384.0,0.417674,600,61,8789000,9686000,10213000,10776000,12003000,13874000,15388000,16686000,20725000
1635279430,450M,0.5,67063808.0,0.42863,600,71,10722000,12276000,13307000,13910000,16002000,18815000,21700000,23530000,28700000
1635279544,450M,0.5,69615616.0,0.44192,600,81,12831000,14674000,16184000,17103000,19985000,24085000,28207000,30320000,35604000
1635279808,450M,0.5,72208384.0,0.441762,600,101,15174000,18814000,22189000,24406000,31202000,36517000,41206000,44813000,55519000
1635279886,450M,0.5,72241152.0,0.430233,700,1,98000,102000,105000,107000,112000,155000,165000,168000,190000
1635279962,450M,0.5,69832704.0,0.430233,700,11,1048000,1063000,1072000,1077000,1099000,1115000,1137000,1180000,1326000
1635280219,450M,0.5,63729664.0,0.410571,700,41,5492000,6083000,6489000,6704000,7303000,7888000,8595000,9484000,11382000
1635280327,450M,0.5,64610304.0,0.428814,700,51,6912000,7508000,7970000,8195000,8992000,9702000,10499000,12001000,17011000
1635280449,450M,0.5,67108864.0,0.466885,700,61,9378000,10325000,10912000,11323000,12800000,14100000,15370000,16094000,21296000
1635280570,450M,0.5,69128192.0,0.466592,700,71,10381000,11697000,12556000,13177000,15184000,17307000,20192000,22103000,27170000
1635280697,450M,0.5,68771840.0,0.467492,700,81,12399000,14184000,15467000,16595000,20216000,23318000,27279000,30180000,34792000
1635280988,450M,0.5,72941568.0,0.445666,700,101,15708000,19307000,21650000,23890000,28107000,31612000,40205000,42799000,56976000
1635281070,450M,0.5,73052160.0,0.449514,800,1,93000,98000,101000,103000,106000,110000,152000,164000,172000
1635281157,450M,0.5,72929280.0,0.439418,800,11,1053000,1066000,1076000,1088000,1102000,1122000,1134000,1137000,1139000
1635281405,450M,0.5,62803968.0,0.404998,800,31,4002000,4440000,4704000,4831000,5380000,5802000,6329000,6784000,10141000
1635281525,450M,0.5,65069056.0,0.426656,800,41,5489000,6007000,6412000,6711000,7596000,8191000,8806000,9493000,10504000
1635281827,450M,0.5,70664192.0,0.436573,800,71,10091000,11500000,12324000,12999000,14967000,16686000,19680000,21082000,27106000
1635281973,450M,0.5,70582272.0,0.45473,800,81,12109000,14106000,15919000,17188000,21199000,25306000,29184000,35189000,43986000
1635282315,450M,0.5,73736192.0,0.449318,800,101,17115000,20787000,24399000,26191000,32684000,39446000,49996000,61262000,70903000
1635282402,450M,0.5,73773056.0,0.43523,900,1,92000,96000,98000,100000,103000,107000,111000,154000,162000
1635282500,450M,0.5,73678848.0,0.454702,900,11,1075000,1086000,1096000,1101000,1125000,1182000,1315000,1444000,1899000
1635282763,450M,0.5,63361024.0,0.404814,900,31,4024000,4484000,4804000,4995000,5584000,5913000,6411000,6600000,8152000
1635282866,450M,0.5,63483904.0,0.412301,900,41,4195000,4278000,4295000,4311000,4329000,4353000,4540000,4679000,5466000
1635283350,450M,0.5,68837376.0,0.447618,900,71,11296000,13101000,14480000,15603000,18099000,20378000,24581000,27233000,33373000
1635283978,450M,0.5,73539584.0,0.428721,1000,1,98000,102000,105000,107000,113000,156000,164000,167000,196000
1635284090,450M,0.5,67981312.0,0.421857,1000,11,1114000,1130000,1139000,1146000,1161000,1182000,1208000,1311000,2154000
1635284394,450M,0.5,62992384.0,0.417079,1000,31,4002000,4410000,4709000,4909000,5512000,5977000,6580000,6798000,8277000
1635284541,450M,0.5,65478656.0,0.467336,1000,41,5515000,6000000,6312000,6538000,7216000,7788000,8287000,9089000,13403000
1635284691,450M,0.5,67792896.0,0.469068,1000,51,6891000,7577000,7986000,8363000,9094000,9782000,10675000,11604000,13803000
1635285494,400M,0.5,34136064.0,0.0,100,1,96000,101000,104000,106000,110000,166000,170000,173000,173000
1635285514,400M,0.5,39755776.0,0.0,100,11,1091000,1099000,1116000,1137000,1154000,1154000,1167000,1176000,1176000
1635285535,400M,0.5,43597824.0,0.029789,100,21,2212000,2419000,2542000,2619000,3028000,3294000,3956000,4720000,4720000
1635285561,400M,0.5,43597824.0,0.056891,100,41,5088000,5677000,6071000,6091000,6694000,7004000,7504000,7906000,7906000
1635285584,400M,0.5,47820800.0,0.084241,100,51,5870000,6347000,6493000,6809000,7366000,7765000,8941000,9244000,9244000
1635285608,400M,0.5,53235712.0,0.084241,100,61,6888000,7561000,8866000,9147000,9671000,10057000,11467000,12054000,12054000
1635285631,400M,0.5,54763520.0,0.093267,100,71,7562000,8732000,9063000,9157000,10630000,11169000,11737000,12339000,12339000
1635285655,400M,0.5,56414208.0,0.142141,100,81,10195000,12392000,13003000,13389000,13897000,14007000,14298000,14401000,14401000
1635285681,400M,0.5,56414208.0,0.174199,100,91,11947000,13748000,13870000,14156000,14760000,15163000,15258000,15261000,15261000
1635285710,400M,0.5,57208832.0,0.201384,200,1,97000,101000,104000,105000,110000,129000,164000,167000,176000
1635285739,400M,0.5,57610240.0,0.236641,200,11,1052000,1065000,1073000,1081000,1084000,1098000,1100000,1101000,1198000
1635285775,400M,0.5,57630720.0,0.236641,200,21,2634000,2994000,3202000,3396000,3928000,4232000,4581000,4870000,4959000
1635285814,400M,0.5,57253888.0,0.29889,200,31,4202000,4629000,4905000,5111000,5613000,6290000,6600000,6917000,7116000
1635285908,400M,0.5,57204736.0,0.303817,200,51,6495000,7184000,7475000,7594000,8122000,8805000,10509000,10871000,11096000
1635286005,400M,0.5,62177280.0,0.324464,200,71,9048000,11193000,11849000,11852000,12679000,13445000,15474000,16596000,17903000
1635286045,400M,0.5,62177280.0,0.314681,200,81,10085000,12802000,14214000,14630000,16128000,17872000,24181000,27443000,28725000
1635286085,400M,0.5,62103552.0,0.329696,200,91,11135000,13821000,14765000,16692000,19231000,19328000,19331000,19447000,19663000
1635286127,400M,0.5,62586880.0,0.322912,200,101,13540000,15926000,17398000,19033000,21215000,26042000,29527000,30442000,30933000
1635286163,400M,0.5,63696896.0,0.322912,300,1,93000,97000,101000,102000,106000,108000,112000,165000,168000
1635286203,400M,0.5,63713280.0,0.345623,300,11,1060000,1090000,1118000,1129000,1143000,1201000,1376000,1455000,1656000
1635286254,400M,0.5,62758912.0,0.348261,300,21,2797000,3111000,3324000,3452000,3791000,4195000,4909000,5081000,5372000
1635286305,400M,0.5,62758912.0,0.374967,300,31,3998000,4401000,4694000,4903000,5599000,5991000,6379000,7171000,7408000
1635286355,400M,0.5,62234624.0,0.375611,300,41,5209000,5799000,6331000,6654000,7805000,8316000,8768000,9406000,11014000
1635286403,400M,0.5,57655296.0,0.378513,300,51,5633000,5903000,6760000,7397000,8757000,9179000,10043000,10313000,11207000
1635286457,400M,0.5,59613184.0,0.390279,300,61,8024000,9321000,10127000,10788000,12776000,14590000,16194000,19497000,21486000
1635286515,400M,0.5,61448192.0,0.410592,300,71,10206000,11599000,12408000,12890000,14979000,17698000,20697000,21727000,28602000
1635286555,400M,0.5,62812160.0,0.410592,300,81,8184000,8352000,8460000,8524000,8782000,9151000,9484000,9524000,9736000
1635286617,400M,0.5,65495040.0,0.400022,300,91,13308000,15775000,18213000,19480000,24021000,26595000,32267000,33852000,44449000
1635286675,400M,0.5,67825664.0,0.407762,300,101,14008000,17204000,18726000,20816000,23716000,25825000,28100000,31720000,44018000
1635286724,400M,0.5,67825664.0,0.418937,400,1,98000,102000,104000,105000,110000,117000,165000,169000,186000
1635286773,400M,0.5,66736128.0,0.408426,400,11,1096000,1114000,1121000,1125000,1143000,1155000,1186000,1199000,1305000
1635286919,400M,0.5,57409536.0,0.374407,400,31,3985000,4395000,4693000,4900000,5558000,6015000,6486000,7209000,7652000
1635286986,400M,0.5,59469824.0,0.368413,400,41,5506000,6287000,6898000,7293000,7939000,8715000,9319000,9595000,11721000
1635287049,400M,0.5,61726720.0,0.373962,400,51,6408000,7181000,7504000,7822000,8721000,9378000,10095000,10515000,12706000
1635287214,400M,0.5,63680512.0,0.424143,400,71,10987000,12615000,13889000,14581000,17004000,19304000,23294000,24914000,29806000
1635287291,400M,0.5,64786432.0,0.409411,400,81,12208000,13766000,15571000,16610000,19192000,21303000,27493000,31100000,32346000
1635287364,400M,0.5,67014656.0,0.402813,400,91,13005000,14464000,16401000,17247000,20183000,23086000,26123000,28114000,31583000
1635287448,400M,0.5,67510272.0,0.429365,400,101,15003000,19528000,22190000,24237000,30101000,35962000,47049000,49995000,58434000
1635287503,400M,0.5,66916352.0,0.429539,500,1,95000,99000,101000,103000,108000,113000,157000,162000,169000
1635287560,400M,0.5,67235840.0,0.429593,500,11,1018000,1031000,1041000,1045000,1056000,1069000,1095000,1097000,1126000
1635287636,400M,0.5,67235840.0,0.41653,500,21,2691000,3008000,3230000,3389000,3800000,4206000,4692000,4907000,5501000
1635287714,400M,0.5,58232832.0,0.413589,500,31,4005000,4418000,4801000,4994000,5518000,5880000,6215000,6695000,7198000
1635287790,400M,0.5,60379136.0,0.413664,500,41,5211000,5769000,6087000,6308000,6879000,7499000,8304000,8716000,10114000
1635287972,400M,0.5,63242240.0,0.423153,500,61,8785000,9785000,10215000,10700000,11793000,12909000,13869000,14907000,17188000
1635288060,400M,0.5,65576960.0,0.411828,500,71,10030000,11591000,12674000,13385000,16381000,18715000,22008000,23618000,26388000
1635288152,400M,0.5,66400256.0,0.42029,500,81,12015000,13882000,15495000,16379000,18725000,21192000,23086000,26323000,33890000
1635288252,400M,0.5,66400256.0,0.451759,500,91,13695000,17100000,19002000,20307000,25501000,29436000,35192000,40287000,64019000
1635288352,400M,0.5,68820992.0,0.458597,500,101,16113000,19001000,21404000,23020000,26600000,30098000,37202000,42298000,46881000
1635288417,400M,0.5,69001216.0,0.46583,600,1,95000,100000,103000,104000,109000,115000,161000,165000,194000
1635288484,400M,0.5,64860160.0,0.448362,600,11,1052000,1067000,1078000,1084000,1105000,1110000,1143000,1209000,1391000
1635288569,400M,0.5,65761280.0,0.429856,600,21,2475000,2791000,3000000,3116000,3593000,3920000,4494000,4694000,5285000
1635288661,400M,0.5,59916288.0,0.422438,600,31,4055000,4498000,4825000,5100000,5515000,6022000,6509000,6694000,10491000
1635288755,400M,0.5,60186624.0,0.428274,600,41,5683000,6281000,6611000,6909000,7592000,8110000,8836000,9689000,12300000
1635288827,400M,0.5,61153280.0,0.442866,600,51,5108000,5304000,5448000,5507000,5685000,5705000,5886000,6074000,6539000
1635289065,400M,0.5,68333568.0,0.413622,600,81,12691000,14422000,16055000,17070000,20777000,23888000,29188000,30567000,42015000
1635289175,400M,0.5,70070272.0,0.429031,600,91,13407000,16073000,17883000,18427000,21520000,25087000,30595000,35608000,43328000
1635289291,400M,0.5,69091328.0,0.454322,600,101,14898000,18202000,21012000,22518000,28100000,32685000,41026000,45974000,52290000
1635289367,400M,0.5,69091328.0,0.464622,700,1,97000,101000,104000,105000,110000,115000,163000,166000,182000
1635289446,400M,0.5,69058560.0,0.462747,700,11,1085000,1102000,1110000,1120000,1139000,1165000,1204000,1271000,1531000
1635289526,400M,0.5,66375680.0,0.418114,700,21,2056000,2101000,2155000,2189000,2299000,2314000,2323000,2337000,2580000
