time,cpu_limit,cpu_usage,n,ram_limit_mb,ram_usage_mb,mean_ms,lat50_ms,lat75_ms,lat80_ms,lat90_ms,lat95_ms,lat98_ms,lat99_ms,lat100_ms,t_norm,sin_day,cos_day,is_gap,time_since_last_obs,time_to_next_obs
1636553425.0,2.0,0.06839174,34.000008,1297.0667,441.128,503.7788,503.99207,515.37854,515.7654,521.1504,521.40173,523.3262,523.4,523.7666,0.00017057692985,-0.5388320484547101,-0.8424132142589531,1.0,11.0,4.0
1636553438.0,2.0,0.05271876,28.0,1228.7999,442.8767,423.49976,424.01074,432.95947,433.24963,437.4358,437.62427,439.06763,439.12292,439.52234,0.000179554663,-0.5396282137639357,-0.8419034332451343,1.0,12.0,3.0
1636553451.0,2.0,0.037045866,21.999992,1160.5333,444.62543,343.22083,344.0293,350.54028,350.73376,353.7212,353.8468,354.80908,354.8457,355.27832,0.00018853239615,-0.5404238967895151,-0.8413928997673059,1.0,13.0,2.0
1636553464.0,2.0,0.021372944,16.0,1092.2667,446.37418,262.9419,264.04834,268.1211,268.2179,270.0066,270.06934,270.5504,270.56885,271.03418,0.0001975101293,-0.5412190967958068,-0.8408816142974772,1.0,14.0,1.0
1636553477.0,2.0,0.0057,10.0,1024.0,448.12288,182.663,184.067,185.702,185.702,186.292,186.292,186.292,186.292,186.79,0.00020648786245,-0.5420138131088055,-0.8403695772689852,0.0,0.0,0.0
1636553490.0,2.0,0.0,20.0,1024.0,562.274304,301.439,302.111,308.079,308.079,313.632,315.117,315.117,315.117,325.745,0.0002154655956,-0.5428080449692979,-0.8398567891709924,0.0,0.0,0.0
1636553503.0,2.0,0.016066,40.0,1024.0,639.688704,722.723,725.834,729.926,731.043,740.426,742.852,743.897,743.897,745.719,0.00022444332875,-0.5436017917041216,-0.839343250438144,0.0,0.0,0.0
1636553516.0,2.0,0.0,50.0,1024.0,681.28768,858.051,858.39,870.854,871.67,883.309,884.418,884.678,884.678,885.658,0.0002334210619,-0.5443950526038382,-0.8388289615293837,0.0,0.0,0.0
1636553529.0,2.0,0.105559,60.0,1024.0,778.563584,937.769,940.851,963.985,964.695,971.097,979.489,979.498,979.685,979.709,0.00024239879505,-0.5451878269228465,-0.8383139229281262,0.0,0.0,0.0
1636553542.0,2.0,0.33184,70.0,1024.0,834.224128,1724.131,1726.85,1751.726,1755.602,1759.45,1768.376,1770.782,1774.665,1775.716,0.0002513765282,-0.5459801139892195,-0.8377981350709244,0.0,0.0,0.0
1636553555.0,2.0,0.246502,80.0,1024.0,838.496256,1111.75,1108.319,1146.095,1147.062,1151.661,1154.147,1156.156,1167.691,1169.458,0.00026035426135,-0.5467719130704553,-0.8372815984346452,0.0,0.0,0.0
1636553568.0,2.0,0.347677,90.0,1024.0,842.719232,2934.816,2943.759,2964.891,2965.882,2973.85,2992.294,2992.798,2992.814,2994.399,0.0002693319945001,-0.5475632234954309,-0.8367643134570767,0.0,0.0,0.0
1636553581.0,2.0,0.347677,100.0,1024.0,429.604864,1657.436,1674.288,1708.479,1710.129,1723.659,1727.965,1733.385,1734.368,1734.423,0.0002783097276501,-0.5483540445081867,-0.8362462806323946,0.0,0.0,0.0
1636553594.0,2.0,0.340037,110.0,1024.0,433.360896,1579.026,1582.378,1633.932,1637.93,1641.519,1646.816,1648.17,1648.502,1653.138,0.0002872874608001,-0.5491443754384515,-0.8357275003996895,0.0,0.0,0.0
1636553607.0,2.0,0.486821,130.0,1024.0,445.677568,1817.818,1826.475,1883.578,1890.565,1903.077,1905.673,1909.774,1910.525,1919.83,0.0002962651939501,-0.5499342155555319,-0.8352079732385951,0.0,0.0,0.0
1636553620.0,2.0,0.530177,135.0,1024.0,449.23083,3923.321,3917.8682,3980.7456,3991.96,4010.1216,4018.4404,4021.966,4022.491,4038.8174,0.0003052429271001,-0.5507235641899653,-0.834687699589434,1.0,1.0,1.0
1636553633.0,2.0,0.573533,140.0,1024.0,452.784128,6028.824,6009.261,6077.913,6093.355,6117.166,6131.208,6134.158,6134.457,6157.805,0.0003142206602501,-0.5515124205998049,-0.8341666799412117,0.0,0.0,0.0
1636553646.0,2.0,0.539525,150.0,1024.0,461.975552,2106.529,2092.633,2174.166,2180.489,2197.738,2200.143,2204.29,2209.568,2211.6,0.0003231983934001,-0.5523007840800285,-0.833644914759627,0.0,0.0,0.0
1636553659.0,2.0,0.456806,160.0,1024.0,468.82816,2196.627,2176.843,2274.994,2281.494,2323.238,2325.366,2326.678,2327.824,2328.183,0.0003321761265501,-0.5530886539624249,-0.8331224044868996,0.0,0.0,0.0
1636553672.0,2.0,0.531007,170.0,1024.0,480.653312,8392.036,8393.142,8465.351,8486.831,8516.297,8534.31,8537.5,8539.914,8544.221,0.0003411538597001,-0.5538760294943215,-0.8325991496221969,0.0,0.0,0.0
1636553685.0,2.0,0.519589,180.0,1024.0,488.517632,2827.986,2840.629,2914.893,2929.39,2942.481,2965.127,2965.713,2966.134,2985.27,0.0003501315928501,-0.5546629100083673,-0.8320751506090359,0.0,0.0,0.0
1636553698.0,2.0,0.431666,190.0,1024.0,499.134464,2959.742,2964.086,3060.352,3063.221,3078.574,3084.327,3089.311,3090.272,3092.305,0.0003591093260001,-0.5554492947770591,-0.8315504079318751,0.0,0.0,0.0
1636553711.0,2.0,0.674343,200.0,1024.0,507.129856,7530.571,7528.179,7662.082,7693.453,7709.386,7715.379,7721.158,7726.8,7732.03,0.0003680870591501,-0.5562351831338627,-0.8310249220354575,0.0,0.0,0.0
1636553724.0,2.0,0.6908865,205.0,1024.0,513.0711,9316.455,9312.818,9429.496,9449.065,9465.796,9488.128,9495.285,9498.939,9511.81,0.0003770647923001,-0.5570205743279985,-0.8304986934217938,1.0,1.0,1.0
1636553737.0,2.0,0.70743,210.0,1024.0,519.012352,11102.339,11097.458,11196.91,11204.677,11222.205,11260.877,11269.412,11271.078,11291.59,0.0003860425254501,-0.5578054676937974,-0.8299717225369211,0.0,0.0,0.0
1636553750.0,2.0,0.6636175,215.0,1024.0,524.4293,11411.051,11401.678,11507.6,11531.391,11546.907,11573.659,11579.545,11580.99,11593.324,0.0003950202586001,-0.5585898625297334,-0.8294440098517883,1.0,1.0,1.0
1636553763.0,2.0,0.619805,220.0,1024.0,529.846272,11719.763,11705.895,11818.292,11858.102,11871.609,11886.441,11889.677,11890.903,11895.059,0.0004039979917501,-0.559373758098539,-0.8289155558624275,0.0,0.0,0.0
1636553776.0,2.0,0.740856,230.0,1024.0,541.437952,10015.773,10030.439,10144.785,10148.033,10168.128,10177.997,10182.814,10184.382,10203.839,0.0004129757249001,-0.5601571537358128,-0.8283863610167619,0.0,0.0,0.0
1636553789.0,2.0,0.8387915,235.0,1024.0,547.244,11209.084,11203.154,11333.85,11340.547,11372.587,11379.959,11386.094,11391.496,11403.201,0.0004219534580501,-0.5609400487172735,-0.8278564258040538,1.0,1.0,1.0
1636553802.0,2.0,0.936727,240.0,1024.0,553.050112,12402.394,12375.869,12522.917,12533.059,12577.045,12581.921,12589.374,12598.609,12602.565,0.0004309311912001,-0.5617224423793448,-0.8273257506734477,0.0,0.0,0.0
1636553815.0,2.0,0.850754,245.0,1024.0,560.2898,12233.482,12209.941,12352.697,12368.348,12426.288,12434.1045,12442.041,12449.077,12454.539,0.0004399089243501,-0.5625043339745854,-0.8267943361319113,1.0,1.0,1.0
1636553828.0,2.0,0.764781,250.0,1024.0,567.529472,12064.57,12044.014,12182.48,12203.636,12275.532,12286.288,12294.708,12299.546,12306.515,0.0004488866575001,-0.563285722840293,-0.8262621826298773,0.0,0.0,0.0
1636553841.0,2.0,0.655772,260.0,1024.0,578.985984,10412.5,10405.252,10525.919,10574.278,10596.186,10610.31,10614.396,10615.767,10619.594,0.0004578643906501,-0.5640666082540412,-0.8257292906593432,0.0,0.0,0.0
1636553854.0,1.9411764,0.6178666,245.29411,1084.2354,583.7019,9810.34,9803.468,9917.329,9962.843,9983.476,9996.77,10000.614,10001.905,10005.573,0.0004668421238001,-0.564846989553957,-0.8251956606719597,1.0,1.0,16.0
1636553867.0,1.8823531,0.5799612,230.58823,1144.4706,588.41785,9208.181,9201.684,9308.738,9351.408,9370.767,9383.229,9386.834,9388.044,9391.553,0.0004758198569501,-0.565626866006522,-0.8246612931692865,1.0,2.0,15.0
1636553880.0,1.8235295,0.5420558,215.88235,1204.7059,593.1338,8606.021,8599.899,8700.147,8739.973,8758.057,8769.6875,8773.053,8774.182,8777.532,0.0004847975901001,-0.5664062369147407,-0.8241261886289518,1.0,3.0,14.0
1636553893.0,1.7647059,0.50415033,201.17648,1264.9412,597.84973,8003.862,7998.116,8091.557,8128.5386,8145.3467,8156.147,8159.2715,8160.3203,8163.512,0.0004937753232501,-0.5671851016180233,-0.8235903475044815,1.0,4.0,13.0
1636553906.0,1.7058824,0.46624494,186.47058,1325.1765,602.5657,7401.7026,7396.3315,7482.9673,7517.103,7532.6357,7542.606,7545.49,7546.458,7549.4917,0.0005027530564001,-0.5679634593723001,-0.8230537703077786,1.0,5.0,12.0
1636553919.0,1.6470588,0.42833954,171.76471,1385.4117,607.2816,6799.543,6794.5474,6874.377,6905.668,6919.926,6929.0654,6931.71,6932.5967,6935.471,0.0005117307895501,-0.5687413095178637,-0.8225164574936513,1.0,6.0,11.0
1636553932.0,1.5882354,0.39043412,157.05882,1445.6471,611.99756,6197.383,6192.763,6265.786,6294.233,6307.2163,6315.5244,6317.928,6318.735,6321.45,0.0005207085227001,-0.5695186513355598,-0.8219784095588674,1.0,7.0,10.0
1636553945.0,1.5294118,0.3525287,142.35294,1505.8823,616.7135,5595.2236,5590.9785,5657.1963,5682.798,5694.506,5701.984,5704.147,5704.873,5707.4297,0.0005296862558502,-0.5702954841665187,-0.8214396269594474,1.0,8.0,9.0
1636553958.0,1.4705882,0.3146233,127.64706,1566.1177,621.42944,4993.0645,4989.195,5048.606,5071.363,5081.7964,5088.4434,5090.3657,5091.011,5093.4097,0.0005386639890002,-0.5710718072686114,-0.8209001102101047,1.0,9.0,8.0
1636553971.0,1.4117647,0.27671787,112.94118,1626.3529,626.1454,4390.9053,4387.4106,4440.0156,4459.928,4469.0864,4474.9023,4476.585,4477.1494,4479.389,0.0005476417221502,-0.5718476199838555,-0.8203598597681386,1.0,10.0,7.0
1636553984.0,1.3529412,0.23881248,98.23529,1686.5883,630.8613,3788.745,3785.6267,3831.4253,3848.493,3856.3767,3861.3616,3862.8037,3863.2876,3865.369,0.0005566194553002,-0.5726229216188399,-0.8198188761163675,1.0,11.0,6.0
1636553997.0,1.2941177,0.20090707,83.52941,1746.8235,635.5773,3186.5857,3183.8425,3222.8347,3237.058,3243.667,3247.8208,3249.0227,3249.4258,3251.3484,0.0005655971884502,-0.5733977114448445,-0.819277159763297,1.0,12.0,5.0
1636554010.0,1.2352941,0.16300164,68.82353,1807.0588,640.2932,2584.426,2582.0583,2614.2444,2625.623,2630.9568,2634.28,2635.2415,2635.564,2637.328,0.0005745749216002,-0.5741719888051862,-0.8187347111680908,1.0,13.0,4.0
1636554023.0,1.1764708,0.12509623,54.117645,1867.2941,645.00916,1982.2666,1980.2743,2005.654,2014.188,2018.2468,2020.7393,2021.4603,2021.7023,2023.3074,0.0005835526547502,-0.5749457529840137,-0.8181915308322651,1.0,14.0,3.0
1636554036.0,1.1176472,0.08719081,39.411766,1927.5294,649.7251,1380.107,1378.4902,1397.0637,1402.753,1405.5369,1407.1985,1407.6792,1407.8406,1409.287,0.0005925303879002,-0.5757190033254895,-0.8176476192161908,1.0,15.0,2.0
1636554049.0,1.0588237,0.04928541,24.705887,1987.7646,654.44104,777.9475,776.70593,788.4734,791.318,792.8269,793.6577,793.8982,793.97876,795.2665,0.0006015081210502,-0.5764917390909075,-0.8171029768394807,1.0,16.0,1.0
1636554062.0,1.0,0.01138,10.0,2048.0,659.156992,175.788,174.922,179.883,179.883,180.117,180.117,180.117,180.117,181.246,0.0006104858542002,-0.5772639596253253,-0.816557604163779,0.0,0.0,0.0
1636554075.0,1.0,0.068614,30.0,2048.0,767.377408,589.193,586.671,665.222,671.086,672.056,746.01,748.804,748.804,769.331,0.0006194635873502,-0.5780356642385427,-0.8160115016764817,0.0,0.0,0.0
1636554088.0,1.0,0.068614,40.0,2048.0,800.91136,889.415,926.446,1027.362,1032.052,1124.044,1126.479,1126.664,1126.664,1127.836,0.0006284413205002,-0.5788068522052203,-0.815464669890906,0.0,0.0,0.0
1636554101.0,1.0,0.169702,50.0,2048.0,889.491456,928.549,867.183,1064.226,1073.364,1162.766,1164.072,1165.177,1165.177,1167.202,0.0006374190536502,-0.579577522871728,-0.8149171092705513,0.0,0.0,0.0
1636554114.0,1.0,0.169702,60.0,2048.0,939.720704,1031.215,1068.319,1077.323,1079.375,1100.811,1101.491,1101.944,1102.079,1105.662,0.0006463967868002,-0.5803476755255492,-0.8143688203216598,0.0,0.0,0.0
1636554127.0,1.0,0.256353,70.0,2048.0,987.58656,2343.581,2361.357,2385.319,2389.133,2449.554,2453.755,2455.127,2455.453,2476.305,0.0006553745199502,-0.5811173095139074,-0.8138198035089326,0.0,0.0,0.0
1636554140.0,1.0,0.377196,80.0,2048.0,997.277696,1252.952,1237.24,1336.666,1343.76,1365.924,1368.204,1369.813,1370.012,1370.352,0.0006643522531002,-0.5818864241015509,-0.8132700593568597,0.0,0.0,0.0
1636554153.0,1.0,0.377196,90.0,2048.0,1004.253184,1400.793,1432.385,1532.784,1546.805,1557.742,1625.805,1627.873,1628.139,1629.003,0.0006733299862502,-0.582655018636607,-0.8127195883314091,0.0,0.0,0.0
1636554166.0,1.0,0.366896,110.0,2048.0,432.480256,1680.382,1667.373,1767.388,1770.674,1845.934,1849.797,1861.768,1863.492,1865.195,0.0006823077194002,-0.5834230924084787,-0.8121683909415139,0.0,0.0,0.0
1636554179.0,1.0,0.30767,120.0,2048.0,438.505472,1889.53,1956.138,1987.684,2054.441,2059.908,2066.157,2069.027,2075.577,2089.734,0.0006912854525502,-0.584190644766151,-0.8116164676543403,0.0,0.0,0.0
1636554192.0,1.0,0.30767,130.0,2048.0,443.654144,2030.484,2067.351,2155.516,2166.999,2177.405,2181.891,2236.447,2236.511,2237.456,0.0007002631857002,-0.584957674988164,-0.8110638189886425,0.0,0.0,0.0
1636554205.0,1.0,0.414731,140.0,2048.0,451.289088,4317.153,4487.723,4693.845,4770.393,4876.053,4876.916,4878.055,4878.41,4885.42,0.0007092409188502,-0.5857241823890038,-0.8105104454383872,0.0,0.0,0.0
1636554218.0,1.0,0.452184,150.0,2048.0,458.952704,2408.166,2369.409,2567.814,2573.886,2737.902,2832.076,2850.406,2857.369,2873.415,0.0007182186520002,-0.5864901663189835,-0.8099563474725852,0.0,0.0,0.0
1636554231.0,1.0,0.452184,160.0,2048.0,466.751488,2566.459,2597.556,2744.859,2747.347,2754.829,2768.95,2778.952,2781.787,2784.799,0.0007271963851502,-0.5872556260463385,-0.8094015256205803,0.0,0.0,0.0
1636554244.0,1.0,0.5031185,165.0,2048.0,471.84897,4351.2803,4470.767,4655.99,4660.105,4667.952,4705.216,4712.247,4713.9517,4717.2305,0.0007361741183002,-0.5880205609222939,-0.8088459803526447,1.0,1.0,1.0
1636554257.0,1.0,0.554053,170.0,2048.0,476.946432,6136.101,6343.978,6567.121,6572.863,6581.075,6641.481,6645.542,6646.116,6649.661,0.0007451518514502,-0.5887849702396362,-0.8082897121824023,0.0,0.0,0.0
1636554270.0,1.0,0.4804665,175.0,2048.0,505.35016,9488.299,9672.727,9880.197,9889.762,9924.003,9955.422,9958.194,9959.113,9961.187,0.0007541295846002,-0.5895488533504564,-0.8077327215813175,1.0,1.0,1.0
1636554283.0,1.0,0.40688,180.0,2048.0,533.753856,12840.496,13001.477,13193.273,13206.663,13266.931,13269.363,13270.848,13272.11,13272.712,0.0007631073177502,-0.590312209524997,-0.8071750090814979,0.0,0.0,0.0
1636554296.0,1.0,0.698835,190.0,2048.0,542.142464,7743.063,7872.905,7981.05,7993.747,8016.014,8080.959,8084.255,8085.599,8087.816,0.0007720850509002,-0.5910750381162662,-0.806616575155665,0.0,0.0,0.0
1636554309.0,1.0,0.604416,195.0,2048.0,546.8856,9572.578,9694.074,9876.105,9885.598,9906.645,9944.186,9948.859,9975.245,9978.969,0.0007810627840502,-0.5918373384424569,-0.8060574203028893,1.0,1.0,1.0
1636554322.0,1.0,0.509997,200.0,2048.0,551.6288,11402.095,11515.245,11771.161,11777.451,11797.275,11807.414,11813.464,11864.894,11870.121,0.0007900405172003,-0.5925991097870698,-0.8054975450487558,0.0,0.0,0.0
1636554335.0,1.0,0.47812217,188.125,1984.0,556.2829,10700.804,10806.875,11046.975,11052.871,11071.579,11081.085,11086.757,11134.974,11141.545,0.0007990182503503,-0.5933603515044562,-0.8049369498678193,1.0,1.0,15.0
1636554348.0,1.0,0.44624737,176.25,1920.0,560.93695,9999.514,10098.502,10322.787,10328.29,10345.884,10354.755,10360.048,10405.049,10412.972,0.0008079959835003,-0.594121062890817,-0.8043756352783729,1.0,2.0,14.0
1636554361.0,1.0,0.41437256,164.375,1856.0,565.59106,9298.223,9390.133,9598.601,9603.711,9620.1875,9628.426,9633.342,9675.128,9684.396,0.0008169737166503,-0.5948812433013775,-0.803813601756158,1.0,3.0,13.0
1636554374.0,1.0,0.38249776,152.5,1792.0,570.2451,8596.932,8681.761,8874.414,8879.132,8894.492,8902.097,8906.634,8945.206,8955.822,0.0008259514498003,-0.5956408920099174,-0.8032508498381,1.0,4.0,12.0
1636554387.0,1.0,0.35062295,140.625,1728.0,574.8992,7895.641,7973.389,8150.227,8154.5522,8168.797,8175.767,8179.927,8215.284,8227.248,0.0008349291829503,-0.5964000083725874,-0.8026873800011918,1.0,5.0,11.0
1636554400.0,1.0,0.31874812,128.75,1664.0,579.5533,7194.349,7265.018,7426.0405,7429.9717,7443.1006,7449.438,7453.2197,7485.3623,7498.673,0.0008439069161003,-0.5971585916875533,-0.8021231927663842,1.0,6.0,10.0
1636554413.0,1.0,0.2868733,116.875,1600.0,584.20734,6493.059,6556.647,6701.8535,6705.392,6717.4053,6723.1084,6726.5117,6755.4404,6770.098,0.0008528846492503,-0.597916641311844,-0.8015582886118536,1.0,7.0,9.0
1636554426.0,1.0,0.2549985,105.0,1536.0,588.86145,5791.7676,5848.2754,5977.667,5980.812,5991.7095,5996.779,5999.8037,6025.519,6041.5234,0.0008618623824003,-0.5986741565329309,-0.800992668068556,1.0,8.0,8.0
1636554439.0,1.0,0.22312368,93.125,1472.0,593.5155,5090.477,5139.905,5253.4805,5256.232,5266.0137,5270.45,5273.0967,5295.597,5312.9487,0.0008708401155503,-0.5994311366738049,-0.8004263316420508,1.0,9.0,7.0
1636554452.0,1.0,0.19124888,81.25,1408.0001,598.1696,4389.186,4431.534,4529.2935,4531.6523,4540.3184,4544.1206,4546.389,4565.6753,4584.374,0.0008798178487003,-0.6001875810928539,-0.7998592798123361,1.0,10.0,6.0
1636554465.0,1.0,0.15937406,69.375,1344.0,602.82367,3687.8953,3723.1626,3805.1067,3807.0723,3814.6226,3817.7905,3819.6814,3835.7534,3855.7993,0.0008887955818503,-0.6009434890674267,-0.7992915131211313,1.0,11.0,5.0
1636554478.0,1.0,0.12749925,57.5,1279.9999,607.4778,2986.6045,3014.7915,3080.92,3082.4924,3088.9268,3091.4614,3092.974,3105.8315,3127.2249,0.0008977733150003,-0.6016988599568446,-0.7987230320496796,1.0,12.0,4.0
1636554491.0,1.0,0.09562442,45.625,1215.9999,612.13184,2285.3137,2306.4204,2356.7332,2357.9126,2363.231,2365.132,2366.2666,2375.9097,2398.6501,0.0009067510481503,-0.6024536930627361,-0.7981538371235651,1.0,13.0,3.0
1636554504.0,1.0,0.06374964,33.75,1152.0,616.78595,1584.0227,1598.0492,1632.5465,1633.3328,1637.5354,1638.8027,1639.559,1645.9878,1670.0752,0.0009157287813003,-0.6032079877453088,-0.7975839288252086,1.0,14.0,2.0
1636554517.0,1.0,0.031874806,21.874992,1088.0,621.44,882.73193,889.6782,908.35986,908.7529,911.8397,912.4734,912.85156,916.0659,941.50073,0.0009247065144503,-0.6039617432839652,-0.7970133076990582,1.0,15.0,1.0
1636554530.0,1.0,0.0,10.0,1024.0,626.09408,181.441,181.307,184.173,184.173,186.144,186.144,186.144,186.144,212.926,0.0009336842476003,-0.6047149590398511,-0.7964419742287766,0.0,0.0,0.0
1636554543.0,1.0,0.070828,20.0,1024.0,694.079488,346.181,349.978,353.392,353.392,357.177,357.516,357.516,357.516,358.682,0.0009426619807503,-0.6054676343397504,-0.7958699289249634,0.0,0.0,0.0
1636554556.0,1.0,0.01017,30.0,1024.0,737.923072,632.326,618.075,716.713,722.367,725.76,726.213,729.351,729.351,967.911,0.0009516397139003,-0.6062197684762107,-0.7952971723253198,0.0,0.0,0.0
1636554569.0,1.0,0.01017,40.0,1024.0,771.387392,695.261,723.334,727.418,727.777,731.757,734.829,734.885,734.885,735.107,0.0009606174470503,-0.6069713608117523,-0.7947237049153181,0.0,0.0,0.0
1636554582.0,1.0454546,0.009707719,38.636368,1070.5454,749.5105,672.65186,699.43005,703.7035,704.046,707.93896,710.8712,710.9248,710.9248,711.26013,0.0009695951802003,-0.6077224106514969,-0.7941495272251525,1.0,1.0,21.0
1636554595.0,1.0909091,0.009245455,37.272728,1117.091,727.63354,650.0425,675.5261,679.9885,680.31494,684.1211,686.9138,686.96484,686.9647,687.4133,0.0009785729133503,-0.6084729173588588,-0.7935746397414671,1.0,2.0,20.0
1636554608.0,1.1363636,0.008783191,35.909096,1163.6364,705.75665,627.4332,651.6221,656.2739,656.584,660.30334,662.9563,663.00464,663.00464,663.56665,0.0009875506465003,-0.609222880216859,-0.7929990430134671,1.0,3.0,19.0
1636554621.0,1.1818182,0.008320898,34.545456,1210.1816,683.8797,604.824,627.71826,632.55945,632.853,636.4851,638.99866,639.04443,639.04443,639.7195,0.0009965283796503,-0.6099722985898581,-0.7924227375290318,1.0,4.0,18.0
1636554634.0,1.2272727,0.007858634,33.181824,1256.7273,662.0028,582.21484,603.8142,608.8446,609.1221,612.66724,615.04114,615.0842,615.0842,615.8727,0.0010055061128003,-0.6107211718080339,-0.7918457238032053,1.0,5.0,17.0
1636554647.0,1.2727273,0.00739637,31.818184,1303.2727,640.12585,559.6057,579.9104,585.12976,585.391,588.84924,591.0834,591.12427,591.12427,592.0259,0.0010144838459503,-0.6114694991675076,-0.7912680023783581,1.0,6.0,16.0
1636554660.0,1.3181819,0.0069340765,30.454544,1349.8182,618.24896,536.9962,556.00635,561.4153,561.66003,565.03125,567.12585,567.16406,567.16406,568.17896,0.0010234615791003,-0.6122172800340261,-0.790689573744171,1.0,7.0,15.0
1636554673.0,1.3636364,0.0064718127,29.09092,1396.3638,596.372,514.3872,532.1023,537.70056,537.92896,541.2134,543.1682,543.20386,543.20386,544.33203,0.0010324393122503,-0.6129645137162353,-0.7901104384354248,1.0,8.0,14.0
1636554686.0,1.4090909,0.006009549,27.727272,1442.909,574.4951,491.77795,508.19836,513.9857,514.198,517.39526,519.2107,519.2438,519.2438,520.4852,0.0010414170454003,-0.6137111995807834,-0.7895305969429658,1.0,9.0,13.0
